Unnamed: 0,research_id,gpt3_id,temperature,respondent_id,response_id,exp_condition,object,response,eucl_item_resp,eucl_objc_resp,cos_dist_item_resp,cos_dist_objc_resp
139,GPT3202208,cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P,0.65,202208026,2022080168,1,tin can,paint d other embellishments turn tin c invase or cdle holder,24.146263,21.607597,0.670091062784195,0.33054691553115845
140,GPT3202208,cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P,0.65,202208026,2022080169,1,tin can,Cut the top off of tin c d mixing bowl when baking,28.65863,25.757347,0.7545631229877472,0.3573366403579712
141,GPT3202208,cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P,0.65,202208026,2022080170,1,tin can,multiple small tin cs create interesting patterns d shapes on wall or in garden area.,42.756557,42.017582,0.6336348950862885,0.5250077247619629
142,GPT3202208,cmpl-5kwRCZbz65sPO7d92eypUtj1SqX3P,0.65,202208026,2022080171,1,tin can,Fill tin c with sd or rocks d door stop or paper weight,31.62514,30.234283,0.6048675179481506,0.41093701124191284
143,GPT3202208,cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL,0.65,202208027,2022080173,2,tin can,telephone,8.725508,9.307949,0.747745156288147,0.868177518248558
144,GPT3202208,cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL,0.65,202208027,2022080174,2,tin can,drum in makeshift bd,12.449953,12.100228,0.7321282923221588,0.6867671012878418
145,GPT3202208,cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL,0.65,202208027,2022080175,2,tin can,Hg it from string d piñata,15.7284565,14.759009,0.8539067953824997,0.7158859074115753
146,GPT3202208,cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL,0.65,202208027,2022080176,2,tin can,Fill it with water d freeze it overnight homemade ice cream,32.738327,31.746792,0.697755753993988,0.5563766956329346
147,GPT3202208,cmpl-5kwRHwL4cWp2mjnM1291OcSCpkMaL,0.65,202208027,2022080177,2,tin can,plter for small succulents,11.316447,10.5575695,0.8467266857624054,0.7360219657421112
148,GPT3202208,cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d,0.65,202208028,2022080179,3,tin can,plt holder,11.301276,10.429156,0.8424510806798935,0.7145262062549591
149,GPT3202208,cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d,0.65,202208028,2022080180,3,tin can,cdle holder,7.6485944,7.8092465,0.6341176629066467,0.6758415997028351
150,GPT3202208,cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d,0.65,202208028,2022080181,3,tin can,cookie cutter,12.156941,10.267543,0.8096379786729813,0.5428032577037811
151,GPT3202208,cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d,0.65,202208028,2022080182,3,tin can,pencil sharpener,12.798314,12.368258,0.7757861316204071,0.7182213664054871
152,GPT3202208,cmpl-5kwRKruTQyCpaj0jZ9hxCWKHZUf0d,0.65,202208028,2022080183,3,tin can,vase,8.292153,7.6405344,0.7051166892051697,0.6108116507530212
153,GPT3202208,cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ,0.65,202208029,2022080185,4,tin can,container for your favorite plt,12.987351,11.241845,0.8645989447832108,0.6118988692760468
154,GPT3202208,cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ,0.65,202208029,2022080186,4,tin can,place store your jewelry,14.49332,14.084241,0.7165423631668091,0.6618824005126953
155,GPT3202208,cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ,0.65,202208029,2022080187,4,tin can,vase,8.292153,7.6405344,0.7051166892051697,0.6108116507530212
156,GPT3202208,cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ,0.65,202208029,2022080188,4,tin can,travel mug,10.359494,10.293375,0.6829342842102051,0.6806329786777496
157,GPT3202208,cmpl-5kwRMWXzhGe12EiiaQgmGeUX7K9mJ,0.65,202208029,2022080189,4,tin can,cdle holder,7.6485944,7.8092465,0.6341176629066467,0.6758415997028351
158,GPT3202208,cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j,0.65,202208030,2022080191,5,tin can,plter,6.875682,6.728325,1.0,1.0
159,GPT3202208,cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j,0.65,202208030,2022080192,5,tin can,vase,8.292153,7.6405344,0.7051166892051697,0.6108116507530212
160,GPT3202208,cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j,0.65,202208030,2022080193,5,tin can,pencil holder,10.500563,10.378667,0.6244674921035767,0.6125678718090057
161,GPT3202208,cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j,0.65,202208030,2022080194,5,tin can,door stop,10.00553,10.772196,0.6174431443214417,0.7377022504806519
162,GPT3202208,cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j,0.65,202208030,2022080195,5,tin can,pet food bowl,15.312281,14.970541,0.6812886297702789,0.6356682777404785
163,GPT3202208,cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j,0.65,202208030,2022080196,5,tin can,ice cream sundae dish,21.00767,20.032507,0.7276934385299683,0.5922040343284607
164,GPT3202208,cmpl-5kwROOFQahxO7gTJDpVtLn2ZoZu5j,0.65,202208030,2022080197,5,tin can,cookie jar,12.97778,10.348364,0.8297649919986725,0.4658077359199524
165,GPT3202208,cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl,0.7,202208031,2022080199,1,book,doorstop,8.658492,8.365611,0.8548300415277481,0.8470857441425323
166,GPT3202208,cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl,0.7,202208031,2022080200,1,book,hold up wobbly table,10.380473,12.90351,0.39744943380355835,0.74134361743927
167,GPT3202208,cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl,0.7,202208031,2022080201,1,book,given gift,10.177705,9.037138,0.7136701941490173,0.5635876357555389
168,GPT3202208,cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl,0.7,202208031,2022080202,1,book,start fire,10.4285,10.068347,0.7451402842998505,0.7119594812393188
169,GPT3202208,cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl,0.7,202208031,2022080203,1,book,coaster for hot beverages,13.647029,14.343676,0.6930738389492035,0.8093154579401016
170,GPT3202208,cmpl-5kwRP3PwRRzJklACAmXqCMrJ1gOJl,0.7,202208031,2022080204,1,book,decoration on coffee table or bookshelf,16.009573,17.7752,0.42442476749420166,0.653734028339386
171,GPT3202208,cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg,0.7,202208032,2022080206,2,book,paper airple,8.08654,6.8166714,0.6936120688915253,0.520037055015564
172,GPT3202208,cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg,0.7,202208032,2022080207,2,book,Fold in origami cre,12.956527,13.273908,0.7440997958183289,0.8090952783823013
173,GPT3202208,cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg,0.7,202208032,2022080208,2,book,coaster for your drink,10.711051,11.306112,0.6784124672412872,0.790018156170845
174,GPT3202208,cmpl-5kwRVNCrclbb5KihcbSFAWx254kfg,0.7,202208032,2022080209,2,book,door stop,10.00553,10.671095,0.6174431443214417,0.7348901629447937
175,GPT3202208,cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX,0.7,202208033,2022080211,3,book,decoration on coffee table or end table,20.082832,21.98787,0.4256330132484436,0.6744949221611023
176,GPT3202208,cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX,0.7,202208033,2022080212,3,book,given gift,10.177705,9.037138,0.7136701941490173,0.5635876357555389
177,GPT3202208,cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX,0.7,202208033,2022080213,3,book,paper flowers,11.752004,10.834324,0.7201132476329803,0.6002680659294128
178,GPT3202208,cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX,0.7,202208033,2022080214,3,book,Old part of collage or decoupage project,16.22471,15.584795,0.738749623298645,0.6526254713535309
179,GPT3202208,cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX,0.7,202208033,2022080215,3,book,The pages of ripped out d scrap paper.,20.572111,19.198612,0.6856549084186554,0.4913812279701233
180,GPT3202208,cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX,0.7,202208033,2022080216,3,book,weight hold down papers on desk.,16.819775,17.488455,0.4459965229034424,0.5235655903816223
181,GPT3202208,cmpl-5kwRYtGnyOjXpe3mpfVYEk0x7djMX,0.7,202208033,2022080217,3,book,serve inspiration for creative writing,17.70177,16.20085,0.7048547267913818,0.49673789739608765
182,GPT3202208,cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g,0.7,202208034,2022080219,4,book,shield in pillow fight,12.890233,14.177986,0.5965215861797333,0.7919960469007492
183,GPT3202208,cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g,0.7,202208034,2022080220,4,book,teach dog how fetch,13.79167,13.464,0.7098692357540131,0.6718421876430511
184,GPT3202208,cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g,0.7,202208034,2022080221,4,book,large book c step stool reach something high up,22.462872,22.294127,0.5291857421398163,0.4941061735153198
185,GPT3202208,cmpl-5kwRcmsvCgli7IhRkGBwatPksfX2g,0.7,202208034,2022080222,4,book,door stop,10.00553,10.671095,0.6174431443214417,0.7348901629447937
186,GPT3202208,cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU,0.7,202208035,2022080224,5,book,door stop,10.00553,10.671095,0.6174431443214417,0.7348901629447937
187,GPT3202208,cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU,0.7,202208035,2022080225,5,book,paper boats,10.790123,10.171113,0.6853645443916321,0.6103648543357849
188,GPT3202208,cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU,0.7,202208035,2022080226,5,book,weight hold down papers,12.453319,12.147605,0.5999797582626343,0.5626386106014252
189,GPT3202208,cmpl-5kwReDC1E3qZhHVUJjyKqKiCSdIDU,0.7,202208035,2022080227,5,book,level table or surface,13.325022,14.566124,0.5753215253353119,0.7582284063100815
190,GPT3202208,cmpl-5kwRhzD1K2mmsa1PaYuvIQO5Q1V2M,0.7,202208036,2022080229,1,fork,comb for your hair,12.50004,12.953321,0.7295516133308411,0.8001356720924377
191,GPT3202208,cmpl-5kwRhzD1K2mmsa1PaYuvIQO5Q1V2M,0.7,202208036,2022080230,1,fork,Stick it in electrical outlet see if sparks come out (not recommended),24.312653,24.513403,0.6800567507743835,0.7076380848884583
192,GPT3202208,cmpl-5kwRhzD1K2mmsa1PaYuvIQO5Q1V2M,0.7,202208036,2022080231,1,fork,Pretend it's microphone d give concert,15.048737,15.774554,0.6974080204963684,0.8037721812725067
193,GPT3202208,cmpl-5kwRhzD1K2mmsa1PaYuvIQO5Q1V2M,0.7,202208036,2022080232,1,fork,Try balce it on your nose,10.486758,9.992845,0.7139206528663635,0.6442688703536987
194,GPT3202208,cmpl-5kwRhzD1K2mmsa1PaYuvIQO5Q1V2M,0.7,202208036,2022080233,1,fork,See how far you c throw it,11.677363,11.536684,0.702767014503479,0.6849929988384247
195,GPT3202208,cmpl-5kwRhzD1K2mmsa1PaYuvIQO5Q1V2M,0.7,202208036,2022080234,1,fork,necklace or bracelet,14.652073,14.604058,0.7971612513065338,0.7925718873739243
196,GPT3202208,cmpl-5kwRkgeqtlBYF5i81Zs7VR6AsKW41,0.7,202208037,2022080236,2,fork,Poke holes in the ground plt seeds,20.02723,18.257515,0.856719046831131,0.6077034771442413
197,GPT3202208,cmpl-5kwRkgeqtlBYF5i81Zs7VR6AsKW41,0.7,202208037,2022080237,2,fork,hair comb,12.50004,12.953321,0.7295516133308411,0.8001356720924377
198,GPT3202208,cmpl-5kwRkgeqtlBYF5i81Zs7VR6AsKW41,0.7,202208037,2022080238,2,fork,Stir pot of soup,17.23622,15.878853,0.7917855679988861,0.6028467416763306
199,GPT3202208,cmpl-5kwRkgeqtlBYF5i81Zs7VR6AsKW41,0.7,202208037,2022080239,2,fork,Eat cereal,12.982453,12.468304,0.816252201795578,0.7419559955596924
200,GPT3202208,cmpl-5kwRkgeqtlBYF5i81Zs7VR6AsKW41,0.7,202208037,2022080240,2,fork,Spear olives out of jar,16.307386,14.511474,0.8535895049571991,0.5995964705944061
201,GPT3202208,cmpl-5kwRn4RYtez3DpB8XvHkdg1zk4k1Z,0.7,202208038,2022080242,3,fork,the tines of fork designs in the frosting of cake,22.52311,19.110392,0.7593790143728256,0.3096786141395569
202,GPT3202208,cmpl-5kwRn4RYtez3DpB8XvHkdg1zk4k1Z,0.7,202208038,2022080243,3,fork,Hg forks on string mobile or wind chime,21.141312,18.746094,0.74532750248909,0.4244685173034668
203,GPT3202208,cmpl-5kwRn4RYtez3DpB8XvHkdg1zk4k1Z,0.7,202208038,2022080244,3,fork,different colored forks create fun patterns in food,27.07724,26.275768,0.6895889639854431,0.578449934720993
204,GPT3202208,cmpl-5kwRn4RYtez3DpB8XvHkdg1zk4k1Z,0.7,202208038,2022080245,3,fork,Bend the tines of fork create unique jewelry.,25.071272,22.419443,0.6849345564842224,0.33388495445251465
205,GPT3202208,cmpl-5kwRn4RYtez3DpB8XvHkdg1zk4k1Z,0.7,202208038,2022080246,3,fork,Write messages with fork on someone's back,14.171615,10.774902,0.8552689850330353,0.3954527974128723
206,GPT3202208,cmpl-5kwRqjtjihiMTWxF9IlPtR2yBFo2D,0.7,202208039,2022080248,4,fork,Stir pot of soup,17.23622,15.878853,0.7917855679988861,0.6028467416763306
207,GPT3202208,cmpl-5kwRqjtjihiMTWxF9IlPtR2yBFo2D,0.7,202208039,2022080249,4,fork,Pick up small items like grapes or cherry tomatoes,28.180555,27.734774,0.7046569287776947,0.6419022977352142
208,GPT3202208,cmpl-5kwRqjtjihiMTWxF9IlPtR2yBFo2D,0.7,202208039,2022080250,4,fork,Spear piece of meat eat it,18.25816,17.09554,0.7202746272087097,0.5617934465408325
209,GPT3202208,cmpl-5kwRqjtjihiMTWxF9IlPtR2yBFo2D,0.7,202208039,2022080251,4,fork,back scratcher,8.425152,9.073563,0.7776128947734833,0.9108240827918053
210,GPT3202208,cmpl-5kwRqjtjihiMTWxF9IlPtR2yBFo2D,0.7,202208039,2022080252,4,fork,Hold down piece of paper while drawing on it,15.631649,16.821161,0.5600293874740601,0.722582995891571
211,GPT3202208,cmpl-5kwRqjtjihiMTWxF9IlPtR2yBFo2D,0.7,202208039,2022080253,4,fork,marks in the dirt or sd,13.155149,12.190756,0.8041583299636841,0.665490448474884
212,GPT3202208,cmpl-5kwRsDGS0XOKQEqDUejSfB5iiaLU0,0.7,202208040,2022080255,5,fork,hairpin,9.503166,8.5654955,0.9231463074684143,0.7565769106149673
213,GPT3202208,cmpl-5kwRsDGS0XOKQEqDUejSfB5iiaLU0,0.7,202208040,2022080256,5,fork,Stick it in plt pot mini sundial,17.455402,16.3685,0.7565275728702545,0.6062926054000854
214,GPT3202208,cmpl-5kwRsDGS0XOKQEqDUejSfB5iiaLU0,0.7,202208040,2022080257,5,fork,Balce it on your nose,8.370123,8.070176,0.7344046831130981,0.6890235245227814
215,GPT3202208,cmpl-5kwRsDGS0XOKQEqDUejSfB5iiaLU0,0.7,202208040,2022080258,5,fork,Pretend be beetle d your horn,14.491814,14.497165,0.6981027722358704,0.7003178596496582
216,GPT3202208,cmpl-5kwRuhHWKBZeinlFJfqOZe14Q7vZU,0.7,202208041,2022080260,1,tin can,vase,8.292153,7.6405344,0.7051166892051697,0.6108116507530212
217,GPT3202208,cmpl-5kwRuhHWKBZeinlFJfqOZe14Q7vZU,0.7,202208041,2022080261,1,tin can,pencil holder,10.500563,10.378667,0.6244674921035767,0.6125678718090057
218,GPT3202208,cmpl-5kwRuhHWKBZeinlFJfqOZe14Q7vZU,0.7,202208041,2022080262,1,tin can,coin bk,10.469576,9.307466,0.8267791122198105,0.6530843079090118
219,GPT3202208,cmpl-5kwRuhHWKBZeinlFJfqOZe14Q7vZU,0.7,202208041,2022080263,1,tin can,part of wind chime mobile,13.858715,13.600159,0.743594765663147,0.7107874751091003
220,GPT3202208,cmpl-5kwRuhHWKBZeinlFJfqOZe14Q7vZU,0.7,202208041,2022080264,1,tin can,painted d decorative storage for small objects like jewelry or buttons,33.829678,33.183926,0.6133647859096527,0.5194425284862518
221,GPT3202208,cmpl-5kwRxlw5LN3Zk9zSyBO1yFcSBNe2q,0.7,202208042,2022080266,2,tin can,telephone,8.725508,9.307949,0.747745156288147,0.868177518248558
222,GPT3202208,cmpl-5kwRxlw5LN3Zk9zSyBO1yFcSBNe2q,0.7,202208042,2022080267,2,tin can,ltern,6.875682,6.728325,1.0,1.0
223,GPT3202208,cmpl-5kwRxlw5LN3Zk9zSyBO1yFcSBNe2q,0.7,202208042,2022080268,2,tin can,plt pot,11.739294,9.740617,0.940657302737236,0.6331315338611603
224,GPT3202208,cmpl-5kwRxlw5LN3Zk9zSyBO1yFcSBNe2q,0.7,202208042,2022080269,2,tin can,wind chime,11.47459,10.984515,0.7781482487916946,0.7115636467933655
225,GPT3202208,cmpl-5kwRxlw5LN3Zk9zSyBO1yFcSBNe2q,0.7,202208042,2022080270,2,tin can,pen holder,10.687784,10.73022,0.6269902288913727,0.6382571458816528
226,GPT3202208,cmpl-5kwRzh6Ug9JYcQ3gDBwR1IgiJj9ee,0.7,202208043,2022080272,3,tin can,plter for small succulents or cacti,16.7724,16.02183,0.9096836671233177,0.8022448271512985
227,GPT3202208,cmpl-5kwRzh6Ug9JYcQ3gDBwR1IgiJj9ee,0.7,202208043,2022080273,3,tin can,cdle holder,7.6485944,7.8092465,0.6341176629066467,0.6758415997028351
228,GPT3202208,cmpl-5kwRzh6Ug9JYcQ3gDBwR1IgiJj9ee,0.7,202208043,2022080274,3,tin can,ltern,6.875682,6.728325,1.0,1.0
229,GPT3202208,cmpl-5kwRzh6Ug9JYcQ3gDBwR1IgiJj9ee,0.7,202208043,2022080275,3,tin can,could store small items like paper clips or push pins.,30.270987,30.11556,0.6072910130023956,0.5817107260227203
230,GPT3202208,cmpl-5kwRzh6Ug9JYcQ3gDBwR1IgiJj9ee,0.7,202208043,2022080276,3,tin can,Tin cs of different sizes stacked on top of each other tiered plt std.,27.189783,24.961231,0.7671778351068497,0.45846354961395264
231,GPT3202208,cmpl-5kwRzh6Ug9JYcQ3gDBwR1IgiJj9ee,0.7,202208043,2022080277,3,tin can,large tin c trashc.,15.150512,12.144552,0.7015896439552307,0.3163617253303528
232,GPT3202208,cmpl-5kwRzh6Ug9JYcQ3gDBwR1IgiJj9ee,0.7,202208043,2022080278,3,tin can,part of sculpture or art installation,15.434644,15.968348,0.7023391425609589,0.7828859984874725
233,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080280,4,tin can,cdle holder,7.6485944,7.8092465,0.6341176629066467,0.6758415997028351
234,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080281,4,tin can,plter,6.875682,6.728325,1.0,1.0
235,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080282,4,tin can,vase,8.292153,7.6405344,0.7051166892051697,0.6108116507530212
236,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080283,4,tin can,bird feeder,12.042698,11.35599,0.7897758483886719,0.6937975287437439
237,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080284,4,tin can,ice cream cone holder,18.615202,17.92091,0.636749267578125,0.5418836176395416
238,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080285,4,tin can,pen/pencil holder,16.521826,16.618011,0.646066278219223,0.66017284989357
239,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080286,4,tin can,napkin holder,10.618733,10.666775,0.5880440473556519,0.5987448394298553
240,GPT3202208,cmpl-5kwS2XQuhyHezPuEefcF1EKEODzgr,0.7,202208044,2022080287,4,tin can,utensil holder (forks knives spoons),26.257591,25.573166,0.6661811470985413,0.5692093968391418
241,GPT3202208,cmpl-5kwS6CwgxBjL4uln7czQnAKzcGl72,0.7,202208045,2022080289,5,tin can,solar oven,13.033353,11.646485,0.7999157160520554,0.6044722497463226
242,GPT3202208,cmpl-5kwS6CwgxBjL4uln7czQnAKzcGl72,0.7,202208045,2022080290,5,tin can,water filter,12.840605,12.308194,0.8346849977970123,0.7607993930578232
243,GPT3202208,cmpl-5kwS6CwgxBjL4uln7czQnAKzcGl72,0.7,202208045,2022080291,5,tin can,emergency cdle,8.743203,9.366297,0.777137964963913,0.9104417338967323
244,GPT3202208,cmpl-5kwS6CwgxBjL4uln7czQnAKzcGl72,0.7,202208045,2022080292,5,tin can,bird feeder,12.042698,11.35599,0.7897758483886719,0.6937975287437439
245,GPT3202208,cmpl-5kwS6CwgxBjL4uln7czQnAKzcGl72,0.7,202208045,2022080293,5,tin can,mini greenhouse,10.98695,10.180423,0.754943236708641,0.6421048939228058
246,GPT3202208,cmpl-5kwS7cNPburZs5At8LxChgsRDl4iN,0.75,202208046,2022080295,1,book,door stop,10.00553,10.671095,0.6174431443214417,0.7348901629447937
247,GPT3202208,cmpl-5kwS7cNPburZs5At8LxChgsRDl4iN,0.75,202208046,2022080296,1,book,paper airples,8.08654,6.8166714,0.6936120688915253,0.520037055015564
248,GPT3202208,cmpl-5kwS7cNPburZs5At8LxChgsRDl4iN,0.75,202208046,2022080297,1,book,help starting fire in fireplace,16.066038,16.576763,0.626081645488739,0.7008614838123322
249,GPT3202208,cmpl-5kwS7cNPburZs5At8LxChgsRDl4iN,0.75,202208046,2022080298,1,book,If is big d heavy enough it c weight for working out,21.851416,21.96449,0.6743647158145905,0.6887681782245636
250,GPT3202208,cmpl-5kwSAK0uoeQZPhhofk27fDKJkdPep,0.75,202208047,2022080300,2,book,doorstop,8.658492,8.365611,0.8548300415277481,0.8470857441425323
251,GPT3202208,cmpl-5kwSAK0uoeQZPhhofk27fDKJkdPep,0.75,202208047,2022080301,2,book,prop up broken table leg,14.980164,17.153057,0.4675676226615906,0.7664954960346222
252,GPT3202208,cmpl-5kwSAK0uoeQZPhhofk27fDKJkdPep,0.75,202208047,2022080302,2,book,given someone gift,10.177705,9.037138,0.7136701941490173,0.5635876357555389
253,GPT3202208,cmpl-5kwSCu9hDbuu1nMBF68nTHcuXKl8K,0.75,202208048,2022080304,3,book,weight keep stack of papers from flying away in the wind,22.048567,21.837133,0.6215040683746338,0.5858005285263062
254,GPT3202208,cmpl-5kwSCu9hDbuu1nMBF68nTHcuXKl8K,0.75,202208048,2022080305,3,book,small stool or chair more comfortable,14.473271,18.544762,0.2206665277481079,0.7350735068321228
255,GPT3202208,cmpl-5kwSCu9hDbuu1nMBF68nTHcuXKl8K,0.75,202208048,2022080306,3,book,wall decor by creating large mural out of my different books,26.58999,26.006378,0.6051622927188873,0.5131080746650696
256,GPT3202208,cmpl-5kwSEOTyMrRzT3PI85v63cl0IYJoC,0.75,202208049,2022080308,4,book,balce when something else is being propped up d needs extrsupport,10.162676,11.357036,0.5753224194049835,0.7666461914777756
257,GPT3202208,cmpl-5kwSEOTyMrRzT3PI85v63cl0IYJoC,0.75,202208049,2022080309,4,book,help keep tablecloth or other fabric in place,15.316807,16.156052,0.5538530945777893,0.6695506274700165
258,GPT3202208,cmpl-5kwSEOTyMrRzT3PI85v63cl0IYJoC,0.75,202208049,2022080310,4,book,act coaster for drink,12.600125,13.266051,0.6381109356880188,0.7455785572528839
259,GPT3202208,cmpl-5kwSHJWpy7VY1Gc4l3NjfgON6iY2K,0.75,202208050,2022080312,5,book,doorstop,8.658492,8.365611,0.8548300415277481,0.8470857441425323
260,GPT3202208,cmpl-5kwSHJWpy7VY1Gc4l3NjfgON6iY2K,0.75,202208050,2022080313,5,book,level table or shelf,12.233657,13.603156,0.484322190284729,0.6724047362804413
261,GPT3202208,cmpl-5kwSHJWpy7VY1Gc4l3NjfgON6iY2K,0.75,202208050,2022080314,5,book,paperweight,8.695191,8.987339,0.8309639245271683,0.9399681501090527
262,GPT3202208,cmpl-5kwSHJWpy7VY1Gc4l3NjfgON6iY2K,0.75,202208050,2022080315,5,book,collage or sculpture,11.691835,11.500629,0.7363956570625305,0.7251889705657959
263,GPT3202208,cmpl-5kwSHJWpy7VY1Gc4l3NjfgON6iY2K,0.75,202208050,2022080316,5,book,cut up d made innote cards or gift tags.,21.259768,20.410273,0.7172259390354156,0.5954031050205231
264,GPT3202208,cmpl-5kwSHJWpy7VY1Gc4l3NjfgON6iY2K,0.75,202208050,2022080317,5,book,book’s spine c bookmark.,17.620974,15.212873,0.6713220477104187,0.3467200994491577
265,GPT3202208,cmpl-5kwSK0909tEf9w9Hj1XyunBTKj8AM,0.75,202208051,2022080320,1,fork,back scratcher,8.425152,9.073563,0.7776128947734833,0.9108240827918053
266,GPT3202208,cmpl-5kwSK0909tEf9w9Hj1XyunBTKj8AM,0.75,202208051,2022080321,1,fork,pick up small objects,12.906315,12.965882,0.68409863114357,0.6944704055786133
267,GPT3202208,cmpl-5kwSK0909tEf9w9Hj1XyunBTKj8AM,0.75,202208051,2022080322,1,fork,Stick in potted plt hold up small sign,19.220201,18.653421,0.6991834938526154,0.6212951242923737
268,GPT3202208,cmpl-5kwSK0909tEf9w9Hj1XyunBTKj8AM,0.75,202208051,2022080323,1,fork,Holds cdles for DIY cdelabra,8.664937,9.740352,0.5997249782085419,0.7703689932823181
269,GPT3202208,cmpl-5kwSK0909tEf9w9Hj1XyunBTKj8AM,0.75,202208051,2022080324,1,fork,balce on end teeter totter,14.447563,13.861378,0.784997433423996,0.7021341323852539
270,GPT3202208,cmpl-5kwSK0909tEf9w9Hj1XyunBTKj8AM,0.75,202208051,2022080325,1,fork,place at the edge of tablecloth sure it doesn't blow away in the wind,24.348305,24.65237,0.5938218235969543,0.6340029239654541
271,GPT3202208,cmpl-5kwSNq273G0A9CT3L9R1eFauzfKzh,0.75,202208052,2022080327,2,fork,dig in the sd,10.899308,9.833207,0.8760803192853928,0.7083196043968201
272,GPT3202208,cmpl-5kwSNq273G0A9CT3L9R1eFauzfKzh,0.75,202208052,2022080328,2,fork,hairpin,9.503166,8.5654955,0.9231463074684143,0.7565769106149673
273,GPT3202208,cmpl-5kwSNq273G0A9CT3L9R1eFauzfKzh,0.75,202208052,2022080329,2,fork,pick up small objects,12.906315,12.965882,0.68409863114357,0.6944704055786133
274,GPT3202208,cmpl-5kwSNq273G0A9CT3L9R1eFauzfKzh,0.75,202208052,2022080330,2,fork,nail file,11.537134,11.502935,0.7809004485607147,0.7794504761695862
275,GPT3202208,cmpl-5kwSPHTsyHyRxD0Ya6yQTolIX03CJ,0.75,202208053,2022080332,3,fork,sift flour when baking,19.238565,17.386383,0.9161669090390205,0.6504669189453125
276,GPT3202208,cmpl-5kwSPHTsyHyRxD0Ya6yQTolIX03CJ,0.75,202208053,2022080333,3,fork,Stick fork in the ground mini garden marker,22.550068,20.58042,0.6341053247451782,0.37499070167541504
277,GPT3202208,cmpl-5kwSPHTsyHyRxD0Ya6yQTolIX03CJ,0.75,202208053,2022080334,3,fork,different sized forks create unique jewelry designs,27.835606,27.026354,0.692534476518631,0.5801212191581726
278,GPT3202208,cmpl-5kwSPHTsyHyRxD0Ya6yQTolIX03CJ,0.75,202208053,2022080335,3,fork,wind chime out of forks d other metal utensils,21.59209,19.921513,0.6435002982616425,0.42222410440444946
279,GPT3202208,cmpl-5kwSPHTsyHyRxD0Ya6yQTolIX03CJ,0.75,202208053,2022080336,3,fork,Forge small fork inkeychain or charm.,17.789192,15.179434,0.6970483064651489,0.35848474502563477
