"id","response_id","eucldist_object_response","eucldist_chair_response","cosdist_object_response","cosdist_chair_response","object","response","originality_rater01","utility_rater01","surprise_rater01","originality_rater02","utility_rater02","surprise_rater02","rater"
396,2022040396,3.6830778,6.4111137,0.363485157,0.609745085,"tin can","Make a lantern out of it",NA,NA,NA,NA,NA,NA,NA
397,2022040397,3.5806825,6.479429,0.349001169,0.636755258,"tin can","Use it as part of a homemade wind chime or mobile",NA,NA,NA,NA,NA,NA,NA
398,2022040398,3.3914995,6.2990856,0.303468347,0.581151247,"tin can","Decorate it and use it as a gift box or jewelry holder",NA,NA,NA,NA,NA,NA,NA
399,2022040399,5.105053,7.6371927,0.479566872,0.735316038,"tin can","Fill",NA,NA,NA,NA,NA,NA,NA
400,2022040400,5.001276,7.058078,0.554228723,0.688332796,"tin can","vase for flowers",NA,NA,NA,NA,NA,NA,NA
401,2022040401,4.554414,6.6755633,0.507424057,0.639088273,"tin can","hold pens and pencils",NA,NA,NA,NA,NA,NA,NA
402,2022040402,5.5579467,7.9714723,0.570426911,0.80212988,"tin can","coin bank",NA,NA,NA,NA,NA,NA,NA
403,2022040403,4.027435,6.731542,0.414799929,0.668372154,"tin can","make a wind chime",NA,NA,NA,NA,NA,NA,NA
404,2022040404,3.8689804,6.2998595,0.37016207,0.560462922,"tin can","make a candle holder",NA,NA,NA,NA,NA,NA,NA
405,2022040405,2.9738026,6.994983,0.226986051,0.778861746,"tin can","tin cancan be",NA,NA,NA,NA,NA,NA,NA
406,2022040406,7.6565614,8.725508,0.742841095,0.747745156,"tin can","telephone",NA,NA,NA,NA,NA,NA,NA
407,2022040407,5.4126863,7.055132,0.519070983,0.611264437,"tin can","candle holder",NA,NA,NA,NA,NA,NA,NA
408,2022040408,5.5684986,8.060158,0.545723438,0.79839085,"tin can","plant pot",NA,NA,NA,NA,NA,NA,NA
409,2022040409,5.432624,6.99382,0.564656079,0.624467462,"tin can","pencil holder",NA,NA,NA,NA,NA,NA,NA
410,2022040410,5.5579467,7.9714723,0.570426911,0.80212988,"tin can","coin bank",NA,NA,NA,NA,NA,NA,NA
411,2022040411,5.3415666,6.9569154,0.561060905,0.626603603,"tin can","picture frame",NA,NA,NA,NA,NA,NA,NA
412,2022040412,7.000648,8.292153,0.651221275,0.705116689,"tin can","vase",NA,NA,NA,NA,NA,NA,NA
413,2022040413,5.143932,7.150906,0.548294663,0.682934284,"tin can","Travel mug",NA,NA,NA,NA,NA,NA,NA
414,2022040414,5.3276367,7.249154,0.514134586,0.654084265,"tin can","dog bowl",NA,NA,NA,NA,NA,NA,NA
415,2022040415,3.5962844,6.1976132,0.353894413,0.56292519,"tin can","Make a candle holder by punching holes in the top and bottom of the can",NA,NA,NA,NA,NA,NA,NA
416,2022040416,3.5868478,6.237912,0.343182325,0.566567123,"tin can","Turn it into a vase or planter",NA,NA,NA,NA,NA,NA,NA
417,2022040417,3.7304647,5.9645267,0.372870743,0.500844121,"tin can","Use it as a pencil holder on your desk",NA,NA,NA,NA,NA,NA,NA
418,2022040418,3.571774,6.4822497,0.339621902,0.627088249,"tin can","Fill it with candy or other small treats and give it as a gift",NA,NA,NA,NA,NA,NA,NA
419,2022040419,3.6368713,6.1717954,0.360069335,0.554364681,"tin can","Decorate it and use it as part of a centerpiece or table",NA,NA,NA,NA,NA,NA,NA
420,2022040420,7.6565614,8.725508,0.742841095,0.747745156,"tin can","telephone",NA,NA,NA,NA,NA,NA,NA
421,2022040421,6.507315,8.128116,0.625743479,0.727277279,"tin can","lantern",NA,NA,NA,NA,NA,NA,NA
422,2022040422,7.1461596,8.53927,0.637536496,0.718653828,"tin can","stove",NA,NA,NA,NA,NA,NA,NA
423,2022040423,5.557062,7.7528734,0.597642928,0.778148249,"tin can","wind chime",NA,NA,NA,NA,NA,NA,NA
424,2022040424,7.610337,9.065444,0.836149186,0.87699692,"tin can","piñata",NA,NA,NA,NA,NA,NA,NA
425,2022040425,7.0509057,8.168779,0.679844856,0.695212483,"tin can","planter",NA,NA,NA,NA,NA,NA,NA
426,2022040426,5.884381,7.9653525,0.626296341,0.789775848,"tin can","bird feeder",NA,NA,NA,NA,NA,NA,NA
427,2022040427,5.4126863,7.055132,0.519070983,0.611264437,"tin can","candle holder",NA,NA,NA,NA,NA,NA,NA
428,2022040428,7.312662,8.599352,0.744598597,0.775085136,"tin can","robot",NA,NA,NA,NA,NA,NA,NA
429,2022040429,2.8199968,6.372888,0.200160086,0.606045693,"tin can","Make a wind chime out of tin cans and metal spoons",NA,NA,NA,NA,NA,NA,NA
430,2022040430,3.2819028,6.348125,0.286398411,0.606020004,"tin can","Cut the top off a tin can and use it as a planter for small succulents or cacti",NA,NA,NA,NA,NA,NA,NA
431,2022040431,3.7190652,6.221162,0.386502624,0.571765482,"tin can","cute piggy bank by painting it pink and adding eyes nostrils and a coin slot in the top",NA,NA,NA,NA,NA,NA,NA
432,2022040432,3.4979334,6.817281,0.309807062,0.687933415,"tin can","Plant a herb garden in tin cans",NA,NA,NA,NA,NA,NA,NA
433,2022040433,2.913073,6.4656014,0.2158463,0.63236329,"tin can","Make a wind chime out of tin cans and beads",NA,NA,NA,NA,NA,NA,NA
434,2022040434,3.0785844,6.203275,0.245909214,0.559561014,"tin can","Use tin cans as candle holders for an outdoor party",NA,NA,NA,NA,NA,NA,NA
435,2022040435,3.1841211,6.3970137,0.265333056,0.608478487,"tin can","Create a mini Zen garden in a tin can",NA,NA,NA,NA,NA,NA,NA
436,2022040436,3.0428464,6.418219,0.239673436,0.616065681,"tin can","Make a robot out of recycled materials including tin cans",NA,NA,NA,NA,NA,NA,NA
437,2022040437,5.610904,7.21966,0.621136129,0.677978665,"tin can","night light",NA,NA,NA,NA,NA,NA,NA
438,2022040438,3.7549694,6.406607,0.377679825,0.607530147,"tin can","be used as a vase for flowers",NA,NA,NA,NA,NA,NA,NA
439,2022040439,3.688234,6.4351625,0.363492727,0.614740461,"tin can","be used to hold pens and pencils",NA,NA,NA,NA,NA,NA,NA
440,2022040440,3.7563787,6.6887994,0.371200562,0.671335459,"tin can","be used as a container for plants",NA,NA,NA,NA,NA,NA,NA
441,2022040441,3.651308,6.5274186,0.355386019,0.63770017,"tin can","be used to store spices in the kitchen",NA,NA,NA,NA,NA,NA,NA
442,2022040442,3.6860535,6.0053153,0.375341475,0.513000786,"tin can","be used to organize makeup brushes on a vanity table.",NA,NA,NA,NA,NA,NA,NA
443,2022040443,3.6285026,6.3994503,0.351477623,0.606309414,"tin can","could be used as a vase for flowers",NA,NA,NA,NA,NA,NA,NA
444,2022040444,4.2336283,5.79489,0.465376377,0.46010673,"tin can","a pencil holder on a desk",NA,NA,NA,NA,NA,NA,NA
445,2022040445,3.595022,6.052198,0.348970473,0.523420483,"tin can","could be used to hold makeup brushes on a dressing table",NA,NA,NA,NA,NA,NA,NA
446,2022040446,3.9876082,6.3553243,0.440024197,0.601190835,"tin can","hold pens and markers in an art studio",NA,NA,NA,NA,NA,NA,NA
447,2022040447,3.2910442,6.6251144,0.280973852,0.656152129,"tin can","could be used as a cookie jar",NA,NA,NA,NA,NA,NA,NA
448,2022040448,3.553646,6.555441,0.336035669,0.645965248,"tin can","could be used as a planter for small plants or herbs",NA,NA,NA,NA,NA,NA,NA
449,2022040449,3.458258,6.2485094,0.322260857,0.574868917,"tin can","It could also be used as a candle holder; simply place a votive candle inside and enjoy the flickering light",NA,NA,NA,NA,NA,NA,NA
450,2022040450,3.1579468,6.504857,0.261300147,0.646269649,"tin can","For those who love baking a tin can be turned into a mini-loaf pan perfect for individual servings",NA,NA,NA,NA,NA,NA,NA
451,2022040451,3.6653864,6.801961,0.364376426,0.719541132,"tin can","Have trouble opening jars?",NA,NA,NA,NA,NA,NA,NA
452,2022040452,3.6418602,6.284029,0.35410887,0.577479869,"tin can","be used as a makeshift candle",NA,NA,NA,NA,NA,NA,NA
453,2022040453,3.3760839,6.510229,0.299965024,0.633165717,"tin can","be used to store small items like paper clips or jewelry",NA,NA,NA,NA,NA,NA,NA
454,2022040454,3.7549694,6.406607,0.377679825,0.607530147,"tin can","be used as a vase for flowers",NA,NA,NA,NA,NA,NA,NA
455,2022040455,3.745608,6.2910504,0.368763685,0.574015886,"tin can","be used as a pen holder",NA,NA,NA,NA,NA,NA,NA
456,2022040456,3.7568061,6.6356535,0.370910764,0.657582402,"tin can","be used as a coin bank",NA,NA,NA,NA,NA,NA,NA
457,2022040457,3.9273815,6.4706,0.409726679,0.619009852,"tin can","be turned into a wind chime",NA,NA,NA,NA,NA,NA,NA
458,2022040458,4.1350036,6.8431993,0.453958988,0.710870683,"tin can","small planter for herbs or succulents",NA,NA,NA,NA,NA,NA,NA
459,2022040459,2.977103,6.2451954,0.22763598,0.567895025,"tin can","Use a tin can to create a DIY candle holder or tea light holder",NA,NA,NA,NA,NA,NA,NA
460,2022040460,3.2054932,6.3167505,0.269537687,0.59925881,"tin can","Make a mini piñata out of a tin can – perfect for parties or decoration!",NA,NA,NA,NA,NA,NA,NA
461,2022040461,3.0778828,6.3362846,0.246138632,0.5963085,"tin can","Decorate a tin can and use it as cute storage for pens pencils",NA,NA,NA,NA,NA,NA,NA
462,2022040462,3.313126,6.3397365,0.292829812,0.605597675,"tin can","Create a fun wind chime by painting and decorating tin cans of different sizes then punching holes in the top and bottom of each can. Suspend them from string or wire at different lengths to create unique tones",NA,NA,NA,NA,NA,NA,NA
463,2022040463,3.2643561,6.3080444,0.282771051,0.593928248,"tin can","Make a mini piñata by filling a small tin can with candy then covering the opening with paper and securing it with tape or glue",NA,NA,NA,NA,NA,NA,NA
464,2022040464,3.191728,6.4825225,0.26758641,0.634244978,"tin can","Make a wind chime out of a tin can and some string",NA,NA,NA,NA,NA,NA,NA
465,2022040465,3.9334679,6.5027943,0.428010762,0.640944809,"tin can","plant holder by painting it and adding drainage holes",NA,NA,NA,NA,NA,NA,NA
466,2022040466,3.1306167,6.0364676,0.255221188,0.518566728,"tin can","Use a tin can as a pencil holder on your desk",NA,NA,NA,NA,NA,NA,NA
467,2022040467,3.096812,6.3259645,0.249569595,0.596002966,"tin can","Make a mini trash can out of a tin can by decorating it and adding a lid",NA,NA,NA,NA,NA,NA,NA
468,2022040468,4.8832974,7.041076,0.57183677,0.714833856,"tin can","Create art by",NA,NA,NA,NA,NA,NA,NA
469,2022040469,3.6285026,6.3994503,0.351477623,0.606309414,"tin can","could be used as a vase for flowers",NA,NA,NA,NA,NA,NA,NA
470,2022040470,4.124054,6.7148724,0.465119481,0.690185159,"tin can","a container for paintbrushes",NA,NA,NA,NA,NA,NA,NA
471,2022040471,3.5434914,6.1010723,0.336810648,0.534827441,"tin can","could be used to hold pencils or pens on a desk",NA,NA,NA,NA,NA,NA,NA
472,2022040472,3.9058146,6.717535,0.399749041,0.675354451,"tin can","a planter for small plants or herbs",NA,NA,NA,NA,NA,NA,NA
473,2022040473,3.4392624,6.8294706,0.306191742,0.703256965,"tin can","could be used to store coins",NA,NA,NA,NA,NA,NA,NA
474,2022040474,3.5396082,6.361448,0.329918861,0.593381912,"tin can","could be used as a vase",NA,NA,NA,NA,NA,NA,NA
475,2022040475,3.5674596,6.410487,0.343244791,0.614339769,"tin can","could be used as a container for pens and pencils",NA,NA,NA,NA,NA,NA,NA
476,2022040476,3.6473224,6.6150513,0.348695636,0.65262264,"tin can","could be used as a coin bank",NA,NA,NA,NA,NA,NA,NA
477,2022040477,3.5836751,6.5623636,0.33230859,0.635072023,"tin can","could be used to hold keys",NA,NA,NA,NA,NA,NA,NA
478,2022040478,3.6427705,6.44413,0.3569929,0.620325059,"tin can","could be used as a paperweight",NA,NA,NA,NA,NA,NA,NA
479,2022040479,0,7.2677965,1.19e-07,0.745433539,"tin can","tin can",NA,NA,NA,NA,NA,NA,NA
480,2022040480,3.191728,6.4825225,0.26758641,0.634244978,"tin can","Make a wind chime out of a tin can and some string",NA,NA,NA,NA,NA,NA,NA
481,2022040481,2.9304488,6.6272807,0.218807638,0.656885415,"tin can","Use a tin can as a plant pot",NA,NA,NA,NA,NA,NA,NA
482,2022040482,5.432624,6.99382,0.564656079,0.624467462,"tin can","pencil holder",NA,NA,NA,NA,NA,NA,NA
483,2022040483,2.9982502,6.2178726,0.231638372,0.563667297,"tin can","Upcycle a tin can into a vase or candle holder",NA,NA,NA,NA,NA,NA,NA
484,2022040484,2.9432151,6.502135,0.221973181,0.633464307,"tin can","Make your own mini trash can out of an old tin can",NA,NA,NA,NA,NA,NA,NA
485,2022040485,4.727144,7.130626,0.520441711,0.723588586,"tin can","Create illuminated lantern",NA,NA,NA,NA,NA,NA,NA
486,2022040486,4.2372403,7.276628,0.431707442,0.771753281,"tin can","can opener",NA,NA,NA,NA,NA,NA,NA
487,2022040487,8.048132,9.603654,0.793215021,0.879511788,"tin can","colander",NA,NA,NA,NA,NA,NA,NA
488,2022040488,5.4126863,7.055132,0.519070983,0.611264437,"tin can","candle holder",NA,NA,NA,NA,NA,NA,NA
489,2022040489,7.000648,8.292153,0.651221275,0.705116689,"tin can","vase",NA,NA,NA,NA,NA,NA,NA
490,2022040490,5.4942255,7.051837,0.563439518,0.626990259,"tin can","pen holder",NA,NA,NA,NA,NA,NA,NA
491,2022040491,4.7858295,6.6578674,0.542486399,0.625142038,"tin can","An ashtray",NA,NA,NA,NA,NA,NA,NA
492,2022040492,5.884381,7.9653525,0.626296341,0.789775848,"tin can","bird feeder",NA,NA,NA,NA,NA,NA,NA
493,2022040493,5.557062,7.7528734,0.597642928,0.778148249,"tin can","wind chime",NA,NA,NA,NA,NA,NA,NA
494,2022040494,7.0509057,8.168779,0.679844856,0.695212483,"tin can","planter",NA,NA,NA,NA,NA,NA,NA
495,2022040495,4.0487156,6.8831635,0.418413937,0.704262495,"tin can","planter for small plants or herbs",NA,NA,NA,NA,NA,NA,NA
496,2022040496,3.3247328,6.0824404,0.294101179,0.531712174,"tin can","Cut the top off of a tin can and use it as a pencil holder on your desk",NA,NA,NA,NA,NA,NA,NA
497,2022040497,3.0710702,6.468214,0.244463563,0.625986695,"tin can","Use a tin can as a vase for fresh flowers",NA,NA,NA,NA,NA,NA,NA
498,2022040498,3.0909877,6.454005,0.248529196,0.629603028,"tin can","Make a wind chime out of old tin cans and some string or wire",NA,NA,NA,NA,NA,NA,NA
499,2022040499,4.905959,7.5108137,0.503079921,0.761953622,"tin can","Turn",NA,NA,NA,NA,NA,NA,NA
500,2022040500,7.000648,8.292153,0.651221275,0.705116689,"tin can","vase",NA,NA,NA,NA,NA,NA,NA
501,2022040501,4.027435,6.731542,0.414799929,0.668372154,"tin can","make a wind chime",NA,NA,NA,NA,NA,NA,NA
502,2022040502,7.0509057,8.168779,0.679844856,0.695212483,"tin can","planter",NA,NA,NA,NA,NA,NA,NA
503,2022040503,5.884381,7.9653525,0.626296341,0.789775848,"tin can","bird feeder",NA,NA,NA,NA,NA,NA,NA
504,2022040504,4.0128827,5.988075,0.428188622,0.504632294,"tin can","hold pencils or pens on a desk",NA,NA,NA,NA,NA,NA,NA
505,2022050001,7.1566772,6.8453045,0.734890193,0.617443174,"book","door stop",NA,NA,NA,2,5,2,NA
506,2022050002,6.2200613,6.6853485,0.623315185,0.661415875,"book","start a fire in an emergency situation",NA,NA,NA,2,4,2,NA
507,2022050003,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
508,2022050004,6.163352,5.296619,0.634313077,0.34850651,"book","prop up a table or chair leg that is wobbling",NA,NA,NA,3,4,2,NA
509,2022050005,6.312704,6.454457,0.666555792,0.621102095,"book","coaster for drinks to protect",NA,NA,NA,2,5,1,NA
510,2022050006,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
511,2022050007,6.3651466,5.738524,0.675155222,0.449152231,"book","prop up a wobbly table",NA,NA,NA,3,4,2,NA
512,2022050008,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
513,2022050009,6.582583,6.773568,0.77134268,0.729051977,"book","make a papier-mâché mask",NA,NA,NA,3,3,3,NA
514,2022050010,5.948823,6.377548,0.571782649,0.599990845,"book","cut up and made into a collage",NA,NA,NA,2,5,2,NA
515,2022050011,7.1566772,6.8453045,0.734890193,0.617443174,"book","door stop",NA,NA,NA,2,5,2,NA
516,2022050012,6.319337,5.635387,0.640725076,0.42656213,"book","hold up a table leg",NA,NA,NA,3,4,2,NA
517,2022050013,6.369084,6.511275,0.66409713,0.623301953,"book","coaster for your beverage",NA,NA,NA,2,5,1,NA
518,2022050014,5.900651,6.6016016,0.553721994,0.647615135,"book","fan yourself on a hot day",NA,NA,NA,3,5,2,NA
519,2022050015,5.819416,6.4193344,0.540864199,0.611058921,"book","weight to keep paper from flying away in the wind",NA,NA,NA,2,5,1,NA
520,2022050016,8.124815,8.434269,0.900806628,0.907321371,"book","Bookend",NA,NA,NA,2,4,2,NA
521,2022050017,8.365611,8.658492,0.847085744,0.854830042,"book","Doorstop",NA,NA,NA,2,5,2,NA
522,2022050018,8.987339,8.695191,0.939968154,0.830963925,"book","Paperweight",NA,NA,NA,2,5,1,NA
523,2022050019,8.737158,8.196847,0.86568521,0.720783293,"book","Decoration",NA,NA,NA,2,4,2,NA
524,2022050020,6.6773086,6.224464,0.704076648,0.53971988,"book","Cat bed/house",NA,NA,NA,4,3,4,NA
525,2022050021,6.892982,6.857608,0.751762033,0.674434274,"book","Dog house/kennel",NA,NA,NA,5,3,4,NA
526,2022050022,6.8809724,7.031728,0.675856233,0.652427971,"book","Bird house",NA,NA,NA,5,3,4,NA
527,2022050023,9.406594,8.168779,0.972957578,0.695212483,"book","Planter",NA,NA,NA,5,2,4,NA
528,2022050024,7.9331965,7.9114017,0.81455873,0.758460686,"book","Halloween decoration",NA,NA,NA,2,3,2,NA
529,2022050025,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
530,2022050026,6.3651466,5.738524,0.675155222,0.449152231,"book","prop up a wobbly table",NA,NA,NA,3,4,2,NA
531,2022050027,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
532,2022050028,6.5153055,6.671915,0.744595736,0.694621891,"book","make a papier-mâché sculpture",NA,NA,NA,3,3,3,NA
533,2022050029,6.1401124,6.6019416,0.626053482,0.663568974,"book","used as fuel for a bonfire",NA,NA,NA,2,4,2,NA
534,2022050030,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
535,2022050031,6.4070463,5.7295604,0.669636011,0.446484387,"book","prop up a table leg",NA,NA,NA,3,4,2,NA
536,2022050032,5.893447,6.4479938,0.567381829,0.629116863,"book","use as a doorstop",NA,NA,NA,2,5,2,NA
537,2022050033,9.070099,8.711526,0.931035481,0.8125543,"book","birdhouse",NA,NA,NA,5,3,5,NA
538,2022050034,6.3787622,6.5493183,0.659142166,0.626876265,"book","carve into a sculpture",NA,NA,NA,4,3,3,NA
539,2022050035,6.0245705,6.484182,0.603137732,0.639916867,"book","As part of a piñata",NA,NA,NA,5,4,4,NA
540,2022050036,6.319531,6.700444,0.649477094,0.667188525,"book","As fuel for a fire",NA,NA,NA,2,4,2,NA
541,2022050037,6.0635133,6.409889,0.609166443,0.615741462,"book","line the bottom of a birdcage",NA,NA,NA,4,4,4,NA
542,2022050038,8.389649,8.138883,0.86496827,0.765577152,"book","co",NA,NA,NA,99,0,99,NA
543,2022050039,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
544,2022050040,6.183057,6.07203,0.608821929,0.516999036,"book","keep a table level",NA,NA,NA,3,4,2,NA
545,2022050041,6.073715,6.5317698,0.594761997,0.630646735,"book","help with balance when doing Yoga or Pilates",NA,NA,NA,4,5,3,NA
546,2022050042,6.1183867,5.7435675,0.626092076,0.448417783,"book","stacked and used as a makeshift stool or end table",NA,NA,NA,3,3,3,NA
547,2022050043,5.360132,6.579982,0.434523582,0.6566073,"book","If you're ever feeling losta book can act as a",NA,NA,NA,99,99,99,NA
548,2022050044,7.1566772,6.8453045,0.734890193,0.617443174,"book","door stop",NA,NA,NA,2,5,2,NA
549,2022050045,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
550,2022050046,6.2698207,4.9792576,0.652368814,0.290716887,"book","prop up a wobbly table or chair",NA,NA,NA,3,4,2,NA
551,2022050047,6.5264745,5.6610193,0.708546966,0.432442427,"book","make a makeshift stool or step stool",NA,NA,NA,3,4,3,NA
552,2022050048,6.7813983,7.54756,0.661421716,0.764100671,"book","can",NA,NA,NA,4,1,2,NA
553,2022050049,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
554,2022050050,6.3651466,5.738524,0.675155222,0.449152231,"book","prop up a wobbly table",NA,NA,NA,3,4,2,NA
555,2022050051,6.1842065,6.5202365,0.617073178,0.623922765,"book","keep your computer screen from getting scratched",NA,NA,NA,4,1,3,NA
556,2022050052,5.8956656,6.553016,0.557513148,0.642411619,"book","makes a great paperweight",NA,NA,NA,2,5,1,NA
557,2022050053,5.900651,6.6016016,0.553721994,0.647615135,"book","fan yourself on a hot day",NA,NA,NA,3,5,2,NA
558,2022050054,6.235435,7.279983,0.575532436,0.735681593,"book","If you",NA,NA,NA,99,99,99,NA
559,2022050055,5.6656303,6.5514545,0.505586058,0.6478903,"book","can make a great doorstop",NA,NA,NA,2,5,2,NA
560,2022050056,5.1778564,6.485762,0.389639437,0.640953302,"book","If you're craftyyou can turn an old book into a unique journal.",NA,NA,NA,2,4,2,NA
561,2022050057,5.461787,6.5833926,0.457845747,0.657148361,"book","Don't have a coaster? No problem! Use a book instead",NA,NA,NA,2,5,1,NA
562,2022050058,5.741644,6.3603487,0.528172195,0.605827838,"book","can also be used as a paperweight to keep your papers from blowing away",NA,NA,NA,1,5,1,NA
563,2022050059,6.110555,6.470881,0.638536692,0.646573901,"book","Tired of traditional placecards",NA,NA,NA,4,3,4,NA
564,2022050060,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
565,2022050061,6.3651466,5.738524,0.675155222,0.449152231,"book","prop up a wobbly table",NA,NA,NA,3,4,2,NA
566,2022050062,6.702663,7.0178294,0.703139305,0.707718492,"book","kill a spider",NA,NA,NA,1,5,1,NA
567,2022050063,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
568,2022050064,6.2200613,6.6853485,0.623315185,0.661415875,"book","start a fire in an emergency situation",NA,NA,NA,2,4,2,NA
569,2022050065,6.7813983,7.54756,0.661421716,0.764100671,"book","can",NA,NA,NA,4,1,2,NA
570,2022050066,5.0618777,6.3475437,0.3715294,0.589316189,"book","Make a book into a lampshade",NA,NA,NA,4,3,5,NA
571,2022050067,5.4728093,6.2611446,0.459091246,0.569506973,"book","Use old books as wall decor in your home",NA,NA,NA,2,4,2,NA
572,2022050068,7.162649,7.4070873,0.697866797,0.695063651,"book","jewelry box",NA,NA,NA,5,3,4,NA
573,2022050069,5.0766063,6.3827353,0.373400211,0.601541489,"book","Make a purse out of an old book",NA,NA,NA,5,3,5,NA
574,2022050070,5.3671107,6.422753,0.430070996,0.631465614,"book","Create a memory box by decoupaging an old book with photos and mementos",NA,NA,NA,3,4,2,NA
575,2022050071,5.8009067,5.84697,0.532139391,0.472783089,"book","Cover the top of a coffee table",NA,NA,NA,2,4,3,NA
576,2022050072,4.9752264,6.512723,0.350191772,0.638724059,"book","Using a book as a doorstop",NA,NA,NA,2,5,2,NA
577,2022050073,5.1534104,6.5446877,0.383567333,0.657943994,"book","Tearing out pages of a book to use as confetti",NA,NA,NA,3,4,2,NA
578,2022050074,4.887183,6.5331774,0.334045529,0.64018634,"book","Making a paper airplanes out of the pages of a book",NA,NA,NA,2,5,2,NA
579,2022050075,5.2455716,6.350774,0.406712472,0.602161318,"book","Creating a sculpture by stacking books in an interesting way",NA,NA,NA,4,4,3,NA
580,2022050076,5.5561786,6.4538684,0.480956435,0.628687888,"book","Building a fort by surrounding yourself with stacked books",NA,NA,NA,4,3,4,NA
581,2022050077,4.6448774,6.673681,0.290417612,0.66936174,"book","Drawing on the pages of a book",NA,NA,NA,1,5,1,NA
582,2022050078,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
583,2022050079,6.177492,6.099939,0.629042327,0.532515526,"book","prop up a table or other surface",NA,NA,NA,3,4,2,NA
584,2022050080,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
585,2022050081,6.015076,6.5503926,0.590586573,0.646375537,"book","stacked and arranged to create interesting sculptures or shapes",NA,NA,NA,3,4,3,NA
586,2022050082,5.616276,6.4134417,0.495399415,0.616747856,"book","cut open and its pages used as wrapping paper or for other crafts",NA,NA,NA,3,4,3,NA
587,2022050083,8.365611,8.658492,0.847085744,0.854830042,"book","doorstop",NA,NA,NA,2,5,2,NA
588,2022050084,6.136637,5.955741,0.600743711,0.493256629,"book","level a table or shelf",NA,NA,NA,3,4,3,NA
589,2022050085,8.987339,8.695191,0.939968154,0.830963925,"book","paperweight",NA,NA,NA,2,5,1,NA
590,2022050086,6.302331,6.141006,0.650795549,0.538264245,"book","prop up a window or door",NA,NA,NA,2,5,2,NA
591,2022050087,5.9887023,6.4558845,0.606542438,0.647024125,"book","make artsuch as by decoupaging it onto another surface",NA,NA,NA,2,4,2,NA
592,2022050088,5.531581,6.3398705,0.474082112,0.594050974,"book","Turn it into a piece of art by painting or drawing on the cover",NA,NA,NA,2,4,2,NA
593,2022050089,5.7737684,6.450144,0.535715282,0.628732204,"book","Use it as a doorstop",NA,NA,NA,2,5,2,NA
594,2022050090,5.787524,6.3299108,0.537377566,0.594046384,"book","Decorate with it by wrapping it in pretty paper and ribbon",NA,NA,NA,2,4,2,NA
595,2022050091,5.612609,6.6680593,0.493758678,0.681808174,"book","Cut out images from the pages to make a collage",NA,NA,NA,2,5,2,NA
596,2022050092,5.6996,6.2397885,0.516808003,0.572749257,"book","Make a mobile out of old books by hanging them from the ceiling with string or wire",NA,NA,NA,5,3,5,NA
597,2022050093,5.2960453,6.207767,0.420210361,0.560252726,"book","Make a lamp shade out of an old book",NA,NA,NA,4,3,5,NA
598,2022050094,5.204949,6.450964,0.39836961,0.626740247,"book","Cut out the pages of an old book and use them as coasters",NA,NA,NA,3,4,2,NA
599,2022050095,5.2702084,6.3367276,0.414895475,0.588049412,"book","Use an old book as a door stop",NA,NA,NA,2,5,2,NA
600,2022050096,5.5878344,5.9275103,0.488491297,0.493221939,"book","Stack a few books together to use as a makeshift stool or table",NA,NA,NA,3,3,3,NA
601,2022050097,5.2336984,6.4349914,0.406072855,0.618811667,"book","Tear out the pages of an old book and use them as wall art or",NA,NA,NA,3,4,2,NA
602,2022050098,7.1566772,6.8453045,0.734890193,0.617443174,"book","door stop",NA,NA,NA,2,5,2,NA
603,2022050099,6.382291,6.8712573,0.639191985,0.683054954,"book","start a fire",NA,NA,NA,2,4,2,NA
604,2022050100,5.907425,6.8081875,0.53179124,0.662727982,"book","make paper airplanes",NA,NA,NA,2,4,2,NA
605,2022050101,6.369084,6.511275,0.66409713,0.623301953,"book","coaster for your beverage",NA,NA,NA,2,5,1,NA
606,2022050102,5.516818,6.6888103,0.471158147,0.689696252,"book","given as a gifteven if you haven't read it yet!",NA,NA,NA,1,5,1,NA
607,2022050103,6.775876,7.2753134,0.645056695,0.691592336,"book","A",NA,NA,NA,99,99,99,NA
608,2022050104,7.1848035,6.409814,0.778024301,0.584905177,"fork","back scratcher",2,5,1,NA,NA,NA,NA
