"user_id","participantnr","AUT-response_id","object","response"
"3199","prolific_participantid_5c56159a9194d30001a4c498","46458","tin can","plant pot"
"3199","prolific_participantid_5c56159a9194d30001a4c498","46459","tin can","cup"
"3112","prolific_participantid_5c574281575dcf0001155675","44870","fork","candlestick"
"3112","prolific_participantid_5c574281575dcf0001155675","44871","fork","fork men"
"3112","prolific_participantid_5c574281575dcf0001155675","44872","fork","napkin ring"
"3112","prolific_participantid_5c574281575dcf0001155675","44873","fork","toys"
"3112","prolific_participantid_5c574281575dcf0001155675","44821","book","kindling"
"3112","prolific_participantid_5c574281575dcf0001155675","44822","book","art work"
"3112","prolific_participantid_5c574281575dcf0001155675","44823","book","build a wall"
"3112","prolific_participantid_5c574281575dcf0001155675","44824","book","bedside table"
"3112","prolific_participantid_5c574281575dcf0001155675","44825","book","vase"
"3112","prolific_participantid_5c574281575dcf0001155675","44826","book","wrapping paper"
"3112","prolific_participantid_5c574281575dcf0001155675","44786","tin can","shoes"
"3112","prolific_participantid_5c574281575dcf0001155675","44787","tin can","musical instrument"
"3112","prolific_participantid_5c574281575dcf0001155675","44788","tin can","wall decorations"
"3112","prolific_participantid_5c574281575dcf0001155675","44789","tin can","lampshade"
"3112","prolific_participantid_5c574281575dcf0001155675","44790","tin can","piping"
"3112","prolific_participantid_5c574281575dcf0001155675","44791","tin can","golf game"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","45096","fork","stick in ground and attach tag to identify plants"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","45097","fork","use to crimp pastry on a home baked pie"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","45098","fork","use to scratch an itch"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","45099","fork","a small garden tool"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","45100","fork","replace minute hand on a clock"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44874","book","a door stop"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44875","book","a new roof for a dolls house"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44876","book","a small step"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44877","book","a weapon"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44878","book","a small shield"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44879","book","a silly hat"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44880","book","something to balance on your head to improve posture"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44881","book","a weeks supply of toilet paper"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44975","tin can","a childs communication toy with paired and connected with string"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44976","tin can","a pen pot"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44977","tin can","an outdoor house for a mouse"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44978","tin can","flatten can and make into a pendant"
"3126","prolific_participantid_5c61c9c1b01a7a00014bdd36","44979","tin can","fill with dry peas and use as a doorstop"
"3139","prolific_participantid_5c7320196908be0001b480db","45015","fork","sick in wall to hang photos"
"3139","prolific_participantid_5c7320196908be0001b480db","45016","fork","hairbrush"
"3139","prolific_participantid_5c7320196908be0001b480db","45017","fork","back stratcher"
"3139","prolific_participantid_5c7320196908be0001b480db","45018","fork","use to make pictures with paint"
"3139","prolific_participantid_5c7320196908be0001b480db","45019","fork","make making in sand"
"3139","prolific_participantid_5c7320196908be0001b480db","45144","book","pile then up, glue together to make an oriment"
"3139","prolific_participantid_5c7320196908be0001b480db","45145","book","fly squater"
"3139","prolific_participantid_5c7320196908be0001b480db","45265","tin can","make a musical instrument"
"3139","prolific_participantid_5c7320196908be0001b480db","45266","tin can","squash them and make a collage"
"3139","prolific_participantid_5c7320196908be0001b480db","45267","tin can","candle holder"
"3139","prolific_participantid_5c7320196908be0001b480db","45268","tin can","make up brush holder"
"3139","prolific_participantid_5c7320196908be0001b480db","45269","tin can","plantpot"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46620","fork","weapon"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46621","fork","moden art"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46622","fork","comb"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46623","fork","garden tool"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46624","fork","paint brush"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","47179","book","balance on head for posture"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","47180","book","weight"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","47181","book","paper weight"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","47182","book","throw at someone"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","47183","book","burn for heat"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","47184","book","use pages for art"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","47185","book","toilet paper"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46152","tin can","weight lifting, resistance training, decorative shelf art, storage for pens, storage for makeup brus"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46153","tin can","resistance weight"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46154","tin can","decorative art"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46155","tin can","storage"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46156","tin can","game to knock done tins with a stone"
"3231","prolific_participantid_5c76ee0998566f00018eeb1f","46157","tin can","booby trap"
"3200","prolific_participantid_5c794c4a461e90001b79f619","45802","fork","flower pot label holder, ballon paper, scalp massage tool,"
"3200","prolific_participantid_5c794c4a461e90001b79f619","46171","tin can"," foot roller "
"3200","prolific_participantid_5c794c4a461e90001b79f619","46172","tin can","weights for arms"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46583","fork","garden tool"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46584","fork","door handle"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46585","fork","hook on the wall"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46586","fork","bin pedal"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46111","book","table stand"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46112","book","ornament"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46113","book","safe keeping"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","46114","book","door stop"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","47137","tin can","safe storage"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","47138","tin can","instrument"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","47139","tin can","weights"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","47140","tin can","rolling pin"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","47141","tin can","cookie cutter"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","47142","tin can","flower vase"
"3221","prolific_participantid_5c7bc8ea5a669300172440fc","47143","tin can","pencil holder"
"3288","prolific_participantid_5c7da4066babcb000185028b","46718","book","steady wobbly table"
"3288","prolific_participantid_5c7da4066babcb000185028b","46719","book","stand on to reach high shelf"
"3288","prolific_participantid_5c7da4066babcb000185028b","46720","book","weigh down loose paper"
"3288","prolific_participantid_5c7da4066babcb000185028b","46721","book","place on coffee table as a talking point"
"3288","prolific_participantid_5c7da4066babcb000185028b","46722","book","swat a fly"
"3288","prolific_participantid_5c7da4066babcb000185028b","46723","book","kill a spieder"
"3288","prolific_participantid_5c7da4066babcb000185028b","46724","book","stand on to kiss a taller person"
"3288","prolific_participantid_5c7da4066babcb000185028b","46725","book","press a flower"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45948","fork","Weapon"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45949","fork","Digging Tool"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45950","fork","Poke Holes"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45951","fork","Coming Eyebrows"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45952","fork","Implement Of Death"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45953","fork","Stabbing Food To Allow Air To Escape"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45954","fork","Stabbing Food To Allow Heat To Escape"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45702","book","Book End"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45703","book","Shelves"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45704","book","Monitor Riser"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45705","book","Weapon"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45706","book","Fuel For Fire"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45707","book","Raise A Table"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45708","book","Padding"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","45709","book","Packing Material"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","46370","tin can","Weapon Like A Bolo"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","46371","tin can","Stilts"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","46372","tin can","Monitor Riser"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","46373","tin can","Fairground Attraction (Can Knockdown)"
"3197","prolific_participantid_5c84ed0cbda42300152f5952","46374","tin can","Digging Tool"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","47650","fork","digging in soil,"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","47651","fork","scratching creative lines in metal,"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48045","book"," nice pattern"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48046","book","dangle stuff from the prongs"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48047","book","a display piece"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48048","book"," cut ou the letters, pics to create a piece of art"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48049","book","arrange a display in a book cabinet ie by colour size etc"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48333","tin can","fill with  nails or something to create a musical instrument"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48334","tin can","drill holes in a nice patter and put a fake candle in to create a lantern"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48335","tin can","paint decorative and use asa garden ornament"
"3325","prolific_participantid_5c8d1d7b88549d0012e849fd","48336","tin can"," candle holder"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","45547","fork","use to brush hair"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","45548","fork","create art with it"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","45549","fork","wind wool around it to untangle it"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","46011","book","stop a table from wobbling with it"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","46012","book","use as a coaster"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","46013","book","wipe your butt with it"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","46014","book","frisbie"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","46015","book","paper folding (origami)"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","46016","book","wrap gifts"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","46017","book","use as wallpaper"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","45729","tin can","put holes in it and turn it into a watering can"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","45730","tin can","store pens and pencils in it, like a pen pot"
"3164","prolific_participantid_5c994bc42b26210001a28ad6","45731","tin can","create music with it"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45866","fork","as a marker"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45867","fork","backscratcher"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45868","fork","spaghetti seperator"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45869","fork","to hold yarn when knitting"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45500","book","to read"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45501","book","to decorate shelves"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45502","book","to build a tower"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45503","book","as a coffee table "
"3168","prolific_participantid_5ca48653ed23650001328d9d","45504","book","use the pages to decoupage or make a collage"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45505","book","to write over"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45506","book","to pile into a christmas tree"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45507","book","to hide treasured items (if you removed some pages)"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45508","book","as the lever to a secret door!"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45668","tin can","plant pot"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45669","tin can","hide small valuables"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45670","tin can","stack into a tower"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45671","tin can","candle holder"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45672","tin can","hold paintbrushes/paperclips/screw"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45673","tin can","to play skittles"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45674","tin can","target practice"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45675","tin can","to play scent games with dogs"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45676","tin can","as wheels on a toy truck"
"3168","prolific_participantid_5ca48653ed23650001328d9d","45677","tin can","as a drum"
"3286","prolific_participantid_5cb87813635b940017c2037a","47878","fork","use for digging in small plant pots"
"3286","prolific_participantid_5cb87813635b940017c2037a","47879","fork","make abstract art from a few forks bent and twisted together"
"3286","prolific_participantid_5cb87813635b940017c2037a","47337","book","put on a shelf in a decorative way"
"3286","prolific_participantid_5cb87813635b940017c2037a","47338","book","pile large books together and make into stairs"
"3286","prolific_participantid_5cb87813635b940017c2037a","47339","book","use the covers as wall art"
"3286","prolific_participantid_5cb87813635b940017c2037a","46768","tin can","use as a candle holder. "
"3286","prolific_participantid_5cb87813635b940017c2037a","46769","tin can","use to put in screws or nails"
"3286","prolific_participantid_5cb87813635b940017c2037a","46770","tin can","lego brick holder"
"3355","prolific_participantid_5cc53cf3291607001757c712","48117","fork","Back scratcher"
"3355","prolific_participantid_5cc53cf3291607001757c712","48118","fork","drum stick"
"3355","prolific_participantid_5cc53cf3291607001757c712","48119","fork","weapon"
"3355","prolific_participantid_5cc53cf3291607001757c712","48120","fork","pendulum"
"3355","prolific_participantid_5cc53cf3291607001757c712","48121","fork","paint brush"
"3355","prolific_participantid_5cc53cf3291607001757c712","48122","fork","reflector"
"3355","prolific_participantid_5cc53cf3291607001757c712","48123","fork","counter weight"
"3355","prolific_participantid_5cc53cf3291607001757c712","48387","book","photography subject"
"3355","prolific_participantid_5cc53cf3291607001757c712","48388","book","stencil"
"3355","prolific_participantid_5cc53cf3291607001757c712","48389","book","drum"
"3355","prolific_participantid_5cc53cf3291607001757c712","48390","book","frisby"
"3355","prolific_participantid_5cc53cf3291607001757c712","48692","tin can","drum"
"3355","prolific_participantid_5cc53cf3291607001757c712","48693","tin can","paint container"
"3355","prolific_participantid_5cc53cf3291607001757c712","48694","tin can","lens hood"
"3355","prolific_participantid_5cc53cf3291607001757c712","48695","tin can","lamp shade"
"3355","prolific_participantid_5cc53cf3291607001757c712","48696","tin can","mobile"
"3355","prolific_participantid_5cc53cf3291607001757c712","48697","tin can","rattle"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48174","fork","metal sculpture"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48175","fork","making details in a clay sculpture"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48176","fork","opening a jar"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48177","fork","opening a can"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48178","fork","to pick a lock"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48179","fork","bookmark"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48180","fork","to scrape wallpaper off the wall"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48181","fork","turn it into jewlery"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","48182","fork","melt it down"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47260","book","stepping stool"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47262","book","something to sit on"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47264","book","fly/spider swatter"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47266","book","weight"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47268","book","scrap paper"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47270","book","use the pages to draw on"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47271","book","fuel for a fire"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47272","book","use the paper for origami"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47807","tin can","makeup brush holder"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47808","tin can","musical instrument"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47809","tin can","percussion"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47810","tin can","tie onto the back of wedding car"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47811","tin can","empty fat from cooking into it"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47812","tin can","storage"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47813","tin can","plant pot"
"3312","prolific_participantid_5ccb36a8d01bf6001815792a","47814","tin can","drinking cup"
"3422","prolific_participantid_5cd310705882710018e544b0","49047","fork","Lever"
"3422","prolific_participantid_5cd310705882710018e544b0","49048","fork","Magic trick"
"3422","prolific_participantid_5cd310705882710018e544b0","49049","fork","Tuning stuff"
"3422","prolific_participantid_5cd310705882710018e544b0","49050","fork","Tooth pick"
"3422","prolific_participantid_5cd310705882710018e544b0","49051","fork","Screwdriver "
"3422","prolific_participantid_5cd310705882710018e544b0","49052","fork","Paint mixer"
"3422","prolific_participantid_5cd310705882710018e544b0","49291","book","Start fire"
"3422","prolific_participantid_5cd310705882710018e544b0","49292","book","Make Papier mache "
"3422","prolific_participantid_5cd310705882710018e544b0","49293","book","Ransom note"
"3422","prolific_participantid_5cd310705882710018e544b0","49294","book","Key to cypher"
"3422","prolific_participantid_5cd310705882710018e544b0","49295","book","Wallpaper "
"3422","prolific_participantid_5cd310705882710018e544b0","49296","book","Measure distance"
"3422","prolific_participantid_5cd310705882710018e544b0","49220","tin can","Stepping stones "
"3422","prolific_participantid_5cd310705882710018e544b0","49221","tin can","Rolling pin"
"3422","prolific_participantid_5cd310705882710018e544b0","49222","tin can","Weight"
"3422","prolific_participantid_5cd310705882710018e544b0","49223","tin can","Support shelf"
"3422","prolific_participantid_5cd310705882710018e544b0","49224","tin can","Wheel"
"3422","prolific_participantid_5cd310705882710018e544b0","49225","tin can","Write on back of label"
"3422","prolific_participantid_5cd310705882710018e544b0","49226","tin can","Bucket"
"3422","prolific_participantid_5cd310705882710018e544b0","49227","tin can","Liquid measure"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","46680","fork","can create a wind chime"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","46681","fork","tin cans tilts"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","46192","book","spring vase"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","46193","book","lantern"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","46194","book","cup and ball game"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","46195","book","create a bird feeder"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","45815","tin can","create stilts"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","45816","tin can","create a cup in ball game"
"3202","prolific_participantid_5ce81cddbbc8bd000107e3b8","45817","tin can","create a slug trap for your garden"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","46042","fork","label for plant pots"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","46043","fork","ruler"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","46044","fork","darts"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","46045","fork","use as a pin for noticeboard"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","46046","fork","melt it and turn it into jewellery "
"3174","prolific_participantid_5cf53fd41e39d900017f4400","46047","fork","use it to open things"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45555","book","stool"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45556","book","dinner plate"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45557","book","ladder"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45558","book","jenga"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45559","book","building bricks"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45560","book","tray"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45561","book","table"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45562","book","hat"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45563","book","umbrella"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45737","tin can","house for bugs"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45738","tin can","bucket"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45739","tin can","pen pot"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45740","tin can","communication device"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45741","tin can","hat"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45742","tin can","bug catcher"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45743","tin can","plant pot"
"3174","prolific_participantid_5cf53fd41e39d900017f4400","45744","tin can","drinking cup"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47928","fork","to bend the ends and make a mobile for a baby"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47929","fork","If you get a few together you could make windchimes"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47930","fork","to heat up and create burn marks with"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47416","book","To read"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47417","book","a hat"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47418","book","to paper the walls with"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47419","book","as a door stop"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47420","book","to throw at someone"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47421","book","to burn for fuel (yikes)"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47422","book","to cut up as a collage"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47423","book","to colour in the 'o's "
"3317","prolific_participantid_5d2075ccc26f84001566733c","47424","book","to turn the pages into a dress"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47425","book","to make a moving picture book"
"3317","prolific_participantid_5d2075ccc26f84001566733c","47426","book","to fan yourself with the pages"
"3317","prolific_participantid_5d2075ccc26f84001566733c","48251","tin can","To make a big metal sculpture"
"3317","prolific_participantid_5d2075ccc26f84001566733c","48252","tin can","To take the lids off and make earings"
"3317","prolific_participantid_5d2075ccc26f84001566733c","48253","tin can","To make a vase out of"
"3317","prolific_participantid_5d2075ccc26f84001566733c","48254","tin can","To use the lids for a mobile"
"3317","prolific_participantid_5d2075ccc26f84001566733c","48255","tin can","Use the sharp edges as cutterse "
"3317","prolific_participantid_5d2075ccc26f84001566733c","48256","tin can","To create a form of musical instrument - fill each tin with a different amount of water"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46785","fork","to use as a back-scratcher"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46786","fork","to bang together as a musical instrument (percussion)"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46787","fork","to use as drum sticks"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46788","fork","to use with a rock to try and create fire"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46789","fork","to throw at a tree"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46790","fork","to scratch your name onto a wall"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46791","fork","to catch a fish with"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46792","fork","to stick into a plug socket (not recommended)"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47348","book","to use as a table"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47349","book","to use to reach high spaces on a shelf"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47350","book","to use as a pillow"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47351","book","to burn in a fire"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47352","book","to use as snow shoes"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47353","book","to use as a fan in hot weather"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47354","book","to throw at an annoying neighbour"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47355","book","to slide across a carpet"
"3249","prolific_participantid_5d29c671bc573b00165c9014","47356","book","to hollow out and use to store precious items"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46269","tin can","to wear as shoes"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46270","tin can","to use as a makeshift ladder"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46271","tin can","to use as a makeshift phone, with string between two cans"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46272","tin can","to bang together as a percussion instrument"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46273","tin can","to store rare gems"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46274","tin can","to eat cereal out of"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46275","tin can","to play as a tiny drum"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46276","tin can","to use as a football (soccer)"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46277","tin can","to throw at a wall"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46278","tin can","to use as a ball in a game of catch"
"3249","prolific_participantid_5d29c671bc573b00165c9014","46279","tin can","to inscribe words into"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44749","fork","using as a screw driver"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44750","fork","to scratch you back"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44751","fork","to get an electric shock if you poke into an electric socket"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44752","fork","as jewellry"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44741","book","building a house"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44742","book","using as table legs"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44743","book","insulation in loft"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44744","book","turning into paper mache"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44745","book","lining gerbil cage"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44746","book","to plaster cast someone's leg"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44747","book","cooking to see what it tastes like"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44748","book","as a neck rest/pillow"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44753","tin can","as a drum"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44754","tin can","as a necklace"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44755","tin can","use as a plant pot"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44756","tin can","a telescope"
"3101","prolific_participantid_5d30cca374c5990019a9f634","44757","tin can","flatten and turn into a plate"
"3235","prolific_participantid_5d57d96be49322001894d554","46314","fork","make a clock out them"
"3235","prolific_participantid_5d57d96be49322001894d554","46315","fork","put them tong side up in strawberry bed to keep birds away"
