id,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1922,dig,dig,fork,fork,0.77754,0.92103,0.86734,0.95252,0.8264400000000001,0.86897,-0.07625
1923,as part of artwork,part artwork,fork,fork,0.9609,0.98905,1.0137100000000001,1.06046,0.98775,1.00237,0.0702
1924,screwdriver,screwdriver,fork,fork,0.70611,0.7438,0.75818,0.92845,0.75295,0.7779,-0.1753
1925,can opener,can opener,fork,fork,0.96139,1.02173,1.04868,1.1118999999999999,0.93855,1.01645,0.07857
1926,make holes,make holes,fork,fork,1.0977999999999999,0.98795,0.98971,1.02465,0.95299,1.01062,0.06838
1975,art object,art object,fork,fork,1.0038,0.9846,1.02129,1.07201,1.0215,1.02064,0.08933
1976,darts with fork,darts fork,fork,fork,0.94152,0.95342,0.93268,1.02967,0.98388,0.96823,0.02832
1977,food,food,fork,fork,0.74298,0.75113,0.9307799999999999,0.93792,0.91544,0.85565,-0.05778
1978,knife in fork when setting the table,knife fork setting table,fork,fork,1.28296,0.74891,1.10261,1.1084,1.05019,1.05861,0.13919
2024,painting,painting,fork,fork,0.94207,0.97387,0.96045,0.98227,0.98847,0.96943,0.03868
2025,open container,open container,fork,fork,0.8873,1.03775,0.92431,1.0388,0.98654,0.97494,0.03059
2053,use as a devil's tail,use devil tail,fork,fork,0.86197,1.00796,0.89429,1.0173,0.8996999999999999,0.93624,-0.01499
2054,shovel for the sandbox,shovel sandbox,fork,fork,1.05381,0.96548,0.96947,1.0179,1.0137100000000001,1.00407,0.06773
2055,use as a comb,use comb,fork,fork,0.87409,1.13415,0.91994,1.10522,0.98258,1.0032,0.04537
2056,make little figures when you spray ink on them,make little figures spray ink,fork,fork,1.06059,0.88143,0.914,1.02029,0.95733,0.96673,0.02055
2057,tennis racket,tennis racket,fork,fork,0.97677,0.94699,0.93576,0.99318,0.94802,0.96014,0.02039
2070,picking things up from the street so your hands don't get dirty and you can throw them in the trash,picking things street hands get dirty can throw trash,fork,fork,0.95245,0.95701,1.07684,0.97427,0.94114,0.98034,0.06707
2071,poke into something so that they stand up straight and that is an instrument shapes that you tap into,poke something stand straight instrument shapes tap,fork,fork,1.05651,1.09897,0.947,1.03901,0.95353,1.019,0.0634
2072,in the garden in the earth so that cats do not want to come there,garden earth cats want come,fork,fork,0.91788,0.91824,1.05131,0.98076,0.93024,0.95969,0.04449
2073,dipping into the paint and drawing dashes in a moment of creativity,dipping paint drawing dashes moment creativity,fork,fork,1.04301,0.89976,0.98094,0.9224,0.93618,0.95646,0.03071
2074,scratch,scratch,fork,fork,0.79575,0.84472,0.90254,0.91016,0.89301,0.86924,-0.05614
2163,comb,comb,fork,fork,0.74744,0.827,0.7822,0.95494,0.83424,0.82916,-0.12319
2164,to shoot rubber bands with,shoot rubber bands,fork,fork,0.84626,1.07954,0.97189,0.90425,0.93287,0.94696,0.02091
2165,rake,rake,fork,fork,0.6779,0.85041,0.7221,0.98761,0.749,0.7974,-0.17376
12822,conductor,conductor,fork,fork,0.90657,0.94975,0.94027,1.05057,1.04901,0.97923,0.04573
12823,catapult,catapult,fork,fork,0.92157,0.82452,0.90851,1.01811,0.97077,0.9287,-0.00649
12824,keep elastic,keep elastic,fork,fork,0.91262,1.01672,1.03311,1.09696,0.94542,1.00097,0.06545
12825,bobbin,bobbin,fork,fork,0.78853,0.78183,0.80644,0.99187,0.89034,0.8518,-0.09528
12826,thumbtack substitute,thumbtack substitute,fork,fork,0.94534,0.87274,0.99929,0.99375,1.10886,0.984,0.07446
12827,dart,dart,fork,fork,0.82377,0.8604499999999999,0.93306,1.00817,0.8558399999999999,0.89626,-0.04017
12828,telepathy,telepathy,fork,fork,0.85626,0.8293200000000001,0.96507,1.04541,1.06433,0.95208,0.03445
12829,Goal post,goal post,fork,fork,1.07855,0.89596,0.98051,0.92671,0.94882,0.96611,0.03925
12830,flag,flag,fork,fork,0.93444,0.99522,0.9465,1.01661,0.92857,0.96427,0.02149
