,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,item,response,response_id,object,respondent_id,temperature,eucl_item_resp,eucl_objc_resp,cos_dist_item_resp,cos_dist_objc_resp,semdis_prev
955,955,955,955,956,chair,to dye in,20161152,book,BP20160026,,9.382382,9.238001,0.9030215740203856,0.9229521229863168,0.6548381149768829
956,956,956,956,957,chair,separation for in a closet,20161153,book,BP20160026,,10.513674,10.882563,0.726814478635788,0.809981644153595,0.706574410200119
957,957,957,957,958,chair,use as bookshelf,20161154,book,BP20160026,,8.664674,8.40353,0.5862072110176086,0.5672943294048309,0.5565319955348969
958,958,958,958,959,chair,gluing to the wall as decoration,20161155,book,BP20160026,,14.45329,15.673675,0.6602425575256348,0.8512973785400391,0.5455440282821655
959,959,959,959,960,chair,bookmaking: the sport,20161156,book,BP20160026,,12.881203,11.980544,0.8748776763677597,0.7543679773807526,0.7867561876773834
1515,1515,1515,1515,1516,chair,throw away,20161169,tin can,BP20160026,,10.128694,10.661396,0.6749751567840576,0.7650477737188339,0.8575331568717957
1516,1516,1516,1516,1517,chair,cut open and make into jewelry,20161170,tin can,BP20160026,,13.658378,13.305946,0.6801036298274994,0.6338679194450378,0.5276189148426056
1517,1517,1517,1517,1518,chair,as a lampshade,20161171,tin can,BP20160026,,7.93417,7.921486,0.7068894803524017,0.7212233543395996,0.7890289276838303
1518,1518,1518,1518,1519,chair,a beer can? or canned food?,20161172,tin can,BP20160026,,21.684351,20.924116,0.7637463808059692,0.6570980548858643,0.9522468410432339
1519,1519,1519,1519,1520,chair,ring with,20161173,tin can,BP20160026,,8.36093,7.94733,0.7588314861059189,0.7009398937225342,0.7524012327194214
1520,1520,1520,1520,1521,chair,make farraday cage,20161174,tin can,BP20160026,,7.7200937,7.961019,0.6803588271141052,0.7411421537399292,0.5333786010742188
1240,1240,1240,1240,1241,chair,screwdriver (back),20161183,fork,BP20160027,,13.47241,13.116119,0.8133989572525024,0.7628866136074066,1.0
1241,1241,1241,1241,1242,chair,open a beer bottle,20161184,fork,BP20160027,,15.064271,15.072921,0.6917819678783417,0.6942090392112732,0.7370499968528748
1242,1242,1242,1242,1243,chair,to elicit a response,20161185,fork,BP20160027,,11.873855,11.946356,0.9051218926906586,0.922704353928566,0.8609924018383026
960,960,960,960,961,chair,doorstop,20161199,book,BP20160027,,8.658492,8.365611,0.8548300415277481,0.8470857441425323,1.0174224879592657
961,961,961,961,962,chair,to get the table legs even,20161200,book,BP20160027,,8.667598,11.438857,0.3784046173095703,0.7648472338914871,0.9287579655647278
962,962,962,962,963,chair,ladder,20161201,book,BP20160027,,7.2313757,8.511573,0.6108242273330688,0.9026642143726348,0.5298624932765961
963,963,963,963,964,chair,smooth out crumpled papers,20161202,book,BP20160027,,13.117874,13.501042,0.6441918611526489,0.7080204486846924,0.7827103734016418
964,964,964,964,965,chair,make fire with it,20161203,book,BP20160027,,8.258112,8.457622,0.7542940825223923,0.8382078558206558,0.8054547607898712
1521,1521,1521,1521,1522,chair,target practice,20161214,tin can,BP20160027,,11.035885,11.596526,0.8091368973255157,0.9136713445186616,0.6436747908592224
1522,1522,1522,1522,1523,chair,knife (tear open first),20161215,tin can,BP20160027,,17.626627,17.659061,0.68949094414711,0.695336788892746,0.5964720249176025
1523,1523,1523,1523,1524,chair,headgear,20161216,tin can,BP20160027,,8.664831,8.857855,0.8589454144239426,0.9190848916769028,0.912892147898674
1524,1524,1524,1524,1525,chair,fake phone,20161217,tin can,BP20160027,,11.641441,11.863765,0.7680848389863968,0.811311885714531,0.8922604620456696
1243,1243,1243,1243,1244,chair,knife someone,20161222,fork,BP20160028,,8.585495,7.277783,0.7397775650024414,0.535721629858017,1.0
1244,1244,1244,1244,1245,chair,food,20161223,fork,BP20160028,,8.749712,8.487783,0.8023739159107208,0.7620457708835602,0.7260812222957611
1245,1245,1245,1245,1246,chair,pull something out from under the sofa,20161224,fork,BP20160028,,7.6016016,10.393188,0.3342531323432922,0.6963035762310028,0.7581570446491241
1246,1246,1246,1246,1247,chair,to make scratches with,20161225,fork,BP20160028,,9.155802,9.190199,0.8251858353614807,0.8385896384716034,0.7387278079986572
1247,1247,1247,1247,1248,chair,to hit someone with,20161226,fork,BP20160028,,8.46126,8.347334,0.8499957174062729,0.8360575884580612,0.8324787616729736
965,965,965,965,966,chair,hit someone,20161238,book,BP20160028,,8.46126,7.7070293,0.8499957174062729,0.7506233900785446,0.0
966,966,966,966,967,chair,read out,20161239,book,BP20160028,,8.212921,5.070841,0.8621518760919571,0.3443890810012817,0.7504984885454178
967,967,967,967,968,chair,learn from,20161240,book,BP20160028,,8.252346,6.800602,0.8277206718921661,0.5984786748886108,0.5296297073364258
968,968,968,968,969,chair,task book,20161241,book,BP20160028,,9.946596,5.8551946,0.6748847663402557,0.1862387061119079,0.5177388787269592
969,969,969,969,970,chair,in drawing,20161242,book,BP20160028,,8.058768,7.311912,0.7602640986442566,0.6659941673278809,0.5921800434589386
1525,1525,1525,1525,1526,chair,to drink from,20161256,tin can,BP20160028,,8.5129175,8.446622,0.754531979560852,0.7585236728191376,0.814884826540947
1526,1526,1526,1526,1527,chair,as soccer,20161257,tin can,BP20160028,,8.839008,9.27214,0.81248439848423,0.9130639508366584,0.8113436549901962
1527,1527,1527,1527,1528,chair,"can in the water, you should really look it up on youtube!!!",20161258,tin can,BP20160028,,26.291346,26.339174,0.7029083967208862,0.7086208462715149,0.699606865644455
1528,1528,1528,1528,1529,chair,waste,20161259,tin can,BP20160028,,8.600702,8.01548,0.8125164210796356,0.7216813564300537,0.6189390420913696
1248,1248,1248,1248,1249,chair,weapon,20161265,fork,BP20160029,,9.016597,8.631538,0.8724124729633331,0.8071174472570419,1.0
1249,1249,1249,1249,1250,chair,comb,20161266,fork,BP20160029,,8.5469675,8.013143,0.8249666690826416,0.7323091626167297,0.8667032420635223
1250,1250,1250,1250,1251,chair,food,20161267,fork,BP20160029,,8.749712,8.487783,0.8023739159107208,0.7620457708835602,0.8693680465221405
1251,1251,1251,1251,1252,chair,spike,20161268,fork,BP20160029,,8.58001,7.559197,0.9011687189340593,0.704766571521759,0.807247132062912
1252,1252,1252,1252,1253,chair,stir with,20161269,fork,BP20160029,,9.107699,7.8883677,0.876881368458271,0.6639626622200012,0.7948160469532013
970,970,970,970,971,chair,weapon,20161283,book,BP20160029,,9.016597,8.788629,0.8724124729633331,0.8761722296476364,0.872407540678978
971,971,971,971,972,chair,firelighter,20161284,book,BP20160029,,6.875682,6.4986963,0.721438080072403,0.8073556125164032,1.0
972,972,972,972,973,chair,fuel (fireplace),20161285,book,BP20160029,,16.16616,16.911324,0.7263268828392029,0.8477848321199417,1.0
973,973,973,973,974,chair,toilet paper,20161286,book,BP20160029,,10.184535,10.465352,0.5665526390075684,0.6168014109134674,0.6196427941322327
974,974,974,974,975,chair,coaster,20161287,book,BP20160029,,8.111664,8.541094,0.7338162064552307,0.8625434190034866,0.7690147906541824
1529,1529,1529,1529,1530,chair,weapon,20161299,tin can,BP20160029,,9.016597,8.89749,0.8724124729633331,0.868202805519104,0.902402900159359
1530,1530,1530,1530,1531,chair,bowling,20161300,tin can,BP20160029,,8.462642,8.619148,0.8025611490011215,0.8519298881292343,0.8117918074131012
1253,1253,1253,1253,1254,chair,skewer,20161309,fork,BP20160030,,9.532049,7.049822,0.913277931511402,0.5032118260860443,1.0
1254,1254,1254,1254,1255,chair,sticks,20161310,fork,BP20160030,,8.067464,7.29789,0.7574944347143173,0.625720739364624,0.5744583010673523
1255,1255,1255,1255,1256,chair,bundling of knives,20161311,fork,BP20160030,,11.230338,10.072229,0.853479415178299,0.676470011472702,0.5737014412879944
1256,1256,1256,1256,1257,chair,iron rods,20161312,fork,BP20160030,,11.796578,11.221162,0.6990329027175903,0.6197620928287506,0.6346014738082886
1257,1257,1257,1257,1258,chair,clamping pliers,20161313,fork,BP20160030,,13.335881,11.785581,0.8426005095243454,0.6186415553092957,0.5768586695194244
1258,1258,1258,1258,1259,chair,suction cup,20161314,fork,BP20160030,,12.284506,11.604875,0.7526882737874985,0.6565854251384735,0.5756882727146149
1259,1259,1259,1259,1260,chair,magnet,20161315,fork,BP20160030,,8.684503,8.1386795,0.8662494271993637,0.7683044821023941,0.6687543392181396
1260,1260,1260,1260,1261,chair,2 spoons,20161316,fork,BP20160030,,10.442872,9.420734,0.7882994115352631,0.6354076564311981,0.7921356856822968
1261,1261,1261,1261,1262,chair,fingers,20161317,fork,BP20160030,,7.944504,7.714143,0.6968270838260651,0.6635251641273499,0.6932352185249329
975,975,975,975,976,chair,E-reader,20161342,book,BP20160030,,12.975226,11.267361,0.8439171761274338,0.6042131185531616,0.8039397746324539
976,976,976,976,977,chair,radio with dj telling stories,20161343,book,BP20160030,,17.583738,15.989142,0.774720311164856,0.5521233975887299,0.5876700282096863
977,977,977,977,978,chair,notebook with pen,20161344,book,BP20160030,,12.08146,11.658772,0.7380166053771973,0.6905319690704346,0.7229270339012146
978,978,978,978,979,chair,typewriters with paper,20161345,book,BP20160030,,11.405403,10.77417,0.7402889430522919,0.6628987491130829,0.5391293168067932
979,979,979,979,980,chair,TV,20161346,book,BP20160030,,8.566956,8.854916,0.7449057698249817,0.8382391780614853,0.8774981126189232
980,980,980,980,981,chair,pc,20161347,book,BP20160030,,8.73181,8.811581,0.8189057856798172,0.8816089555621147,0.542377769947052
981,981,981,981,982,chair,laptop,20161348,book,BP20160030,,8.860613,9.337112,0.7390957176685333,0.8616335988044739,0.4855302572250366
982,982,982,982,983,chair,chalkboard ,20161349,book,BP20160030,,8.279639,8.69632,0.7188273072242737,0.8369337916374207,0.8364261388778687
983,983,983,983,984,chair,cd/dvd player with listening dvd,20161350,book,BP20160030,,27.45272,26.74347,0.7604570984840393,0.6556887030601501,0.8760698735713959
984,984,984,984,985,chair,portray,20161351,book,BP20160030,,8.616635,7.659926,0.938841812312603,0.7914163023233414,0.9503495134413242
985,985,985,985,986,chair,Create theater piece,20161352,book,BP20160030,,12.469702,12.214792,0.6316005885601044,0.6029638350009918,0.6272259056568146
986,986,986,986,987,chair,Create film,20161353,book,BP20160030,,11.750941,10.063763,0.8324280232191086,0.5953955054283142,0.2690585255622864
1531,1531,1531,1531,1532,chair,plastic container with lid,20161372,tin can,BP20160030,,16.92425,15.155586,0.6942444145679474,0.4578694105148315,0.694570928812027
1532,1532,1532,1532,1533,chair,pan with lid,20161373,tin can,BP20160030,,12.985649,10.683703,0.7665031552314758,0.4552144408226013,0.22080188989639282
1533,1533,1533,1533,1534,chair,pot with lid,20161374,tin can,BP20160030,,12.132892,10.351921,0.733781635761261,0.4922462105751037,0.13575869798660278
1534,1534,1534,1534,1535,chair,thermos,20161375,tin can,BP20160030,,8.674286,7.8090677,0.7889551073312759,0.6529920995235443,0.5310260951519012
1535,1535,1535,1535,1536,chair,bottle,20161376,tin can,BP20160030,,8.460616,7.597118,0.7392425239086151,0.6083093881607056,0.5308711528778076
1536,1536,1536,1536,1537,chair,drink suit,20161377,tin can,BP20160030,,10.127882,10.474504,0.6557059288024902,0.714986652135849,0.4048607349395752
1537,1537,1537,1537,1538,chair,plastic bag that you can close,20161378,tin can,BP20160030,,12.872356,12.46892,0.5665831863880157,0.514268547296524,0.4965663552284241
1538,1538,1538,1538,1539,chair,folding aluminum foil into a pointy bag,20161379,tin can,BP20160030,,21.49076,20.15835,0.5995956063270569,0.4202255010604858,0.22810107469558716
1262,1262,1262,1262,1263,chair,food,20161385,fork,BP20160035,,8.749712,8.487783,0.8023739159107208,0.7620457708835602,1.0
1263,1263,1263,1263,1264,chair,pick up,20161386,fork,BP20160035,,7.6312804,7.6849914,0.742089033126831,0.7622541189193726,0.6662404537200928
1264,1264,1264,1264,1265,chair,drawing in the sand,20161387,fork,BP20160035,,10.323911,10.943846,0.6779809892177582,0.7758885025978088,0.6715408563613892
1265,1265,1265,1265,1266,chair,catch something,20161388,fork,BP20160035,,8.03843,7.705758,0.8071200996637344,0.749141126871109,0.665177047252655
1266,1266,1266,1266,1267,chair,To throw something away,20161389,fork,BP20160035,,10.128694,10.142192,0.6749751567840576,0.6803728640079498,0.3646070957183838
1267,1267,1267,1267,1268,chair,unlock something,20161390,fork,BP20160035,,9.691419,9.285308,0.9830548334866762,0.9107601717114449,0.8123783469200134
987,987,987,987,988,chair,read,20161399,book,BP20160035,,8.212921,5.070841,0.8621518760919571,0.3443890810012817,0.8605939894914627
988,988,988,988,989,chair,stack to raise something,20161400,book,BP20160035,,10.061108,10.061667,0.7088822424411774,0.7324317395687103,0.6944279372692108
989,989,989,989,990,chair,put on paper for smoothing,20161401,book,BP20160035,,10.994022,10.513555,0.7449482679367065,0.6914135813713074,0.6916891634464264
990,990,990,990,991,chair,capture loose papers,20161402,book,BP20160035,,12.709505,11.860395,0.7273378372192383,0.6158805191516876,0.4571720361709595
1539,1539,1539,1539,1540,chair,make it a toy,20161411,tin can,BP20160035,,7.7617545,7.573498,0.6415937840938568,0.6241416931152344,0.7544690370559692
1540,1540,1540,1540,1541,chair,use as a rattle,20161412,tin can,BP20160035,,9.476781,8.681795,0.7150424122810364,0.6034547984600067,0.5491082966327667
1541,1541,1541,1541,1542,chair,play soccer with it,20161413,tin can,BP20160035,,12.061174,12.62088,0.770537942647934,0.8667512536048889,0.7097363770008087
1542,1542,1542,1542,1543,chair,store items,20161414,tin can,BP20160035,,11.984207,11.463594,0.7931529134511948,0.7217657268047333,0.7761405855417252
1268,1268,1268,1268,1269,chair,Writing accounts,20161418,fork,BP20160036,,11.415277,11.605144,0.8540530949831009,0.8905694633722305,1.0
1269,1269,1269,1269,1270,chair,vote,20161419,fork,BP20160036,,8.589009,9.335731,0.7895844429731369,0.9417269192636012,0.7572470009326935
1270,1270,1270,1270,1271,chair,Chinese food,20161420,fork,BP20160036,,12.309099,11.99706,0.7916182577610016,0.7477377355098724,0.8513244986534119
1271,1271,1271,1271,1272,chair,split,20161421,fork,BP20160036,,7.873565,7.4605193,0.7887609452009201,0.7146885991096497,0.8436926901340485
1272,1272,1272,1272,1273,chair,part of bicycle,20161422,fork,BP20160036,,7.894885,7.3460827,0.6805267333984375,0.5949568450450897,0.8542382121086121
1273,1273,1273,1273,1274,chair,lamppost,20161423,fork,BP20160036,,8.567044,8.73233,0.8464064598083496,0.8886973261833191,0.7735453546047211
1274,1274,1274,1274,1275,chair,light,20161424,fork,BP20160036,,8.014495,8.248184,0.7279640138149261,0.7791319191455841,0.7837492376565933
991,991,991,991,992,chair,Building stacks with you,20161453,book,BP20160036,,10.392859,9.913618,0.7463616132736206,0.6945648491382599,0.682721883058548
992,992,992,992,993,chair,bookend,20161454,book,BP20160036,,8.434269,8.124815,0.907321371138096,0.9008066281676292,0.9511044509708881
993,993,993,993,994,chair,coaster,20161455,book,BP20160036,,8.111664,8.541094,0.7338162064552307,0.8625434190034866,0.7389953434467316
994,994,994,994,995,chair,build a labyrinth with it,20161456,book,BP20160036,,11.05851,10.258904,0.8729116916656494,0.7691259980201721,0.7383347451686859
995,995,995,995,996,chair,tear out a page and make a collage of it,20161457,book,BP20160036,,12.646022,10.971602,0.8000254482030869,0.568615734577179,0.6712112128734589
996,996,996,996,997,chair,play dominoes with,20161458,book,BP20160036,,11.171252,11.139223,0.7754141241312027,0.7941454201936722,0.7423377633094788
1543,1543,1543,1543,1544,chair,Flattening and making objects out of them,20161487,tin can,BP20160036,,13.340324,13.025935,0.7641647607088089,0.7235327661037445,0.7359124720096588
1544,1544,1544,1544,1545,chair,Make toys for your feet,20161488,tin can,BP20160036,,10.285386,10.928192,0.5783862471580505,0.674062192440033,0.5689813792705536
1545,1545,1545,1545,1546,chair,make yo-yo,20161489,tin can,BP20160036,,16.127419,15.739885,0.8672039955854416,0.8147933781147003,0.7566967308521271
1546,1546,1546,1546,1547,chair,fill,20161490,tin can,BP20160036,,7.6371927,7.3735127,0.7353160381317139,0.7036430835723877,0.8082289695739746
1547,1547,1547,1547,1548,chair,chain of the tabs,20161491,tin can,BP20160036,,11.2863655,10.764995,0.8241700232028961,0.7514360100030899,0.7065575420856476
1548,1548,1548,1548,1549,chair,Use as reinforcement for walls etc.,20161492,tin can,BP20160036,,17.937555,17.70678,0.6978955566883087,0.6666543185710907,0.5854896306991577
1275,1275,1275,1275,1276,chair,toothpick,20161444,fork,BP20160037,,9.51455,7.469361,0.8833847790956497,0.5476693212985992,1.0
1276,1276,1276,1276,1277,chair,hair curler,20161445,fork,BP20160037,,12.390216,13.195582,0.7366422712802887,0.8626330196857452,0.7146557867527008
1277,1277,1277,1277,1278,chair,brush,20161446,fork,BP20160037,,8.4203825,7.514251,0.75140780210495,0.604008287191391,0.4406226873397827
1278,1278,1278,1278,1279,chair,fix in the ground as a pole,20161447,fork,BP20160037,,12.739672,12.173953,0.669951468706131,0.5935267210006714,0.5763157308101654
1279,1279,1279,1279,1280,chair,scratch your back ,20161448,fork,BP20160037,,8.192437,7.4102664,0.8165544271469116,0.6737074553966522,0.578513503074646
1280,1280,1280,1280,1281,chair,javelin throw,20161449,fork,BP20160037,,11.208627,11.526436,0.7410193085670471,0.793613001704216,0.754975751042366
1281,1281,1281,1281,1282,chair,weapon,20161450,fork,BP20160037,,9.016597,8.631538,0.8724124729633331,0.8071174472570419,0.5864088237285614
1282,1282,1282,1282,1283,chair,nail cleaner,20161451,fork,BP20160037,,11.348649,11.376821,0.7484160959720612,0.7562558948993683,0.7720974981784821
1283,1283,1283,1283,1284,chair,artwork,20161452,fork,BP20160037,,8.841945,9.552275,0.8205083310604095,0.9665604382753372,0.8554741144180298
997,997,997,997,998,chair,handkerchief,20161484,book,BP20160037,,8.472148,9.010876,0.7652401924133301,0.9147402122616768,0.908246323466301
998,998,998,998,999,chair,coaster,20161485,book,BP20160037,,8.111664,8.541094,0.7338162064552307,0.8625434190034866,0.9076851233839989
999,999,999,999,1000,chair,hat,20161486,book,BP20160037,,8.043305,8.374421,0.7079449594020844,0.8124193400144577,0.8009484112262726
1549,1549,1549,1549,1550,chair,decoration,20161503,tin can,BP20160037,,8.196847,7.7044697,0.7207832932472229,0.6508031785488129,0.6864742040634155
1550,1550,1550,1550,1551,chair,soccer,20161504,tin can,BP20160037,,8.839008,9.27214,0.81248439848423,0.9130639508366584,0.8526375591754913
1551,1551,1551,1551,1552,chair,instrument,20161505,tin can,BP20160037,,8.6745825,8.572351,0.7900241762399673,0.7880164682865143,0.924638994038105
1284,1284,1284,1284,1285,chair,raking grass,20161509,fork,BP20160038,,11.788359,11.64305,0.7690690010786057,0.7504773586988449,1.0
1285,1285,1285,1285,1286,chair,a candlestick of folds,20161510,fork,BP20160038,,10.554604,10.793959,0.7033146023750305,0.7431867122650146,0.7876396924257278
1286,1286,1286,1286,1287,chair,jewelry pendant,20161511,fork,BP20160038,,14.251455,14.4876175,0.7761350572109222,0.8138884603977203,0.743579626083374
1287,1287,1287,1287,1288,chair,Puncture holes,20161512,fork,BP20160038,,12.624,11.171111,0.8914121389389038,0.6726792454719543,0.8914492726325989
1000,1000,1000,1000,1001,chair,coaster,20161523,book,BP20160038,,8.111664,8.541094,0.7338162064552307,0.8625434190034866,0.8904973864555359
1001,1001,1001,1001,1002,chair,raise something,20161524,book,BP20160038,,7.831528,7.855204,0.7461487054824829,0.8022417426109314,0.8575956225395203
1002,1002,1002,1002,1003,chair,doorstop,20161525,book,BP20160038,,8.658492,8.365611,0.8548300415277481,0.8470857441425323,1.0343085303902626
1003,1003,1003,1003,1004,chair,wall shelf,20161526,book,BP20160038,,10.271754,11.294153,0.5662183463573456,0.7275591492652893,0.7781945765018463
1552,1552,1552,1552,1553,chair,make music,20161533,tin can,BP20160038,,8.808589,8.930792,0.8168696314096451,0.8577486276626587,0.7910194247961044
1553,1553,1553,1553,1554,chair,use as an ashtray,20161534,tin can,BP20160038,,9.141569,8.363975,0.6659761965274811,0.5600109696388245,0.809629499912262
1554,1554,1554,1554,1555,chair,shooting object,20161535,tin can,BP20160038,,11.701255,11.9246645,0.8053851574659348,0.8507740348577499,0.7083369493484497
1555,1555,1555,1555,1556,chair,candlestick,20161536,tin can,BP20160038,,9.086955,8.102184,0.8558204621076584,0.6945728659629822,0.8696814775466919
1288,1288,1288,1288,1289,chair,food,20161540,fork,BP20160039,,8.749712,8.487783,0.8023739159107208,0.7620457708835602,1.0
1289,1289,1289,1289,1290,chair,painting,20161541,fork,BP20160039,,8.290492,9.151114,0.7316031157970428,0.8998098894953728,0.7776090651750565
1290,1290,1290,1290,1291,chair,build,20161542,fork,BP20160039,,8.808025,8.192644,0.8886443451046944,0.7763615101575851,0.787174329161644
1291,1291,1291,1291,1292,chair,play,20161543,fork,BP20160039,,8.401905,9.082285,0.79097680747509,0.9338312894105912,0.7087981104850769
1292,1292,1292,1292,1293,chair,dig,20161544,fork,BP20160039,,8.411886,7.5964804,0.8714431971311569,0.7164206802845001,0.7260303795337677
1293,1293,1293,1293,1294,chair,scraping things out,20161545,fork,BP20160039,,10.4289,9.194279,0.7748066782951355,0.5930533111095428,0.5241503715515137
1294,1294,1294,1294,1295,chair,can open,20161546,fork,BP20160039,,7.7399282,7.8100367,0.729417473077774,0.7514879405498505,0.6461085081100464
1295,1295,1295,1295,1296,chair,harm someone,20161547,fork,BP20160039,,8.679849,8.690976,0.8977617770433426,0.9098202809691428,0.7808919250965118
1004,1004,1004,1004,1005,chair,read,20161559,book,BP20160039,,8.212921,5.070841,0.8621518760919571,0.3443890810012817,0.8130908012390137
1005,1005,1005,1005,1006,chair,strike,20161560,book,BP20160039,,8.494269,8.257517,0.8632791638374329,0.8691088408231735,0.8796139433979988
1006,1006,1006,1006,1007,chair,to keep fire going,20161561,book,BP20160039,,10.049702,9.788166,0.6997194588184357,0.6811370849609375,0.5001537501811981
1007,1007,1007,1007,1008,chair,use as a building block,20161562,book,BP20160039,,13.719021,13.664261,0.7269832491874695,0.7307588458061218,0.3946039080619812
1008,1008,1008,1008,1009,chair,put down as art,20161563,book,BP20160039,,8.210796,7.2370796,0.7349389493465424,0.6041516065597534,0.6058368384838104
1009,1009,1009,1009,1010,chair,get inspired,20161564,book,BP20160039,,7.660102,6.6204615,0.7368847131729126,0.5878672897815704,0.460175096988678
1556,1556,1556,1556,1557,chair,to drink from,20161575,tin can,BP20160039,,8.5129175,8.446622,0.754531979560852,0.7585236728191376,0.7673098593950272
1557,1557,1557,1557,1558,chair,to kick against,20161576,tin can,BP20160039,,7.9894314,8.722219,0.7362774014472961,0.8994587436318398,0.6450783312320709
1558,1558,1558,1558,1559,chair,to keep things in,20161577,tin can,BP20160039,,7.7819343,7.920289,0.7786810398101807,0.8305687308311462,0.6501142382621765
1559,1559,1559,1559,1560,chair,flowers to deploy,20161578,tin can,BP20160039,,11.673837,11.212194,0.8893701434135437,0.8247343450784683,0.6496838927268982
1296,1296,1296,1296,1297,chair,garden tools,20161584,fork,BP20160040,,11.06763,11.240293,0.6986704170703888,0.7274332046508789,1.0
1297,1297,1297,1297,1298,chair,teaspoon,20161585,fork,BP20160040,,11.276193,9.607786,0.9953627926297486,0.7173590958118439,0.9354409500956535
1298,1298,1298,1298,1299,chair,picking up gum from the sidewalk,20161586,fork,BP20160040,,13.311327,13.295951,0.6886016130447388,0.688177227973938,0.7898194491863251
1299,1299,1299,1299,1300,chair,weapon,20161587,fork,BP20160040,,9.016597,8.631538,0.8724124729633331,0.8071174472570419,0.791640967130661
1010,1010,1010,1010,1011,chair,bookend,20161602,book,BP20160040,,8.434269,8.124815,0.907321371138096,0.9008066281676292,0.9918738957494497
1560,1560,1560,1560,1561,chair,can toss,20161609,tin can,BP20160040,,7.8142686,7.687477,0.7264732718467712,0.7209643125534058,0.8501177281141281
1561,1561,1561,1561,1562,chair,give to a vagrant who collects cans,20161610,tin can,BP20160040,,13.44098,11.190112,0.9097220823168756,0.5818939805030823,0.6596624553203583
1562,1562,1562,1562,1563,chair,hang behind the wedding car,20161611,tin can,BP20160040,,13.8718,14.165828,0.6282480955123901,0.6713158488273621,0.779287576675415
1563,1563,1563,1563,1564,chair,reuse,20161612,tin can,BP20160040,,9.048201,8.412992,0.8995663747191429,0.7952495068311691,0.8224876970052719
1300,1300,1300,1300,1301,chair,Stitches,20161617,fork,BP20160041,,9.660354,9.411562,0.887858010828495,0.8494677692651749,1.0
1301,1301,1301,1301,1302,chair,comb hair,20161618,fork,BP20160041,,12.50004,12.953321,0.7295515835285187,0.8001356571912766,0.6904199123382568
1302,1302,1302,1302,1303,chair,disassemble knot ,20161619,fork,BP20160041,,11.083333,10.222143,0.7980183809995651,0.6702966392040253,0.6537313163280487
1303,1303,1303,1303,1304,chair,Prying something ' out of something ,20161620,fork,BP20160041,,10.4606695,10.258726,0.8638976067304611,0.8352795839309692,0.7877792418003082
1304,1304,1304,1304,1305,chair,use as a screwdriver ,20161621,fork,BP20160041,,10.982283,9.823702,0.7824234217405319,0.6130459010601044,0.6561094522476196
1305,1305,1305,1305,1306,chair,Poking holes in all kinds of things,20161622,fork,BP20160041,,17.166302,16.57091,0.7602633386850357,0.6772660613059998,0.5411214232444763
1306,1306,1306,1306,1307,chair,Puncture holes ,20161627,fork,BP20160042,,12.624,11.171111,0.8914121389389038,0.6726792454719543,1.0
1307,1307,1307,1307,1308,chair,Hair combing,20161628,fork,BP20160042,,12.035725,12.862758,0.7499932050704956,0.8818207606673241,0.7874067276716232
1308,1308,1308,1308,1309,chair,pick out something,20161629,fork,BP20160042,,7.6312804,7.6849914,0.742089033126831,0.7622541189193726,0.7373580038547516
1309,1309,1309,1309,1310,chair,tickle ,20161630,fork,BP20160042,,8.597484,8.500598,0.8424659818410873,0.8320071846246719,0.7978629171848297
1310,1310,1310,1310,1311,chair,scratch your back ,20161631,fork,BP20160042,,8.192437,7.4102664,0.8165544271469116,0.6737074553966522,0.7375869154930115
1311,1311,1311,1311,1312,chair,unbutton,20161632,fork,BP20160042,,9.495108,9.456725,0.9181748256087304,0.9189675748348236,0.9413120038807392
1312,1312,1312,1312,1313,chair,make scratches in a window,20161633,fork,BP20160042,,10.845816,11.4884,0.6881222128868103,0.7886844575405121,0.9349127486348152
1011,1011,1011,1011,1012,chair,Beat,20161640,book,BP20160042,,8.484101,8.084912,0.8456468880176544,0.8170038312673569,0.8392288237810135
1012,1012,1012,1012,1013,chair,sit on,20161641,book,BP20160042,,6.104376,7.618035,0.4535841941833496,0.765330582857132,0.6716053485870361
1013,1013,1013,1013,1014,chair,use as a pillow ,20161642,book,BP20160042,,8.581231,9.904937,0.5083365738391876,0.7181283235549927,0.5404125154018402
1014,1014,1014,1014,1015,chair,use to elevate something,20161643,book,BP20160042,,9.343976,9.614737,0.7232680320739746,0.7992092818021774,0.383009672164917
1015,1015,1015,1015,1016,chair,use as a stool,20161644,book,BP20160042,,8.291516,10.332224,0.4733606576919555,0.7913711369037628,0.35921919345855713
1564,1564,1564,1564,1565,chair,On standing,20161656,tin can,BP20160042,,6.040875,7.8031144,0.4557699561119079,0.7982325404882431,0.5902304947376251
1313,1313,1313,1313,1314,chair,"stick for in your hair, just as Asians have",20161664,fork,BP20160043,,15.612956,15.986188,0.6912564337253571,0.7454168796539307,1.0
1314,1314,1314,1314,1315,chair,knitting needle,20161665,fork,BP20160043,,13.189923,12.916639,0.7856387495994568,0.7478178143501282,0.6293522417545319
1315,1315,1315,1315,1316,chair,drumstick,20161666,fork,BP20160043,,9.266772,8.278932,0.9156472459435464,0.7377566993236542,0.8496985286474228
1316,1316,1316,1316,1317,chair,triangle stick,20161667,fork,BP20160043,,9.9669075,9.002017,0.7089367806911469,0.5714076459407806,0.6573194861412048
1317,1317,1317,1317,1318,chair,for sand sculpture,20161668,fork,BP20160043,,10.845444,11.636766,0.6503631174564362,0.7702107429504395,0.6517621278762817
