id,response_id,eucldist_object_response,eucldist_chair_response,cosdist_object_response,cosdist_chair_response,object,response,originality_rater01,utility_rater01,surprise_rater01,originality_rater02,utility_rater02,surprise_rater02,rater_01,rater_02
391,2022040391,"36,372,335","6,575,807",0.352933884,0.650684923,tin can,be used as a planter for small plants or herbs,3,4,3,NA,NA,NA,MB,NA
392,2022040392,"3,774,071","68,825,073",0.357666433,0.698228538,tin can,be used to,99,99,99,NA,NA,NA,MB,IS
393,2022040393,"26,255,577","6,565,707",0.171595931,0.634830147,tin can,Make a tin can telephone,2,4,2,NA,NA,NA,MB,NA
394,2022040394,"37,538,445","66,648,173",0.370855212,0.665517569,tin can,Use it as a coin bank,2,5,1,NA,NA,NA,MB,NA
395,2022040395,"35,868,478","6,237,912",0.343182325,0.566567123,tin can,Turn it into a vase or planter,3,4,3,NA,NA,NA,MB,NA
396,2022040396,"36,830,778","64,111,137",0.363485157,0.609745085,tin can,Make a lantern out of it,3,4,3,NA,NA,NA,MB,NA
397,2022040397,"35,806,825","6,479,429",0.349001169,0.636755258,tin can,Use it as part of a homemade wind chime or mobile,3,3,2,NA,NA,NA,MB,NA
398,2022040398,"33,914,995","62,990,856",0.303468347,0.581151247,tin can,Decorate it and use it as a gift box or jewelry holder,2,4,2,NA,NA,NA,MB,NA
399,2022040399,"5,105,053","76,371,927",0.479566872,0.735316038,tin can,Fill,NA,NA,NA,NA,NA,NA,NA,IS
400,2022040400,"5,001,276","7,058,078",0.554228723,0.688332796,tin can,vase for flowers,NA,NA,NA,NA,NA,NA,NA,IS
401,2022040401,"4,554,414","66,755,633",0.507424057,0.639088273,tin can,hold pens and pencils,2,5,1,NA,NA,NA,MB,NA
402,2022040402,"55,579,467","79,714,723",0.570426911,0.80212988,tin can,coin bank,NA,NA,NA,NA,NA,NA,NA,IS
403,2022040403,"4,027,435","6,731,542",0.414799929,0.668372154,tin can,make a wind chime,3,3,2,NA,NA,NA,MB,NA
404,2022040404,"38,689,804","62,998,595",0.37016207,0.560462922,tin can,make a candle holder,2,4,2,NA,NA,NA,MB,NA
405,2022040405,"29,738,026","6,994,983",0.226986051,0.778861746,tin can,tin cancan be,99,99,99,NA,NA,NA,MB,IS
406,2022040406,"76,565,614","8,725,508",0.742841095,0.747745156,tin can,telephone,NA,NA,NA,NA,NA,NA,NA,IS
407,2022040407,"54,126,863","7,055,132",0.519070983,0.611264437,tin can,candle holder,2,4,2,NA,NA,NA,MB,IS
408,2022040408,"55,684,986","8,060,158",0.545723438,0.79839085,tin can,plant pot,NA,NA,NA,NA,NA,NA,NA,IS
409,2022040409,"5,432,624","699,382",0.564656079,0.624467462,tin can,pencil holder,2,5,1,NA,NA,NA,MB,IS
410,2022040410,"55,579,467","79,714,723",0.570426911,0.80212988,tin can,coin bank,NA,NA,NA,NA,NA,NA,NA,IS
411,2022040411,"53,415,666","69,569,154",0.561060905,0.626603603,tin can,picture frame,4,3,3,NA,NA,NA,MB,IS
412,2022040412,"7,000,648","8,292,153",0.651221275,0.705116689,tin can,vase,NA,NA,NA,NA,NA,NA,NA,IS
413,2022040413,"5,143,932","7,150,906",0.548294663,0.682934284,tin can,Travel mug,NA,NA,NA,NA,NA,NA,NA,IS
414,2022040414,"53,276,367","7,249,154",0.514134586,0.654084265,tin can,dog bowl,NA,NA,NA,NA,NA,NA,NA,IS
415,2022040415,"35,962,844","61,976,132",0.353894413,0.56292519,tin can,Make a candle holder by punching holes in the top and bottom of the can,2,4,2,NA,NA,NA,MB,NA
416,2022040416,"35,868,478","6,237,912",0.343182325,0.566567123,tin can,Turn it into a vase or planter,3,4,3,NA,NA,NA,MB,NA
417,2022040417,"37,304,647","59,645,267",0.372870743,0.500844121,tin can,Use it as a pencil holder on your desk,2,5,1,NA,NA,NA,MB,NA
418,2022040418,"3,571,774","64,822,497",0.339621902,0.627088249,tin can,Fill it with candy or other small treats and give it as a gift,3,4,2,NA,NA,NA,MB,NA
419,2022040419,"36,368,713","61,717,954",0.360069335,0.554364681,tin can,Decorate it and use it as part of a centerpiece or table,3,4,2,NA,NA,NA,MB,NA
420,2022040420,"76,565,614","8,725,508",0.742841095,0.747745156,tin can,telephone,NA,NA,NA,NA,NA,NA,NA,IS
421,2022040421,"6,507,315","8,128,116",0.625743479,0.727277279,tin can,lantern,NA,NA,NA,NA,NA,NA,NA,IS
422,2022040422,"71,461,596","853,927",0.637536496,0.718653828,tin can,stove,NA,NA,NA,NA,NA,NA,NA,IS
423,2022040423,"5,557,062","77,528,734",0.597642928,0.778148249,tin can,wind chime,NA,NA,NA,NA,NA,NA,NA,IS
424,2022040424,"7,610,337","9,065,444",0.836149186,0.87699692,tin can,piñata,NA,NA,NA,NA,NA,NA,NA,IS
424,2022040424,NA,NA,NA,NA,tin can,pinata,NA,NA,NA,NA,NA,NA,NA,IS
425,2022040425,"70,509,057","8,168,779",0.679844856,0.695212483,tin can,planter,NA,NA,NA,NA,NA,NA,NA,IS
426,2022040426,"5,884,381","79,653,525",0.626296341,0.789775848,tin can,bird feeder,NA,NA,NA,NA,NA,NA,NA,IS
427,2022040427,"54,126,863","7,055,132",0.519070983,0.611264437,tin can,candle holder,2,4,2,NA,NA,NA,MB,IS
428,2022040428,"7,312,662","8,599,352",0.744598597,0.775085136,tin can,robot,NA,NA,NA,NA,NA,NA,NA,IS
429,2022040429,"28,199,968","6,372,888",0.200160086,0.606045693,tin can,Make a wind chime out of tin cans and metal spoons,3,3,2,NA,NA,NA,MB,NA
430,2022040430,"32,819,028","6,348,125",0.286398411,0.606020004,tin can,Cut the top off a tin can and use it as a planter for small succulents or cacti,3,4,3,NA,NA,NA,MB,NA
431,2022040431,"37,190,652","6,221,162",0.386502624,0.571765482,tin can,cute piggy bank by painting it pink and adding eyes nostrils and a coin slot in the top,2,4,2,NA,NA,NA,MB,NA
432,2022040432,"34,979,334","6,817,281",0.309807062,0.687933415,tin can,Plant a herb garden in tin cans,3,4,3,NA,NA,NA,MB,NA
433,2022040433,"2,913,073","64,656,014",0.2158463,0.63236329,tin can,Make a wind chime out of tin cans and beads,3,3,2,NA,NA,NA,MB,NA
434,2022040434,"30,785,844","6,203,275",0.245909214,0.559561014,tin can,Use tin cans as candle holders for an outdoor party,2,4,2,NA,NA,NA,MB,NA
435,2022040435,"31,841,211","63,970,137",0.265333056,0.608478487,tin can,Create a mini Zen garden in a tin can,4,3,4,NA,NA,NA,MB,NA
436,2022040436,"30,428,464","6,418,219",0.239673436,0.616065681,tin can,Make a robot out of recycled materials including tin cans,4,2,4,NA,NA,NA,MB,NA
437,2022040437,"5,610,904","721,966",0.621136129,0.677978665,tin can,night light,NA,NA,NA,NA,NA,NA,NA,IS
438,2022040438,"37,549,694","6,406,607",0.377679825,0.607530147,tin can,be used as a vase for flowers,3,4,3,NA,NA,NA,MB,NA
439,2022040439,"3,688,234","64,351,625",0.363492727,0.614740461,tin can,be used to hold pens and pencils,2,5,1,NA,NA,NA,MB,NA
440,2022040440,"37,563,787","66,887,994",0.371200562,0.671335459,tin can,be used as a container for plants,3,4,3,NA,NA,NA,MB,NA
441,2022040441,"3,651,308","65,274,186",0.355386019,0.63770017,tin can,be used to store spices in the kitchen,2,5,1,NA,NA,NA,MB,NA
442,2022040442,"36,860,535","60,053,153",0.375341475,0.513000786,tin can,be used to organize makeup brushes on a vanity table.,2,5,1,NA,NA,NA,MB,NA
443,2022040443,"36,285,026","63,994,503",0.351477623,0.606309414,tin can,could be used as a vase for flowers,3,4,3,NA,NA,NA,MB,NA
444,2022040444,"42,336,283","579,489",0.465376377,0.46010673,tin can,a pencil holder on a desk,2,5,1,NA,NA,NA,MB,NA
445,2022040445,"3,595,022","6,052,198",0.348970473,0.523420483,tin can,could be used to hold makeup brushes on a dressing table,2,5,1,NA,NA,NA,MB,NA
446,2022040446,"39,876,082","63,553,243",0.440024197,0.601190835,tin can,hold pens and markers in an art studio,3,4,2,NA,NA,NA,MB,NA
447,2022040447,"32,910,442","66,251,144",0.280973852,0.656152129,tin can,could be used as a cookie jar,2,5,2,NA,NA,NA,MB,NA
448,2022040448,"3,553,646","6,555,441",0.336035669,0.645965248,tin can,could be used as a planter for small plants or herbs,3,4,3,NA,NA,NA,MB,NA
449,2022040449,NA,NA,NA,NA,tin can,It could also be used as a candle holder,NA,NA,NA,NA,NA,NA,NA,IS
449,2022040449,"3,458,258","62,485,094",0.322260857,0.574868917,tin can,It could also be used as a candle holder,,,,,,,,
450,2022040450,"31,579,468","6,504,857",0.261300147,0.646269649,tin can,For those who love baking a tin can be turned into a mini-loaf pan perfect for individual servings,4,3,4,NA,NA,NA,MB,NA
451,2022040451,"36,653,864","6,801,961",0.364376426,0.719541132,tin can,Have trouble opening jars?,99,99,99,NA,NA,NA,MB,NA
452,2022040452,"36,418,602","6,284,029",0.35410887,0.577479869,tin can,be used as a makeshift candle,2,4,2,NA,NA,NA,MB,NA
453,2022040453,"33,760,839","6,510,229",0.299965024,0.633165717,tin can,be used to store small items like paper clips or jewelry,2,5,1,NA,NA,NA,MB,NA
454,2022040454,"37,549,694","6,406,607",0.377679825,0.607530147,tin can,be used as a vase for flowers,3,4,3,NA,NA,NA,MB,NA
455,2022040455,"3,745,608","62,910,504",0.368763685,0.574015886,tin can,be used as a pen holder,2,5,1,NA,NA,NA,MB,NA
456,2022040456,"37,568,061","66,356,535",0.370910764,0.657582402,tin can,be used as a coin bank,2,5,1,NA,NA,NA,MB,NA
457,2022040457,"39,273,815","64,706",0.409726679,0.619009852,tin can,be turned into a wind chime,3,3,2,NA,NA,NA,MB,NA
458,2022040458,"41,350,036","68,431,993",0.453958988,0.710870683,tin can,small planter for herbs or succulents,3,4,3,NA,NA,NA,MB,IS
459,2022040459,"2,977,103","62,451,954",0.22763598,0.567895025,tin can,Use a tin can to create a DIY candle holder or tea light holder,2,4,2,NA,NA,NA,MB,NA
460,2022040460,"32,054,932","63,167,505",0.269537687,0.59925881,tin can,Make a mini piñata out of a tin can – perfect for parties or decoration!,3,4,3,NA,NA,NA,MB,NA
460,2022040460,NA,NA,NA,NA,tin can,Make a mini pinata out of a tin can ‚Äì perfect for parties or decoration!,NA,NA,NA,NA,NA,NA,NA,IS
461,2022040461,"30,778,828","63,362,846",0.246138632,0.5963085,tin can,Decorate a tin can and use it as cute storage for pens pencils,2,5,1,NA,NA,NA,MB,NA
462,2022040462,"3,313,126","63,397,365",0.292829812,0.605597675,tin can,Create a fun wind chime by painting and decorating tin cans of different sizes then punching holes in the top and bottom of each can. Suspend them from string or wire at different lengths to create unique tones,3,3,2,NA,NA,NA,MB,NA
463,2022040463,"32,643,561","63,080,444",0.282771051,0.593928248,tin can,Make a mini piñata by filling a small tin can with candy then covering the opening with paper and securing it with tape or glue,3,4,3,NA,NA,NA,MB,NA
463,2022040463,NA,NA,NA,NA,tin can,Make a mini pinata by filling a small tin can with candy then covering the opening with paper and securing it with tape or glue,NA,NA,NA,NA,NA,NA,NA,IS
464,2022040464,"3,191,728","64,825,225",0.26758641,0.634244978,tin can,Make a wind chime out of a tin can and some string,3,3,2,NA,NA,NA,MB,NA
465,2022040465,"39,334,679","65,027,943",0.428010762,0.640944809,tin can,plant holder by painting it and adding drainage holes,3,4,3,NA,NA,NA,MB,NA
466,2022040466,"31,306,167","60,364,676",0.255221188,0.518566728,tin can,Use a tin can as a pencil holder on your desk,2,5,1,NA,NA,NA,MB,NA
467,2022040467,"3,096,812","63,259,645",0.249569595,0.596002966,tin can,Make a mini trash can out of a tin can by decorating it and adding a lid,2,4,2,NA,NA,NA,MB,NA
468,2022040468,"48,832,974","7,041,076",0.57183677,0.714833856,tin can,Create art by,3,3,2,NA,NA,NA,MB,IS
469,2022040469,"36,285,026","63,994,503",0.351477623,0.606309414,tin can,could be used as a vase for flowers,3,4,3,NA,NA,NA,MB,NA
470,2022040470,"4,124,054","67,148,724",0.465119481,0.690185159,tin can,a container for paintbrushes,2,5,1,NA,NA,NA,MB,NA
471,2022040471,"35,434,914","61,010,723",0.336810648,0.534827441,tin can,could be used to hold pencils or pens on a desk,2,5,1,NA,NA,NA,MB,NA
472,2022040472,"39,058,146","6,717,535",0.399749041,0.675354451,tin can,a planter for small plants or herbs,3,4,3,NA,NA,NA,MB,NA
473,2022040473,"34,392,624","68,294,706",0.306191742,0.703256965,tin can,could be used to store coins,2,5,1,NA,NA,NA,MB,NA
474,2022040474,"35,396,082","6,361,448",0.329918861,0.593381912,tin can,could be used as a vase,3,4,3,NA,NA,NA,MB,NA
475,2022040475,"35,674,596","6,410,487",0.343244791,0.614339769,tin can,could be used as a container for pens and pencils,2,5,1,NA,NA,NA,MB,NA
476,2022040476,"36,473,224","66,150,513",0.348695636,0.65262264,tin can,could be used as a coin bank,2,5,1,NA,NA,NA,MB,NA
477,2022040477,"35,836,751","65,623,636",0.33230859,0.635072023,tin can,could be used to hold keys,2,5,1,NA,NA,NA,MB,NA
478,2022040478,"36,427,705","644,413",0.3569929,0.620325059,tin can,could be used as a paperweight,3,4,2,NA,NA,NA,MB,NA
479,2022040479,0,"72,677,965",1.19E-07,0.745433539,tin can,tin can,NA,NA,NA,NA,NA,NA,NA,IS
480,2022040480,"3,191,728","64,825,225",0.26758641,0.634244978,tin can,Make a wind chime out of a tin can and some string,3,3,2,NA,NA,NA,MB,NA
481,2022040481,"29,304,488","66,272,807",0.218807638,0.656885415,tin can,Use a tin can as a plant pot,3,4,3,NA,NA,NA,MB,NA
482,2022040482,"5,432,624","699,382",0.564656079,0.624467462,tin can,pencil holder,2,5,1,NA,NA,NA,MB,IS
483,2022040483,"29,982,502","62,178,726",0.231638372,0.563667297,tin can,Upcycle a tin can into a vase or candle holder,2,4,2,NA,NA,NA,MB,NA
484,2022040484,"29,432,151","6,502,135",0.221973181,0.633464307,tin can,Make your own mini trash can out of an old tin can,2,5,1,NA,NA,NA,MB,NA
485,2022040485,"4,727,144","7,130,626",0.520441711,0.723588586,tin can,Create illuminated lantern,NA,NA,NA,NA,NA,NA,NA,IS
486,2022040486,"42,372,403","7,276,628",0.431707442,0.771753281,tin can,can opener,NA,NA,NA,NA,NA,NA,NA,IS
487,2022040487,"8,048,132","9,603,654",0.793215021,0.879511788,tin can,colander,NA,NA,NA,NA,NA,NA,NA,IS
488,2022040488,"54,126,863","7,055,132",0.519070983,0.611264437,tin can,candle holder,2,4,2,NA,NA,NA,MB,IS
489,2022040489,"7,000,648","8,292,153",0.651221275,0.705116689,tin can,vase,NA,NA,NA,NA,NA,NA,NA,IS
490,2022040490,"54,942,255","7,051,837",0.563439518,0.626990259,tin can,pen holder,2,5,1,NA,NA,NA,MB,IS
491,2022040491,"47,858,295","66,578,674",0.542486399,0.625142038,tin can,An ashtray,2,5,1,NA,NA,NA,MB,NA
492,2022040492,"5,884,381","79,653,525",0.626296341,0.789775848,tin can,bird feeder,NA,NA,NA,NA,NA,NA,NA,IS
493,2022040493,"5,557,062","77,528,734",0.597642928,0.778148249,tin can,wind chime,NA,NA,NA,NA,NA,NA,NA,IS
494,2022040494,"70,509,057","8,168,779",0.679844856,0.695212483,tin can,planter,NA,NA,NA,NA,NA,NA,NA,IS
495,2022040495,"40,487,156","68,831,635",0.418413937,0.704262495,tin can,planter for small plants or herbs,3,4,3,NA,NA,NA,MB,IS
496,2022040496,"33,247,328","60,824,404",0.294101179,0.531712174,tin can,Cut the top off of a tin can and use it as a pencil holder on your desk,2,5,1,NA,NA,NA,MB,NA
497,2022040497,"30,710,702","6,468,214",0.244463563,0.625986695,tin can,Use a tin can as a vase for fresh flowers,3,4,3,NA,NA,NA,MB,NA
498,2022040498,"30,909,877","6,454,005",0.248529196,0.629603028,tin can,Make a wind chime out of old tin cans and some string or wire,3,3,2,NA,NA,NA,MB,NA
499,2022040499,"4,905,959","75,108,137",0.503079921,0.761953622,tin can,Turn,NA,NA,NA,NA,NA,NA,NA,IS
500,2022040500,"7,000,648","8,292,153",0.651221275,0.705116689,tin can,vase,NA,NA,NA,NA,NA,NA,NA,IS
501,2022040501,"4,027,435","6,731,542",0.414799929,0.668372154,tin can,make a wind chime,3,3,2,NA,NA,NA,MB,NA
502,2022040502,"70,509,057","8,168,779",0.679844856,0.695212483,tin can,planter,NA,NA,NA,NA,NA,NA,NA,IS
503,2022040503,"5,884,381","79,653,525",0.626296341,0.789775848,tin can,bird feeder,NA,NA,NA,NA,NA,NA,NA,IS
504,2022040504,"40,128,827","5,988,075",0.428188622,0.504632294,tin can,hold pencils or pens on a desk,2,5,1,NA,NA,NA,MB,NA
505,2022050001,"71,566,772","68,453,045",0.734890193,0.617443174,book,door stop,NA,NA,NA,2,5,2,NA,IS
506,2022050002,"62,200,613","66,853,485",0.623315185,0.661415875,book,start a fire in an emergency situation,NA,NA,NA,2,4,2,NA,IS
507,2022050003,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
508,2022050004,"6,163,352","5,296,619",0.634313077,0.34850651,book,prop up a table or chair leg that is wobbling,2,4,2,3,4,2,MB,IS
509,2022050005,"6,312,704","6,454,457",0.666555792,0.621102095,book,coaster for drinks to protect,NA,NA,NA,2,5,1,NA,IS
510,2022050006,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
511,2022050007,"63,651,466","5,738,524",0.675155222,0.449152231,book,prop up a wobbly table,NA,NA,NA,3,4,2,NA,IS
512,2022050008,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
513,2022050009,"6,582,583","6,773,568",0.77134268,0.729051977,book,make a papier-mâché mask,NA,NA,NA,3,3,3,NA,IS
513,2022050009,NA,NA,NA,NA,book,make a papier-mache mask,NA,NA,NA,NA,NA,NA,NA,IS
514,2022050010,"5,948,823","6,377,548",0.571782649,0.599990845,book,cut up and made into a collage,NA,NA,NA,2,5,2,NA,IS
515,2022050011,"71,566,772","68,453,045",0.734890193,0.617443174,book,door stop,NA,NA,NA,2,5,2,NA,IS
516,2022050012,"6,319,337","5,635,387",0.640725076,0.42656213,book,hold up a table leg,2,4,2,3,4,2,MB,IS
517,2022050013,"6,369,084","6,511,275",0.66409713,0.623301953,book,coaster for your beverage,NA,NA,NA,2,5,1,NA,IS
518,2022050014,"5,900,651","66,016,016",0.553721994,0.647615135,book,fan yourself on a hot day,NA,NA,NA,3,5,2,NA,IS
519,2022050015,"5,819,416","64,193,344",0.540864199,0.611058921,book,weight to keep paper from flying away in the wind,NA,NA,NA,2,5,1,NA,IS
520,2022050016,"8,124,815","8,434,269",0.900806628,0.907321371,book,Bookend,NA,NA,NA,2,4,2,NA,IS
521,2022050017,"8,365,611","8,658,492",0.847085744,0.854830042,book,Doorstop,NA,NA,NA,2,5,2,NA,IS
522,2022050018,"8,987,339","8,695,191",0.939968154,0.830963925,book,Paperweight,NA,NA,NA,2,5,1,NA,IS
523,2022050019,"8,737,158","8,196,847",0.86568521,0.720783293,book,Decoration,NA,NA,NA,2,4,2,NA,IS
524,2022050020,"66,773,086","6,224,464",0.704076648,0.53971988,book,Cat bed/house,NA,NA,NA,4,3,4,NA,IS
525,2022050021,"6,892,982","6,857,608",0.751762033,0.674434274,book,Dog house/kennel,NA,NA,NA,5,3,4,NA,IS
526,2022050022,"68,809,724","7,031,728",0.675856233,0.652427971,book,Bird house,NA,NA,NA,5,3,4,NA,IS
527,2022050023,"9,406,594","8,168,779",0.972957578,0.695212483,book,Planter,NA,NA,NA,5,2,4,NA,IS
528,2022050024,"79,331,965","79,114,017",0.81455873,0.758460686,book,Halloween decoration,NA,NA,NA,2,3,2,NA,IS
529,2022050025,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
530,2022050026,"63,651,466","5,738,524",0.675155222,0.449152231,book,prop up a wobbly table,NA,NA,NA,3,4,2,NA,IS
531,2022050027,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
532,2022050028,"65,153,055","6,671,915",0.744595736,0.694621891,book,make a papier-mâché sculpture,NA,NA,NA,3,3,3,NA,IS
532,2022050028,NA,NA,NA,NA,book,make a papier-mache sculpture,NA,NA,NA,NA,NA,NA,NA,IS
533,2022050029,"61,401,124","66,019,416",0.626053482,0.663568974,book,used as fuel for a bonfire,NA,NA,NA,2,4,2,NA,IS
534,2022050030,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
535,2022050031,"64,070,463","57,295,604",0.669636011,0.446484387,book,prop up a table leg,NA,NA,NA,3,4,2,NA,IS
536,2022050032,"5,893,447","64,479,938",0.567381829,0.629116863,book,use as a doorstop,NA,NA,NA,2,5,2,NA,IS
537,2022050033,"9,070,099","8,711,526",0.931035481,0.8125543,book,birdhouse,NA,NA,NA,5,3,5,NA,IS
538,2022050034,"63,787,622","65,493,183",0.659142166,0.626876265,book,carve into a sculpture,NA,NA,NA,4,3,3,NA,IS
539,2022050035,"60,245,705","6,484,182",0.603137732,0.639916867,book,As part of a piñata,NA,NA,NA,5,4,4,NA,IS
539,2022050035,NA,NA,NA,NA,book,As part of a pinata,NA,NA,NA,NA,NA,NA,NA,IS
540,2022050036,"6,319,531","6,700,444",0.649477094,0.667188525,book,As fuel for a fire,NA,NA,NA,2,4,2,NA,IS
541,2022050037,"60,635,133","6,409,889",0.609166443,0.615741462,book,line the bottom of a birdcage,NA,NA,NA,4,4,4,NA,IS
542,2022050038,"8,389,649","8,138,883",0.86496827,0.765577152,book,co,NA,NA,NA,99,0,99,NA,IS
543,2022050039,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
544,2022050040,"6,183,057","607,203",0.608821929,0.516999036,book,keep a table level,NA,NA,NA,3,4,2,NA,IS
545,2022050041,"6,073,715","65,317,698",0.594761997,0.630646735,book,help with balance when doing Yoga or Pilates,3,5,3,4,5,3,MB,IS
546,2022050042,"61,183,867","57,435,675",0.626092076,0.448417783,book,stacked and used as a makeshift stool or end table,NA,NA,NA,3,3,3,NA,IS
547,2022050043,"5,360,132","6,579,982",0.434523582,0.6566073,book,If you're ever feeling losta book can act as a,NA,NA,NA,99,99,99,NA,IS
548,2022050044,"71,566,772","68,453,045",0.734890193,0.617443174,book,door stop,NA,NA,NA,2,5,2,NA,IS
549,2022050045,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
550,2022050046,"62,698,207","49,792,576",0.652368814,0.290716887,book,prop up a wobbly table or chair,2,4,2,3,4,2,MB,IS
551,2022050047,"65,264,745","56,610,193",0.708546966,0.432442427,book,make a makeshift stool or step stool,3,3,2,3,4,3,MB,IS
552,2022050048,"67,813,983","754,756",0.661421716,0.764100671,book,can,NA,NA,NA,4,1,2,NA,IS
553,2022050049,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
554,2022050050,"63,651,466","5,738,524",0.675155222,0.449152231,book,prop up a wobbly table,NA,NA,NA,3,4,2,NA,IS
555,2022050051,"61,842,065","65,202,365",0.617073178,0.623922765,book,keep your computer screen from getting scratched,4,2,3,4,1,3,MB,IS
556,2022050052,"58,956,656","6,553,016",0.557513148,0.642411619,book,makes a great paperweight,NA,NA,NA,2,5,1,NA,IS
557,2022050053,"5,900,651","66,016,016",0.553721994,0.647615135,book,fan yourself on a hot day,NA,NA,NA,3,5,2,NA,IS
558,2022050054,"6,235,435","7,279,983",0.575532436,0.735681593,book,If you,NA,NA,NA,99,99,99,NA,IS
559,2022050055,"56,656,303","65,514,545",0.505586058,0.6478903,book,can make a great doorstop,NA,NA,NA,2,5,2,NA,IS
560,2022050056,"51,778,564","6,485,762",0.389639437,0.640953302,book,If you're craftyyou can turn an old book into a unique journal.,NA,NA,NA,2,4,2,NA,IS
561,2022050057,"5,461,787","65,833,926",0.457845747,0.657148361,book,Don't have a coaster? No problem! Use a book instead,NA,NA,NA,2,5,1,NA,IS
562,2022050058,"5,741,644","63,603,487",0.528172195,0.605827838,book,can also be used as a paperweight to keep your papers from blowing away,NA,NA,NA,1,5,1,NA,IS
563,2022050059,"6,110,555","6,470,881",0.638536692,0.646573901,book,Tired of traditional placecards,NA,NA,NA,4,3,4,NA,IS
564,2022050060,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
565,2022050061,"63,651,466","5,738,524",0.675155222,0.449152231,book,prop up a wobbly table,NA,NA,NA,3,4,2,NA,IS
566,2022050062,"6,702,663","70,178,294",0.703139305,0.707718492,book,kill a spider,NA,NA,NA,1,5,1,NA,IS
567,2022050063,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
568,2022050064,"62,200,613","66,853,485",0.623315185,0.661415875,book,start a fire in an emergency situation,NA,NA,NA,2,4,2,NA,IS
569,2022050065,"67,813,983","754,756",0.661421716,0.764100671,book,can,NA,NA,NA,4,1,2,NA,IS
570,2022050066,"50,618,777","63,475,437",0.3715294,0.589316189,book,Make a book into a lampshade,NA,NA,NA,4,3,5,NA,IS
571,2022050067,"54,728,093","62,611,446",0.459091246,0.569506973,book,Use old books as wall decor in your home,NA,NA,NA,2,4,2,NA,IS
572,2022050068,"7,162,649","74,070,873",0.697866797,0.695063651,book,jewelry box,NA,NA,NA,5,3,4,NA,IS
573,2022050069,"50,766,063","63,827,353",0.373400211,0.601541489,book,Make a purse out of an old book,NA,NA,NA,5,3,5,NA,IS
574,2022050070,"53,671,107","6,422,753",0.430070996,0.631465614,book,Create a memory box by decoupaging an old book with photos and mementos,NA,NA,NA,3,4,2,NA,IS
575,2022050071,"58,009,067","584,697",0.532139391,0.472783089,book,Cover the top of a coffee table,NA,NA,NA,2,4,3,NA,IS
576,2022050072,"49,752,264","6,512,723",0.350191772,0.638724059,book,Using a book as a doorstop,NA,NA,NA,2,5,2,NA,IS
577,2022050073,"51,534,104","65,446,877",0.383567333,0.657943994,book,Tearing out pages of a book to use as confetti,NA,NA,NA,3,4,2,NA,IS
578,2022050074,"4,887,183","65,331,774",0.334045529,0.64018634,book,Making a paper airplanes out of the pages of a book,2,5,1,2,5,2,MB,IS
579,2022050075,"52,455,716","6,350,774",0.406712472,0.602161318,book,Creating a sculpture by stacking books in an interesting way,NA,NA,NA,4,4,3,NA,IS
580,2022050076,"55,561,786","64,538,684",0.480956435,0.628687888,book,Building a fort by surrounding yourself with stacked books,NA,NA,NA,4,3,4,NA,IS
581,2022050077,"46,448,774","6,673,681",0.290417612,0.66936174,book,Drawing on the pages of a book,NA,NA,NA,1,5,1,NA,IS
582,2022050078,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
583,2022050079,"6,177,492","6,099,939",0.629042327,0.532515526,book,prop up a table or other surface,NA,NA,NA,3,4,2,NA,IS
584,2022050080,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
585,2022050081,"6,015,076","65,503,926",0.590586573,0.646375537,book,stacked and arranged to create interesting sculptures or shapes,NA,NA,NA,3,4,3,NA,IS
586,2022050082,"5,616,276","64,134,417",0.495399415,0.616747856,book,cut open and its pages used as wrapping paper or for other crafts,NA,NA,NA,3,4,3,NA,IS
587,2022050083,"8,365,611","8,658,492",0.847085744,0.854830042,book,doorstop,NA,NA,NA,2,5,2,NA,IS
588,2022050084,"6,136,637","5,955,741",0.600743711,0.493256629,book,level a table or shelf,2,4,2,3,4,3,MB,IS
589,2022050085,"8,987,339","8,695,191",0.939968154,0.830963925,book,paperweight,NA,NA,NA,2,5,1,NA,IS
