"id","item","response","respondent_id","gpt3_id","temperature"
252,"fork","Keep your drink cold by freezing a few forks and adding them to your glass",46,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP",0.72
253,"fork","Get rid of",46,"cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP",0.72
254,"fork","Use a fork to eat soup instead of a spoon",47,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",0.72
255,"fork","Use a fork to apply makeup instead of a brush",47,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",0.72
256,"fork","Use a fork as a toothpick",47,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",0.72
257,"fork","Use a fork to scratch an itch you can't reach",47,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",0.72
258,"fork","Use a fork to play the piano (if the keys are big enough!)",47,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",0.72
259,"fork","Use a fork in",47,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",0.72
260,"fork","Eat cereal with a fork instead of a spoon",48,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",0.72
261,"fork","Use a fork to play fetch with your dog",48,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",0.72
262,"fork","Use a fork as a bookmark in your favorite book",48,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",0.72
263,"fork","Keep track of your keys by hanging them on a fork",48,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",0.72
264,"fork","Use a fork to open up tightly sealed jars",48,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",0.72
265,"fork","Sift flour by using a fork instead",48,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",0.72
266,"fork","Use a fork to eat soup instead of a spoon",49,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",0.73
267,"fork","Use a fork to play the piano",49,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",0.73
268,"fork","Use a fork to brush your teeth",49,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",0.73
269,"fork","Use a fork to comb your hair",49,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",0.73
270,"fork","Use a fork as a bookmark in your book",49,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",0.73
271,"fork","Stick forks in the ground to make a garden fence or trellis for climbing",49,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",0.73
272,"fork","Use a fork to curl your hair",50,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",0.73
273,"fork","Use a fork to eat soup without getting your hands dirty.",50,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",0.73
274,"fork","Stick a fork in an electrical outlet to see if it’s still working.",50,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",0.73
275,"fork","Hold a fork by the tines and use the handle to hammer in nails",50,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",0.73
276,"fork","Place a fork in between the door and door",50,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",0.73
277,"fork","eat food",51,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",0.73
278,"fork","utensil to cook food",51,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",0.73
279,"fork","serve food",51,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",0.73
280,"fork","tool to eat difficult foods such as lobster or steak",51,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",0.73
281,"fork","play musical instruments such as the violin or",51,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",0.73
282,"fork","Eating soup",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
283,"fork","Holding up a table",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
284,"fork","Using as a hairbrush",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
285,"fork","Wearing as a necklace",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
286,"fork","Building a fort",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
287,"fork","Pretending to be a telephone",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
288,"fork","Using as chopsticks",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
289,"fork","Making music with it",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
290,"fork","Digging in the sand",52,"cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX",0.74
291,"fork","hairpin",53,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",0.74
292,"fork","eat soup",53,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",0.74
293,"fork","back scratcher",53,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",0.74
294,"fork","pick up food that has fallen on the floor",53,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",0.74
295,"fork","play the piano",53,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",0.74
296,"fork","used",53,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",0.74
297,"fork","Use a fork to eat soup",54,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",0.74
298,"fork","Stick a fork in a piece of fruit to eat it",54,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",0.74
299,"fork","Use a fork as a spoon when eating cereal or yogurt",54,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",0.74
300,"fork","Hold a fork like chopsticks to eat rice or noodles",54,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",0.74
301,"fork","Stick a fork in your hair to hold it back while you're cooking",54,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",0.74
302,"fork","Use a fork",54,"cmpl-4zraqw62ODEyAK2awfLKbL89Lp8B3",0.74
303,"fork","Use a fork to comb your hair",55,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",0.75
304,"fork","Use a fork to apply makeup",55,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",0.75
305,"fork","Use a fork as a toothpick",55,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",0.75
306,"fork","Stick a fork in an electrical outlet to see if it's still working",55,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",0.75
307,"fork","Hold a fork by the tines and use the handle as a drumstick",55,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",0.75
308,"fork","Place a fork in front of a",55,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",0.75
309,"fork","Use a fork to fluff up your hair for a quick and easy hairstyle",56,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",0.75
310,"fork","Stick a fork in an electrical outlet to see if it's still working",56,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",0.75
311,"fork","Use a fork as a bookmark in your favorite book",56,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",0.75
312,"fork","Straighten out a bent fork with another fork",56,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",0.75
313,"fork","Curl your lashes with a cleanfork tine for",56,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",0.75
314,"fork","back scratcher",57,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",0.75
315,"fork","toothpick",57,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",0.75
316,"fork","remove splinters",57,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",0.75
317,"fork","apply makeup",57,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",0.75
318,"fork","comb your hair",57,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",0.75
319,"fork","open bottles and cans",57,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",0.75
320,"fork","Drive nails into wood",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
321,"fork","Pick up food from a plate",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
322,"fork","Hold hair in place while braiding",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
323,"fork","Eat soup without making a mess",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
324,"fork","Dig in the dirt",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
325,"fork","Measure ingredients",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
326,"fork","Play the piano",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
327,"fork","Make a snow angel",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
328,"fork","Comb your hair",58,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",0.76
329,"fork","used as impromptu toothpicks. Simply insert the tines of the fork into your teeth and give them a good cleaning",59,"cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb",0.76
330,"fork","If you're ever in a pinch and need to open a bottle of wine use a fork! Stick the fork into the cork and twist it until the cork pops out",59,"cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb",0.76
331,"fork","Use a fork",59,"cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb",0.76
332,"fork","eat food",60,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",0.76
333,"fork","pick up food that has fallen on the ground",60,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",0.76
334,"fork","help cut food into smaller pieces",60,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",0.76
335,"fork","shovel to scoop up food onto your plate",60,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",0.76
336,"fork","projectile in a",60,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",0.76
337,"tin can","Tin Can Telephone: This is a classic use for a tin can and one that has been around for generations. All you need are two tin cans some string and something to punch holes in the bottom of the cans (a nail or a sharp object). Once you have your materials simply tie the string between the two cans making sure that the string is tight",61,"cmpl-4zrbJ1ywGvexOFDxf6gmBhbuPPecR",0.67
338,"tin can","could be used as a vase for flowers",62,"cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc",0.67
339,"tin can","a pen holder on a desk",62,"cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc",0.67
340,"tin can","could be used to store loose change",62,"cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc",0.67
341,"tin can","hold toothpicks on a countertop",62,"cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc",0.67
342,"tin can","might be used as a planter for small plants or",62,"cmpl-4zrbN3psnyAw89kktoFkUMgimFZjc",0.67
343,"tin can","telephone",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
344,"tin can","candle holder",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
345,"tin can","pen/pencil holder",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
346,"tin can","vase",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
347,"tin can","bird feeder",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
348,"tin can","planter",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
349,"tin can","wind chime",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
350,"tin can","homemade musical instrument",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
351,"tin can","storage container",63,"cmpl-4zrbRsbIaGxBqfOccYpoUD0CMO0xl",0.67
352,"tin can","vase",64,"cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a",0.68
353,"tin can","planter",64,"cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a",0.68
354,"tin can","hold pens and pencils",64,"cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a",0.68
355,"tin can","coin bank",64,"cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a",0.68
356,"tin can","candle holder",64,"cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a",0.68
357,"tin can","tin cancan",64,"cmpl-4zrbTqtxt7KQ7CDXrryUu5jgWJ69a",0.68
358,"tin can","vase for flowers",65,"cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8",0.68
359,"tin can","It can be used as a candle holder",65,"cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8",0.68
360,"tin can","store small items such as buttons beads and other craft supplies",65,"cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8",0.68
361,"tin can","It makes a great piggy bank!",65,"cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8",0.68
362,"tin can","planter for small plants",65,"cmpl-4zrbYEeeRyYskiBlOLBZdW7zFQkf8",0.68
363,"tin can","be used as a small planter for succulents or cacti",66,"cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An",0.68
364,"tin can","be used as a pencil holder on a desk",66,"cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An",0.68
365,"tin can","cut in half and used as salt and pepper shakers",66,"cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An",0.68
366,"tin can","be used to hold paperclips or other small office supplies",66,"cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An",0.68
367,"tin can","be painted",66,"cmpl-4zrbcJSjnrQGQryl58b1WsAPwo0An",0.68
368,"tin can","telephone",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
369,"tin can","lantern",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
370,"tin can","plant pot",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
371,"tin can","vase",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
372,"tin can","bird feeder",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
373,"tin can","An ashtray",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
374,"tin can","pencil holder",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
375,"tin can","paintbrush holder",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
376,"tin can","coin bank",67,"cmpl-4zrbgvVmZ78Tof0ZmGZSQtMyJiKFW",0.69
377,"tin can","small planter for succulents or cacti",68,"cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr",0.69
378,"tin can","pencil holder by painting it and adding some fun embellishments",68,"cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr",0.69
379,"tin can","Use a tin can to make your own mini piñata filled with candy or other treats",68,"cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr",0.69
380,"tin can","Cut out stars from paper and glue them onto",68,"cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr",0.69
381,"tin can","could be used as a vase for flowers",69,"cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu",0.69
382,"tin can","a candle holder",69,"cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu",0.69
383,"tin can","hold pencils or pens on a desk",69,"cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu",0.69
384,"tin can","hold makeup brushes on a vanity",69,"cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu",0.69
385,"tin can","store coins or other small items",69,"cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu",0.69
386,"tin can","It",69,"cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu",0.69
387,"tin can","be used as a coin bank",70,"cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA",0.7
388,"tin can","be used to store pencils and pens",70,"cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA",0.7
389,"tin can","be used as a vase for flowers",70,"cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA",0.7
390,"tin can","be used as a container for homemade candles",70,"cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA",0.7
391,"tin can","be used as a planter for small plants or herbs",70,"cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA",0.7
392,"tin can","be used to",70,"cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA",0.7
393,"tin can","Make a tin can telephone",71,"cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil",0.7
394,"tin can","Use it as a coin bank",71,"cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil",0.7
395,"tin can","Turn it into a vase or planter",71,"cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil",0.7
396,"tin can","Make a lantern out of it",71,"cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil",0.7
397,"tin can","Use it as part of a homemade wind chime or mobile",71,"cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil",0.7
398,"tin can","Decorate it and use it as a gift box or jewelry holder",71,"cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil",0.7
399,"tin can","Fill",71,"cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil",0.7
400,"tin can","vase for flowers",72,"cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4",0.7
401,"tin can","hold pens and pencils",72,"cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4",0.7
402,"tin can","coin bank",72,"cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4",0.7
403,"tin can","make a wind chime",72,"cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4",0.7
404,"tin can","make a candle holder",72,"cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4",0.7
405,"tin can","tin cancan be",72,"cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4",0.7
406,"tin can","telephone",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
407,"tin can","candle holder",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
408,"tin can","plant pot",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
409,"tin can","pencil holder",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
410,"tin can","coin bank",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
411,"tin can","picture frame",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
412,"tin can","vase",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
413,"tin can","Travel mug",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
414,"tin can","dog bowl",73,"cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm",0.71
415,"tin can","Make a candle holder by punching holes in the top and bottom of the can",74,"cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0",0.71
416,"tin can","Turn it into a vase or planter",74,"cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0",0.71
417,"tin can","Use it as a pencil holder on your desk",74,"cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0",0.71
418,"tin can","Fill it with candy or other small treats and give it as a gift",74,"cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0",0.71
419,"tin can","Decorate it and use it as part of a centerpiece or table",74,"cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0",0.71
420,"tin can","telephone",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
421,"tin can","lantern",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
422,"tin can","stove",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
423,"tin can","wind chime",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
424,"tin can","piñata",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
425,"tin can","planter",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
426,"tin can","bird feeder",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
427,"tin can","candle holder",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
428,"tin can","robot",75,"cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC",0.71
429,"tin can","Make a wind chime out of tin cans and metal spoons",76,"cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST",0.72
430,"tin can","Cut the top off a tin can and use it as a planter for small succulents or cacti",76,"cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST",0.72
431,"tin can","cute piggy bank by painting it pink and adding eyes nostrils and a coin slot in the top",76,"cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST",0.72
432,"tin can","Plant a herb garden in tin cans",77,"cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt",0.72
433,"tin can","Make a wind chime out of tin cans and beads",77,"cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt",0.72
434,"tin can","Use tin cans as candle holders for an outdoor party",77,"cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt",0.72
435,"tin can","Create a mini Zen garden in a tin can",77,"cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt",0.72
436,"tin can","Make a robot out of recycled materials including tin cans",77,"cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt",0.72
437,"tin can","night light",77,"cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt",0.72
438,"tin can","be used as a vase for flowers",78,"cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x",0.72
439,"tin can","be used to hold pens and pencils",78,"cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x",0.72
440,"tin can","be used as a container for plants",78,"cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x",0.72
441,"tin can","be used to store spices in the kitchen",78,"cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x",0.72
442,"tin can","be used to organize makeup brushes on a vanity table.",78,"cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x",0.72
443,"tin can","could be used as a vase for flowers",79,"cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J",0.73
444,"tin can","a pencil holder on a desk",79,"cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J",0.73
445,"tin can","could be used to hold makeup brushes on a dressing table",79,"cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J",0.73
446,"tin can","hold pens and markers in an art studio",79,"cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J",0.73
447,"tin can","could be used as a cookie jar",79,"cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J",0.73
448,"tin can","could be used as a planter for small plants or herbs",80,"cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu",0.73
449,"tin can","It could also be used as a candle holder; simply place a votive candle inside and enjoy the flickering light",80,"cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu",0.73
450,"tin can","For those who love baking a tin can be turned into a mini-loaf pan perfect for individual servings",80,"cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu",0.73
451,"tin can","Have trouble opening jars?",80,"cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu",0.73
452,"tin can","be used as a makeshift candle",81,"cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l",0.73
453,"tin can","be used to store small items like paper clips or jewelry",81,"cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l",0.73
454,"tin can","be used as a vase for flowers",81,"cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l",0.73
455,"tin can","be used as a pen holder",81,"cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l",0.73
456,"tin can","be used as a coin bank",81,"cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l",0.73
457,"tin can","be turned into a wind chime",81,"cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l",0.73
458,"tin can","small planter for herbs or succulents",82,"cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW",0.74
459,"tin can","Use a tin can to create a DIY candle holder or tea light holder",82,"cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW",0.74
460,"tin can","Make a mini piñata out of a tin can – perfect for parties or decoration!",82,"cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW",0.74
461,"tin can","Decorate a tin can and use it as cute storage for pens pencils",82,"cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW",0.74
462,"tin can","Create a fun wind chime by painting and decorating tin cans of different sizes then punching holes in the top and bottom of each can. Suspend them from string or wire at different lengths to create unique tones",83,"cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z",0.74
463,"tin can","Make a mini piñata by filling a small tin can with candy then covering the opening with paper and securing it with tape or glue",83,"cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z",0.74
464,"tin can","Make a wind chime out of a tin can and some string",84,"cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz",0.74
465,"tin can","plant holder by painting it and adding drainage holes",84,"cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz",0.74
466,"tin can","Use a tin can as a pencil holder on your desk",84,"cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz",0.74
467,"tin can","Make a mini trash can out of a tin can by decorating it and adding a lid",84,"cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz",0.74
468,"tin can","Create art by",84,"cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz",0.74
469,"tin can","could be used as a vase for flowers",85,"cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31",0.75
470,"tin can","a container for paintbrushes",85,"cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31",0.75
471,"tin can","could be used to hold pencils or pens on a desk",85,"cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31",0.75
472,"tin can","a planter for small plants or herbs",85,"cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31",0.75
473,"tin can","could be used to store coins",85,"cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31",0.75
474,"tin can","could be used as a vase",86,"cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G",0.75
475,"tin can","could be used as a container for pens and pencils",86,"cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G",0.75
476,"tin can","could be used as a coin bank",86,"cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G",0.75
477,"tin can","could be used to hold keys",86,"cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G",0.75
478,"tin can","could be used as a paperweight",86,"cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G",0.75
479,"tin can","tin can",86,"cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G",0.75
480,"tin can","Make a wind chime out of a tin can and some string",87,"cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0",0.75
481,"tin can","Use a tin can as a plant pot",87,"cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0",0.75
482,"tin can","pencil holder",87,"cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0",0.75
483,"tin can","Upcycle a tin can into a vase or candle holder",87,"cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0",0.75
484,"tin can","Make your own mini trash can out of an old tin can",87,"cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0",0.75
485,"tin can","Create illuminated lantern",87,"cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0",0.75
