id,response_id,eucldist_object_response,eucldist_chair_response,cosdist_object_response,cosdist_chair_response,object,response,category01,category02,category03,category04
431,2022040431,3.7190652,6.221162,0.386502624,0.571765482,tin can,cute piggy bank by painting it pink and adding eyes nostrils and a coin slot in the top,127,301,,
783,2022050279,3.7478034,6.2701225,0.388296485,0.581921011,tin can,cute and easy vase by wrapping twine or yarn around the middle,127,110,,
796,2022050292,4.235904,7.0898237,0.397266388,0.694927663,tin can,money box,127,301,,
1597,20161962,4.235904,7.0898237,0.397266388,0.694927663,tin can,money box,127,301,,
1640,20167317,4.235904,7.0898237,0.397266388,0.694927663,tin can,money box,127,301,,
472,2022040472,3.9058146,6.717535,0.399749041,0.675354451,tin can,a planter for small plants or herbs,127,301,,
363,2022040363,3.7977326,6.5348506,0.40006721,0.653934538,tin can,be used as a small planter for succulents or cacti,127,301,,
775,2022050271,4.138622,6.9836087,0.409098804,0.700444877,tin can,hold small plants or flowers,127,301,,
1446,20160607,3.9878428,6.362371,0.40944165,0.584066838,tin can,turn it into a lamp,127,301,,
1502,20161030,3.9878428,6.362371,0.40944165,0.584066838,tin can,turn it into a lamp,127,301,,
457,2022040457,3.9273815,6.4706,0.409726679,0.619009852,tin can,be turned into a wind chime,127,114,,
1418,20160387,4.048741,6.193272,0.413192689,0.541422546,tin can,as a candle holder,127,301,,
361,2022040361,3.9056816,6.5580597,0.413598657,0.648468167,tin can,It makes a great piggy bank!,127,301,,
403,2022040403,4.027435,6.731542,0.414799929,0.668372154,tin can,make a wind chime,127,114,,
501,2022040501,4.027435,6.731542,0.414799929,0.668372154,tin can,make a wind chime,127,114,,
802,2022050298,4.027435,6.731542,0.414799929,0.668372154,tin can,Make a wind chime,127,114,,
495,2022040495,4.0487156,6.8831635,0.418413937,0.704262495,tin can,planter for small plants or herbs,127,301,,
465,2022040465,3.9334679,6.5027943,0.428010762,0.640944809,tin can,plant holder by painting it and adding drainage holes,127,301,,
800,2022050296,4.328294,6.8913054,0.428616643,0.664105892,tin can,tissue box cover,127,,,
1472,20160804,4.0072703,6.271571,0.431130946,0.572732985,tin can,put in a candle for mood lighting,127,301,,
1417,20160386,4.176611,6.297746,0.449240923,0.568843991,tin can,as a vase,127,301,,
458,2022040458,4.1350036,6.8431993,0.453958988,0.710870683,tin can,small planter for herbs or succulents,127,301,,
382,2022040382,4.4881053,6.4435716,0.454844058,0.567743212,tin can,a candle holder,127,301,,
1501,20161029,4.8843846,7.029911,0.457801998,0.633698791,tin can,tea light,127,301,,
362,2022040362,4.3495317,6.8283134,0.46864289,0.678465396,tin can,planter for small plants,127,301,,
734,2022050230,4.6803403,7.1693354,0.500575185,0.724555075,tin can,a coin bank,127,301,,
1394,20160231,4.831761,6.6939044,0.517480403,0.612798214,tin can,a vase,127,301,,
344,2022040344,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
356,2022040356,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
407,2022040407,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
427,2022040427,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
488,2022040488,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
712,2022050208,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
741,2022050237,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
751,2022050247,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
774,2022050270,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
798,2022050294,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
1594,20161959,5.4126863,7.055132,0.519070983,0.611264437,tin can,candle holder,127,301,,
485,2022040485,4.727144,7.130626,0.520441711,0.723588586,tin can,Create illuminated lantern,127,301,,
1560,20161578,4.60369,7.431026,0.521050364,0.820292696,tin can,flowers to deploy,127,301,,
377,2022040377,4.4391694,6.914354,0.530136198,0.732700378,tin can,small planter for succulents or cacti,127,301,,
1606,20162018,4.4673386,6.4197283,0.531801432,0.60451287,tin can,make a washbasin,127,301,,
815,2022050311,5.645367,7.979453,0.536095828,0.762358874,tin can,soap dish,127,301,,
373,2022040373,4.7858295,6.6578674,0.542486399,0.625142038,tin can,An ashtray,127,301,,
491,2022040491,4.7858295,6.6578674,0.542486399,0.625142038,tin can,An ashtray,127,301,,
715,2022050211,4.7858295,6.6578674,0.542486399,0.625142038,tin can,An ashtray,127,301,,
370,2022040370,5.5684986,8.060158,0.545723438,0.79839085,tin can,plant pot,127,301,,
408,2022040408,5.5684986,8.060158,0.545723438,0.79839085,tin can,plant pot,127,301,,
742,2022050238,5.5684986,8.060158,0.545723438,0.79839085,tin can,plant pot,127,301,,
795,2022050291,5.5684986,8.060158,0.545723438,0.79839085,tin can,plant pot,127,301,,
814,2022050310,5.5684986,8.060158,0.545723438,0.79839085,tin can,plant pot,127,301,,
358,2022040358,5.001276,7.058078,0.554228723,0.688332796,tin can,vase for flowers,127,301,,
400,2022040400,5.001276,7.058078,0.554228723,0.688332796,tin can,vase for flowers,127,301,,
721,2022050217,5.001276,7.058078,0.554228723,0.688332796,tin can,vase for flowers,127,301,,
792,2022050288,5.001276,7.058078,0.554228723,0.688332796,tin can,vase for flowers,127,301,,
411,2022040411,5.3415666,6.9569154,0.561060905,0.626603603,tin can,picture frame,127,,,
355,2022040355,5.5579467,7.9714723,0.570426911,0.80212988,tin can,coin bank,127,301,,
376,2022040376,5.5579467,7.9714723,0.570426911,0.80212988,tin can,coin bank,127,301,,
402,2022040402,5.5579467,7.9714723,0.570426911,0.80212988,tin can,coin bank,127,301,,
410,2022040410,5.5579467,7.9714723,0.570426911,0.80212988,tin can,coin bank,127,301,,
716,2022050212,5.5579467,7.9714723,0.570426911,0.80212988,tin can,coin bank,127,301,,
725,2022050221,5.5579467,7.9714723,0.570426911,0.80212988,tin can,coin bank,127,301,,
773,2022050269,5.5579467,7.9714723,0.570426911,0.80212988,tin can,coin bank,127,301,,
1587,20161909,5.5117216,7.362542,0.594776839,0.703561187,tin can,phone case,127,301,,
349,2022040349,5.557062,7.7528734,0.597642928,0.778148249,tin can,wind chime,127,114,,
423,2022040423,5.557062,7.7528734,0.597642928,0.778148249,tin can,wind chime,127,114,,
493,2022040493,5.557062,7.7528734,0.597642928,0.778148249,tin can,wind chime,127,114,,
744,2022050240,5.557062,7.7528734,0.597642928,0.778148249,tin can,wind chime,127,114,,
757,2022050253,5.557062,7.7528734,0.597642928,0.778148249,tin can,wind chime,127,114,,
812,2022050308,5.557062,7.7528734,0.597642928,0.778148249,tin can,wind chime,127,114,,
750,2022050246,5.5342402,7.6999483,0.601439357,0.773685038,tin can,piggy bank,127,301,,
797,2022050293,5.5342402,7.6999483,0.601439357,0.773685038,tin can,piggy bank,127,301,,
437,2022040437,5.610904,7.21966,0.621136129,0.677978665,tin can,night light,127,301,,
369,2022040369,6.507315,8.128116,0.625743479,0.727277279,tin can,lantern,127,301,,
421,2022040421,6.507315,8.128116,0.625743479,0.727277279,tin can,lantern,127,301,,
808,2022050304,6.507315,8.128116,0.625743479,0.727277279,tin can,lantern,127,301,,
1641,20167318,5.71882,5.782039,0.642657518,0.422533989,tin can,seat cover,128,,,
346,2022040346,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
352,2022040352,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
371,2022040371,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
412,2022040412,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
489,2022040489,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
500,2022040500,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
713,2022050209,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
726,2022050222,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
749,2022050245,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
1577,20161814,7.000648,8.292153,0.651221275,0.705116689,tin can,vase,127,301,,
348,2022040348,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
353,2022040353,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
425,2022040425,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
494,2022040494,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
502,2022040502,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
720,2022050216,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
755,2022050251,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
1495,20161018,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
1592,20161957,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
1607,20162019,7.0509057,8.168779,0.679844856,0.695212483,tin can,planter,127,301,,
1556,20161536,7.3748784,9.086955,0.744961292,0.855820462,tin can,candlestick,127,301,,
746,2022050242,7.123441,7.93417,0.786672533,0.70688948,tin can,lampshade,127,,,
799,2022050295,7.123441,7.93417,0.786672533,0.70688948,tin can,lampshade,127,,,
1432,20160515,7.167609,8.111664,0.788195923,0.733816206,tin can,coaster,127,,,
1399,20160278,7.4670134,8.833955,0.848125011,0.862787545,tin can,flowerpot,127,301,,
449,2022040449,NA,NA,NA,NA,tin can,It could also be used as a candle holder,127,301,,
1461,20160793,3.7776113,6.5053077,0.379989266,0.629912198,tin can,decorate as nicely as possible,128,,,
1471,20160803,3.7776113,6.5053077,0.379989266,0.629912198,tin can,decorate as nicely as possible,128,,,
1426,20160457,3.7960913,6.4118485,0.403749228,0.623886675,tin can,key ring (with the clip from the can),128,,,
1407,20160376,4.023786,6.540003,0.417701721,0.625853121,tin can,hang behind your car when you get married,128,,,
1447,20160608,4.092781,6.7732725,0.423981667,0.674176633,tin can,make it a fan,128,,,
1563,20161611,4.1800394,6.3267603,0.444736481,0.572655767,tin can,hang behind the wedding car,128,,,
781,2022050277,4.3832684,6.9627695,0.475295424,0.709439784,tin can,Create fun patterns on,128,,,
1505,20161062,4.288037,6.340728,0.51873222,0.598900676,tin can,tying behind a car at a newlywed couple's house,128,,,
1500,20161028,4.3611107,6.362037,0.519358039,0.596714079,tin can,Tie bobbins behind your bicycle,128,,,
1627,20162184,6.023943,8.316076,0.529653937,0.762800992,tin can,decorate,128,,,
1600,20161965,5.2402496,6.955101,0.570561379,0.644483209,tin can,behind car,128,,,
1584,20161906,5.8963776,7.7514987,0.602582961,0.729086667,tin can,storage tank,128,301,,
1642,20167319,4.9444375,6.7525434,0.611947984,0.663697034,tin can,reflector on bicycle,128,,,
811,2022050307,6.562216,8.570356,0.726273715,0.874269232,tin can,pinhole camera,128,,,
1382,20160068,7.795631,9.647236,0.733810723,0.885289237,tin can,file,128,,,
1585,20161907,7.2934823,8.335159,0.761402309,0.740917116,tin can,crane,128,,,
1477,20160890,7.0686097,9.047614,0.842848718,0.971428217,tin can,tracing,128,,,
1610,20162135,3.7911396,6.154595,0.396529555,0.550673366,tin can,"shake, open and enjoy a cola shower",133,,,
1442,20160603,4.4440794,6.779359,0.472035766,0.654650122,tin can,pick up,133,,,
1470,20160802,5.9813476,8.429517,0.653652251,0.891412139,tin can,Puncture holes,133,,,
1541,20161412,3.7217467,6.4542108,0.37102133,0.619935125,tin can,use as a rattle,198,,,
484,2022040484,2.9432151,6.502135,0.221973181,0.633464307,tin can,Make your own mini trash can out of an old tin can,301,,,
461,2022040461,3.0778828,6.3362846,0.246138632,0.5963085,tin can,Decorate a tin can and use it as cute storage for pens pencils,301,123,110,
467,2022040467,3.096812,6.3259645,0.249569595,0.596002966,tin can,Make a mini trash can out of a tin can by decorating it and adding a lid,301,,,
466,2022040466,3.1306167,6.0364676,0.255221188,0.518566728,tin can,Use a tin can as a pencil holder on your desk,301,123,,
778,2022050274,3.1863837,6.183861,0.266614974,0.556924611,tin can,Make a pencil holder by painting and decorating a tin can,301,123,110,
1538,20161378,3.2554715,6.385324,0.267964602,0.587759286,tin can,plastic bag that you can close,301,,,
727,2022050223,3.2453704,6.247545,0.278159261,0.573477596,tin can,Cut the top off of a tin can and use it as a pencil holder,301,123,,
447,2022040447,3.2910442,6.6251144,0.280973852,0.656152129,tin can,could be used as a cookie jar,301,,,
496,2022040496,3.3247328,6.0824404,0.294101179,0.531712174,tin can,Cut the top off of a tin can and use it as a pencil holder on your desk,301,123,,
453,2022040453,3.3760839,6.510229,0.299965024,0.633165717,tin can,be used to store small items like paper clips or jewelry,301,123,125,
398,2022040398,3.3914995,6.2990856,0.303468347,0.581151247,tin can,Decorate it and use it as a gift box or jewelry holder,301,123,125,
804,2022050300,3.3950577,6.3460402,0.303760111,0.592228293,tin can,Decorate and use as a jewelry box,301,123,125,
820,2022050316,3.4246933,6.7455487,0.305838525,0.68653053,tin can,could be used to store coins or other small items,301,,,
473,2022040473,3.4392624,6.8294706,0.306191742,0.703256965,tin can,could be used to store coins,301,,,
759,2022050255,3.3974788,6.3838835,0.308406651,0.608369231,tin can,could be used to hold pencils or other small stationary items.,301,123,,
788,2022050284,3.4460237,6.303407,0.321637034,0.592724413,tin can,could be used to hold small office supplies like paperclips or pushpins,301,123,,
1412,20160381,3.588465,6.616461,0.325553894,0.638905138,tin can,use as jewelry box,301,123,125,
765,2022050261,3.5165553,6.530668,0.330661952,0.642962426,tin can,could be used to hold paintbrushes,301,123,,
477,2022040477,3.5836751,6.5623636,0.33230859,0.635072023,tin can,could be used to hold keys,301,123,,
366,2022040366,3.5234776,6.302232,0.334358692,0.586809903,tin can,be used to hold paperclips or other small office supplies,301,123,,
340,2022040340,3.5723712,6.6612153,0.334749401,0.665559858,tin can,could be used to store loose change,301,123,,
761,2022050257,3.5723712,6.6612153,0.334749401,0.665559858,tin can,could be used to store loose change,301,123,,
764,2022050260,3.567586,6.2766953,0.336262405,0.573538154,tin can,could be used as a pencil holder,301,123,,
787,2022050283,3.567586,6.2766953,0.336262405,0.573538154,tin can,could be used as a pencil holder,301,123,,
471,2022040471,3.5434914,6.1010723,0.336810648,0.534827441,tin can,could be used to hold pencils or pens on a desk,301,123,,
475,2022040475,3.5674596,6.410487,0.343244791,0.614339769,tin can,could be used as a container for pens and pencils,301,123,,
819,2022050315,3.5535595,6.041926,0.346119404,0.522664964,tin can,could be used as a desk tidy to hold penspencilspaperclipsetc,301,123,,
818,2022050314,3.5729358,6.4088426,0.346348047,0.616400599,tin can,could be used to hold paintbrushes and other painting supplies,301,123,,
1539,20161379,3.679821,6.2400017,0.347483754,0.556625515,tin can,folding aluminum foil into a pointy bag,301,999,,
476,2022040476,3.6473224,6.6150513,0.348695636,0.65262264,tin can,could be used as a coin bank,301,,,
445,2022040445,3.595022,6.052198,0.348970473,0.523420483,tin can,could be used to hold makeup brushes on a dressing table,301,123,,
794,2022050290,3.6355078,6.4748797,0.349290371,0.621293277,tin can,storage container for small items such as hair clips or jewelry,301,123,,
770,2022050266,3.5868285,6.501432,0.352562368,0.646559447,tin can,a storage container for small objects such as buttonsjewelryor coins.,301,123,,
737,2022050233,3.6635673,5.9402895,0.360363245,0.495569229,tin can,could be used as a pencil holder on a desk,301,123,,
439,2022040439,3.688234,6.4351625,0.363492727,0.614740461,tin can,be used to hold pens and pencils,301,123,,
1401,20160280,3.7430775,6.8030653,0.363519728,0.693834841,tin can,container to keep things in,301,123,,
1389,20160165,3.6687012,6.6219344,0.366721451,0.672833711,tin can,In a can you can store things (but that's also kind of its original use),301,,,
1519,20161172,3.7491689,6.797337,0.368584514,0.697392166,tin can,a beer can? or canned food?,301,,,
455,2022040455,3.745608,6.2910504,0.368763685,0.574015886,tin can,be used as a pen holder,301,123,,
1448,20160609,3.793045,6.3799067,0.370076835,0.588638425,tin can,turn it into a cup holder,301,123,,
360,2022040360,3.745307,6.6569495,0.370732129,0.665477127,tin can,store small items such as buttons beads and other craft supplies,301,,,
394,2022040394,3.7538445,6.6648173,0.370855212,0.665517569,tin can,Use it as a coin bank,301,123,,
387,2022040387,3.7568061,6.6356535,0.370910764,0.657582402,tin can,be used as a coin bank,301,123,,
456,2022040456,3.7568061,6.6356535,0.370910764,0.657582402,tin can,be used as a coin bank,301,123,,
417,2022040417,3.7304647,5.9645267,0.372870743,0.500844121,tin can,Use it as a pencil holder on your desk,301,123,,
724,2022050220,3.7302096,6.668472,0.373542607,0.675920039,tin can,store small items such as paperclips or buttons,301,,,
385,2022040385,3.8564131,6.9989634,0.373903692,0.726611078,tin can,store coins or other small items,301,,,
442,2022040442,3.6860535,6.0053153,0.375341475,0.513000786,tin can,be used to organize makeup brushes on a vanity table.,301,123,,
1554,20161534,3.733969,6.351707,0.375674188,0.595879734,tin can,use as an ashtray,301,,,
388,2022040388,3.7493262,6.577593,0.377040029,0.651530564,tin can,be used to store pencils and pens,301,123,,
733,2022050229,3.6950655,6.371185,0.379035234,0.612128884,tin can,could be used to hold paintbrushes in an artist's studio,301,123,,
738,2022050234,3.6950655,6.371185,0.379035234,0.612128884,tin can,could be used to hold paintbrushes in an artist's studio,301,123,,
364,2022040364,3.7681837,5.895047,0.38250351,0.484908581,tin can,be used as a pencil holder on a desk,301,123,,
1532,20161372,4.21802,6.9358864,0.383967698,0.653824538,tin can,plastic container with lid,301,123,,
803,2022050299,3.8365774,6.29812,0.386029065,0.574542165,tin can,Use as a pencil holder,301,123,,
1469,20160801,3.8756351,6.539467,0.3893134,0.627995789,tin can,"fill with water, to move water",301,,,
378,2022040378,3.877772,6.3921757,0.41532588,0.611855298,tin can,pencil holder by painting it and adding some fun embellishments,301,123,110,
754,2022050250,4.174009,6.924528,0.418093979,0.688812256,tin can,storage container for small items,301,123,,
752,2022050248,4.393939,7.01797,0.420922995,0.674158126,tin can,An ice cream container,301,116,,
1534,20161374,4.3244257,6.961656,0.42273432,0.674988717,tin can,pot with lid,301,123,,
383,2022040383,4.0128827,5.988075,0.428188622,0.504632294,tin can,hold pencils or pens on a desk,301,123,,
504,2022040504,4.0128827,5.988075,0.428188622,0.504632294,tin can,hold pencils or pens on a desk,301,123,,
341,2022040341,3.9618,6.2618213,0.428813219,0.574465573,tin can,hold toothpicks on a countertop,301,104,,
776,2022050272,3.8532727,6.3875866,0.430286825,0.627863288,tin can,storage container for pens and pencilspaper clipsetc.,301,123,,
1416,20160385,3.9998112,6.6188684,0.435977638,0.665015727,tin can,as a catch for the rain when it leaks,301,,,
1393,20160230,4.363203,6.794571,0.437043726,0.644577622,tin can,a chewing gum tray,301,127,,
1559,20161577,4.152212,6.895566,0.437859356,0.70471406,tin can,to keep things in,301,,,
446,2022040446,3.9876082,6.3553243,0.440024197,0.601190835,tin can,hold pens and markers in an art studio,301,123,,
1507,20161064,4.1349106,6.9005594,0.441804588,0.713442564,tin can,to store things in,301,,,
753,2022050249,4.6601186,6.745983,0.455413103,0.606837243,tin can,lunch box,301,,,
1397,20160276,4.774166,7.0959163,0.463935673,0.666027308,tin can,pen box,301,123,,
470,2022040470,4.124054,6.7148724,0.465119481,0.690185159,tin can,a container for paintbrushes,301,123,,
444,2022040444,4.2336283,5.79489,0.465376377,0.46010673,tin can,a pencil holder on a desk,301,123,,
732,2022050228,4.2336283,5.79489,0.465376377,0.46010673,tin can,a pencil holder on a desk,301,123,,
339,2022040339,4.273909,5.8284388,0.469311118,0.466348648,tin can,a pen holder on a desk,301,123,,
1580,20161817,4.907782,7.676191,0.473525286,0.770917699,tin can,water collector,301,,,
384,2022040384,4.2137074,6.186954,0.478297114,0.552057266,tin can,hold makeup brushes on a vanity,301,123,,
399,2022040399,5.105053,7.6371927,0.479566872,0.735316038,tin can,Fill,301,,,
1547,20161490,5.105053,7.6371927,0.479566872,0.735316038,tin can,fill,301,,,
1496,20161019,5.0977583,7.32103,0.482857823,0.677425265,tin can,storage box,301,,,
1499,20161027,5.1833825,7.008952,0.500139534,0.619306266,tin can,pen tray,301,123,,
354,2022040354,4.554414,6.6755633,0.507424057,0.639088273,tin can,hold pens and pencils,301,123,,
401,2022040401,4.554414,6.6755633,0.507424057,0.639088273,tin can,hold pens and pencils,301,123,,
1488,20161011,5.240456,6.7788305,0.507583588,0.575667322,tin can,lunch tray,301,,,
1604,20162016,4.973243,7.244001,0.51489684,0.703934789,tin can,water collection,301,,,
1483,20160896,4.584304,6.647895,0.524974167,0.63937518,tin can,shake before opening,301,123,,
351,2022040351,5.8992023,8.176095,0.538275689,0.762345254,tin can,storage container,301,123,,
490,2022040490,5.4942255,7.051837,0.563439518,0.626990259,tin can,pen holder,301,123,,
747,2022050243,5.4942255,7.051837,0.563439518,0.626990259,tin can,pen holder,301,123,,
1380,20160031,5.4942255,7.051837,0.563439518,0.626990259,tin can,Pen holder,301,123,,
1625,20162182,5.4942255,7.051837,0.563439518,0.626990259,tin can,pen holder,301,123,,
1629,20167306,5.4942255,7.051837,0.563439518,0.626990259,tin can,pen holder,301,123,,
374,2022040374,5.432624,6.99382,0.564656079,0.624467462,tin can,pencil holder,301,123,,
409,2022040409,5.432624,6.99382,0.564656079,0.624467462,tin can,pencil holder,301,123,,
482,2022040482,5.432624,6.99382,0.564656079,0.624467462,tin can,pencil holder,301,123,,
714,2022050210,5.432624,6.99382,0.564656079,0.624467462,tin can,pencil holder,301,123,,
722,2022050218,5.432624,6.99382,0.564656079,0.624467462,tin can,pencil holder,301,123,,
793,2022050289,5.432624,6.99382,0.564656079,0.624467462,tin can,pencil holder,301,123,,
1543,20161414,5.5849905,7.955964,0.568870753,0.793152913,tin can,store items,301,,,
345,2022040345,4.902446,6.7284255,0.579497665,0.646066278,tin can,pen/pencil holder,301,123,,
1593,20161958,5.599586,7.4986067,0.584427714,0.710913211,tin can,storage pens,301,123,,
1392,20160229,5.8632402,7.0902452,0.616462231,0.619432926,tin can,toothbrush holder,301,123,,
1398,20160277,5.8632402,7.0902452,0.616462231,0.619432926,tin can,toothbrush holder,301,123,,
723,2022050219,5.177012,7.1500354,0.617127329,0.723315209,tin can,hold paintbrushes,301,123,,
375,2022040375,5.532458,7.130489,0.629073828,0.675422758,tin can,paintbrush holder,301,123,,
1578,20161815,6.9859962,8.091651,0.724209696,0.71716249,tin can,ashtray,301,302,,
1643,20167320,6.9859962,8.091651,0.724209696,0.71716249,tin can,ashtray,301,302,,
1419,20160450,6.2917094,7.3629785,0.632153094,0.625113368,tin can,mirror,302,,,
1550,20161503,6.729584,8.196847,0.64418596,0.720783293,tin can,decoration,302,,,
1638,20167315,7.4479303,8.981015,0.744134218,0.824208215,tin can,wallpaper,302,,,
1434,20160517,7.928318,9.452079,0.826828048,0.893568106,tin can,garlands,302,,,
1491,20161014,3.8931806,6.2752,0.415621638,0.579311997,tin can,"with rope attached and then pass something, talking through it",303,,,
1435,20160596,4.385095,6.6964974,0.481623828,0.651719332,tin can,make a wired phone,303,,,
1402,20160281,5.2690115,7.06208,0.581577808,0.668721944,tin can,a phone,303,,,
1561,20161609,3.8437386,6.947613,0.346300423,0.685174823,tin can,can toss,304,,,
1475,20160888,4.4790096,6.88245,0.471093416,0.671297699,tin can,toss it,304,,,
1381,20160032,4.473089,6.87846,0.472837746,0.67267257,tin can,to throw,304,,,
1424,20160455,5.3456917,7.0351133,0.609927475,0.669846952,tin can,throwing equipment,304,,,
1437,20160598,6.019982,7.66645,0.617932498,0.705649346,tin can,throw,304,,,
1620,20162152,8.389224,9.607625,0.897100054,0.896712244,tin can,pitching,304,,,
1498,20161021,3.8269954,6.4020877,0.388611436,0.602713108,tin can,to put your hair in a bun around it,307,,,
380,2022040380,3.8474166,6.538548,0.392961919,0.636342943,tin can,Cut out stars from paper and glue them onto,307,,,
1415,20160384,3.8520272,6.5883226,0.410758674,0.666263759,tin can,use the label and cut something with it (because it is sharp),307,,,
1608,20162046,5.0708017,7.4333267,0.484512925,0.704334259,tin can,ice cream mold,307,,,
1566,20161708,5.5472045,6.532303,0.582659036,0.538451582,tin can,car folding,307,,,
1465,20160797,3.935844,6.5336823,0.414356947,0.636932194,tin can,who can throw the farthest,308,,,
1545,20161488,4.0383496,6.326278,0.415533721,0.57312873,tin can,Make toys for your feet,308,,,
1459,20160791,4.034148,6.7135577,0.43141824,0.677987903,tin can,as an example of waste,308,,,
1460,20160792,4.3953595,6.7908716,0.468211293,0.662011147,tin can,to throw away,308,,,
1479,20160892,4.4726596,7.231212,0.49150914,0.770790964,tin can,collect for recycling,308,,,
1516,20161169,5.0765805,7.0660634,0.547979087,0.674975157,tin can,throw away,308,,,
1451,20160680,4.8568196,7.6496997,0.57728368,0.872858211,tin can,pollute the streets ,308,,,
1529,20161259,6.3387914,8.600702,0.588280946,0.812516421,tin can,waste,308,,,
1489,20161012,5.7749023,7.9919777,0.589168817,0.785060048,tin can,waste bin,308,,,
1452,20160681,6.381282,8.813726,0.605417967,0.860108018,tin can,recycle ,308,,,
1474,20160887,6.968192,8.9209795,0.680700809,0.842796519,tin can,recycling,308,,,
1449,20160610,6.8584776,8.663925,0.682789922,0.813076809,tin can,litter,308,,,
1564,20161612,6.826364,9.048201,0.692142934,0.899566375,tin can,reuse,308,,,
451,2022040451,3.6653864,6.801961,0.364376426,0.719541132,tin can,Have trouble opening jars?,998,,,
1528,20161258,3.6815958,6.538011,0.36714226,0.646905959,tin can,"can in the water, you should really look it up on youtube!!!",998,,,
1468,20160800,3.771037,6.574708,0.384845436,0.654249042,tin can,between two bellies bring the can to another side,998,,,
1420,20160451,7.006968,8.524419,0.642340511,0.738395244,tin can,car,998,,,
1440,20160601,7.4888964,8.974202,0.798691601,0.853543907,tin can,tasks,998,,,
436,2022040436,3.0428464,6.418219,0.239673436,0.616065681,tin can,Make a robot out of recycled materials including tin cans,999,,,
1521,20161174,3.894606,6.38146,0.438608944,0.622956514,tin can,make farraday cage,999,,,
1497,20161020,4.2733455,6.6981134,0.516502053,0.697277486,tin can,binoculars (with lens in them),999,,,
428,2022040428,7.312662,8.599352,0.744598597,0.775085136,tin can,robot,999,,,
