"","id","response","item","category01","category02","category03","category04","respondent_id","response_id","temperature","object"
"127","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to eat soup instead of a spoon","fork",116,NA,NA,NA,"cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1",2022040254,0.72,"fork"
"128","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to eat soup instead of a spoon","fork",116,NA,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040266,0.73,"fork"
"129","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to play the piano","fork",114,NA,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040267,0.73,"fork"
"130","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Use a fork to play the piano","fork",114,NA,NA,NA,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",2022050141,0.66,"fork"
"131","cmpl-4zraUifPUfrYanvkLcAzlKBfY459v","Stick forks in the ground to make a garden fence or trellis for climbing","fork",102,108,NA,NA,"cmpl-4zraUifPUfrYanvkLcAzlKBfY459v",2022040271,0.73,"fork"
"132","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Straighten out a bent fork with another fork","fork",117,NA,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040312,0.75,"fork"
"133","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Curl your lashes with a cleanfork tine for","fork",131,NA,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040313,0.75,"fork"
"134","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Use a fork as a bookmark in your favorite book","fork",123,102,NA,NA,"cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS",2022040262,0.72,"fork"
"135","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Use a fork as a bookmark in your favorite book","fork",123,102,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040311,0.75,"fork"
"136","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Use a fork as a bookmark in your favorite book","fork",123,102,NA,NA,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",2022050129,0.66,"fork"
"137","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Use a fork to fluff up your hair for a quick and easy hairstyle","fork",126,113,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040309,0.75,"fork"
"138","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay",2022040244,0.71,"fork"
"139","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zratgs7BTfghucjtwvLdg3h5Ktcj",2022040306,0.75,"fork"
"140","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H",2022040310,0.75,"fork"
"141","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8",2022050110,0.65,"fork"
"142","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ",2022050139,0.66,"fork"
"143","cmpl-4zrawJ9oDldEBthK2vgZupbmFMm4H","Stick a fork in an electrical outlet to see if it's still working","fork",132,NA,NA,NA,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6",2022050161,0.78,"fork"
"144","cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","Hold a fork by the tines and use the handle to hammer in nails","fork",113,NA,NA,NA,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",2022040275,0.73,"fork"
"145","cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","Place a fork in between the door and door","fork",123,NA,NA,NA,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",2022040276,0.73,"fork"
"146","cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","Stick a fork in an electrical outlet to see if it’s still working.","fork",132,NA,NA,NA,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",2022040274,0.73,"fork"
"147","cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","Use a fork to eat soup without getting your hands dirty.","fork",116,NA,NA,NA,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",2022040273,0.73,"fork"
"148","cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","Use a fork to curl your hair","fork",126,113,NA,NA,"cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4",2022040236,0.71,"fork"
"149","cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt","Use a fork to curl your hair","fork",126,113,NA,NA,"cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt",2022040272,0.73,"fork"
"150","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","comb your hair","fork",126,113,NA,NA,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",2022040180,0.68,"fork"
"151","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","comb your hair","fork",126,113,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040220,0.7,"fork"
"152","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","comb your hair","fork",126,113,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040318,0.75,"fork"
"153","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","comb your hair","fork",126,113,NA,NA,"cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7",2022050178,0.79,"fork"
"154","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",2022040181,0.68,"fork"
"155","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",2022040185,0.68,"fork"
"156","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040191,0.68,"fork"
"157","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",2022040215,0.7,"fork"
"158","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040222,0.7,"fork"
"159","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040315,0.75,"fork"
"160","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",2022050106,0.65,"fork"
"161","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","toothpick","fork",131,130,NA,NA,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",2022050186,0.79,"fork"
"162","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",2022040168,0.67,"fork"
"163","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",2022040177,0.67,"fork"
"164","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",2022040179,0.68,"fork"
"165","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",2022040213,0.7,"fork"
"166","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040218,0.7,"fork"
"167","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040293,0.74,"fork"
"168","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040314,0.75,"fork"
"169","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",2022050104,0.65,"fork"
"170","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","back scratcher","fork",131,NA,NA,NA,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",2022050164,0.78,"fork"
"171","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","apply makeup","fork",131,NA,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040221,0.7,"fork"
"172","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","apply makeup","fork",131,NA,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040317,0.75,"fork"
"173","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","remove splinters","fork",130,131,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040192,0.68,"fork"
"174","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","remove splinters","fork",130,131,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040316,0.75,"fork"
"175","cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y","open bottles and cans","fork",104,NA,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040319,0.75,"fork"
"176","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Pick up food from a plate","fork",116,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040321,0.76,"fork"
"177","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Eat soup without making a mess","fork",116,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040323,0.76,"fork"
"178","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Drive nails into wood","fork",113,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040320,0.76,"fork"
"179","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Hold hair in place while braiding","fork",126,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040322,0.76,"fork"
"180","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Dig in the dirt","fork",113,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040324,0.76,"fork"
"181","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Make a snow angel","fork",110,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040327,0.76,"fork"
"182","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Measure ingredients","fork",104,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040325,0.76,"fork"
"183","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Play the piano","fork",114,NA,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040326,0.76,"fork"
"184","cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l","Comb your hair","fork",126,113,NA,NA,"cmpl-4zrb4pbZjJzgQf6xbhicfC27UEn7l",2022040328,0.76,"fork"
"185","cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb","used as impromptu toothpicks. Simply insert the tines of the fork into your teeth and give them a good cleaning","fork",131,130,NA,NA,"cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb",2022040329,0.76,"fork"
"186","cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb","If you're ever in a pinch and need to open a bottle of wine use a fork! Stick the fork into the cork and twist it until the cork pops out","fork",104,NA,NA,NA,"cmpl-4zrb7jeIL1TFrfKlWLLLftejtTyZb",2022040330,0.76,"fork"
"187","cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL","eat food","fork",116,NA,NA,NA,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",2022040173,0.67,"fork"
"188","cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL","eat food","fork",116,NA,NA,NA,"cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP",2022040277,0.73,"fork"
"189","cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL","eat food","fork",116,NA,NA,NA,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",2022040332,0.76,"fork"
"190","cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL","pick up food that has fallen on the ground","fork",133,116,NA,NA,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",2022040333,0.76,"fork"
"191","cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL","shovel to scoop up food onto your plate","fork",104,116,NA,NA,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",2022040335,0.76,"fork"
"192","cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL","help cut food into smaller pieces","fork",104,116,NA,NA,"cmpl-4zrbDITGHAQhN1jsdlVUwpqxbMxvL",2022040334,0.76,"fork"
"193","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","Use the tines of a fork","fork",0,NA,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040195,0.68,"fork"
"194","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","hairpin","fork",126,NA,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040190,0.68,"fork"
"195","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","hairpin","fork",126,NA,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040291,0.74,"fork"
"196","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","clean under your fingernails","fork",131,NA,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040193,0.68,"fork"
"197","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",2022040181,0.68,"fork"
"198","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",2022040185,0.68,"fork"
"199","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040191,0.68,"fork"
"200","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",2022040215,0.7,"fork"
"201","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040222,0.7,"fork"
"202","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040315,0.75,"fork"
"203","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",2022050106,0.65,"fork"
"204","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","toothpick","fork",131,130,NA,NA,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",2022050186,0.79,"fork"
"205","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","can double as a chopstick holder.","fork",104,116,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040194,0.68,"fork"
"206","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","remove splinters","fork",130,131,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040192,0.68,"fork"
"207","cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp","remove splinters","fork",130,131,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040316,0.75,"fork"
"208","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","Use a fork to eat spaghetti without making a mess","fork",116,NA,NA,NA,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",2022040197,0.69,"fork"
"209","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","Use a fork to eat soup without making a mess","fork",116,NA,NA,NA,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",2022040196,0.69,"fork"
"210","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","Use a fork to eat soup without making a mess","fork",116,NA,NA,NA,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh",2022050125,0.66,"fork"
"211","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","Use a fork to eat soup without making a mess","fork",116,NA,NA,NA,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj",2022050144,0.77,"fork"
"212","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","Use a fork to eat salad without making a mess","fork",116,NA,NA,NA,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",2022040198,0.69,"fork"
"213","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","Use a fork as a makeshift spoon if you don't have one handy","fork",116,NA,NA,NA,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",2022040199,0.69,"fork"
"214","cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI","use two forks stuck together tine-side out to make impromptu chopsticks","fork",116,104,NA,NA,"cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI",2022040200,0.69,"fork"
"215","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","Eat like a king or queen with your very own fork!","fork",116,NA,NA,NA,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",2022040201,0.69,"fork"
"216","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","Get rid of pesky bugs in your home by shooing them away with a fork","fork",133,NA,NA,NA,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",2022040204,0.69,"fork"
"217","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","Cook up a storm in the kitchen with some assistance from","fork",104,NA,NA,NA,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",2022040205,0.69,"fork"
"218","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","Give your pet cat or dog a bath with the help of your trusty fork","fork",105,NA,NA,NA,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",2022040203,0.69,"fork"
"219","cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC","Use it as a bookmark!","fork",123,102,NA,NA,"cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC",2022040202,0.69,"fork"
"220","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","Use it as a hairpin or hair tie","fork",126,NA,NA,NA,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",2022040165,0.67,"fork"
"221","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","Use it to pick up small items like coins or beads","fork",133,130,NA,NA,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",2022040164,0.67,"fork"
"222","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","Use it as a back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",2022040163,0.67,"fork"
"223","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","Stick it in the ground to mark your spot in a park","fork",102,NA,NA,NA,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",2022040167,0.67,"fork"
"224","cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO","Turn it into a miniature shovel for potted plants","fork",113,NA,NA,NA,"cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO",2022040166,0.67,"fork"
"225","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","Using forks as chopsticks","fork",116,NA,NA,NA,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",2022040211,0.69,"fork"
"226","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","Using a fork to open bottles or cans","fork",104,NA,NA,NA,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",2022040210,0.69,"fork"
"227","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","Using a fork to apply makeup instead of a brush","fork",131,NA,NA,NA,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",2022040207,0.69,"fork"
"228","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","Using a fork to eat spaghetti instead of a spoon","fork",116,NA,NA,NA,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",2022040206,0.69,"fork"
"229","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","Using a fork as a backscratcher","fork",131,NA,NA,NA,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",2022040208,0.69,"fork"
"230","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","Creating art with","fork",109,NA,NA,NA,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",2022040212,0.69,"fork"
"231","cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K","Using a fork to play the violin","fork",114,NA,NA,NA,"cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K",2022040209,0.69,"fork"
"232","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",2022040168,0.67,"fork"
"233","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw",2022040177,0.67,"fork"
"234","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",2022040179,0.68,"fork"
"235","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",2022040213,0.7,"fork"
"236","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040218,0.7,"fork"
"237","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrakJLlAzMdyKNNYUGLwDUYw1gGV",2022040293,0.74,"fork"
"238","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040314,0.75,"fork"
"239","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",2022050104,0.65,"fork"
"240","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","back scratcher","fork",131,NA,NA,NA,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg",2022050164,0.78,"fork"
"241","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","pick up small items like rice or beans","fork",116,NA,NA,NA,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",2022040169,0.67,"fork"
"242","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","clean dirt and grime out of small crevices and corners","fork",130,NA,NA,NA,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",2022040171,0.67,"fork"
"243","cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI","apply makeup such as lip gloss or mascara","fork",131,NA,NA,NA,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",2022040170,0.67,"fork"
"244","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","play the xylophone","fork",114,NA,NA,NA,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",2022040214,0.7,"fork"
"245","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","play the xylophone","fork",114,NA,NA,NA,"cmpl-59yR6IGKESjByzO1qGnZld0AJaqz7",2022050174,0.79,"fork"
"246","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-4zrZWebxU7t3KID75VgorICiQ98tS",2022040181,0.68,"fork"
"247","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6",2022040185,0.68,"fork"
"248","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp",2022040191,0.68,"fork"
"249","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm",2022040215,0.7,"fork"
"250","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa",2022040222,0.7,"fork"
"251","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-4zrb0QXXrFMPbzffB0TG92HVogg3y",2022040315,0.75,"fork"
"252","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj",2022050106,0.65,"fork"
"253","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","toothpick","fork",131,130,NA,NA,"cmpl-59yRDVaQRerSxPHw5w2J42In6nOuj",2022050186,0.79,"fork"
"254","cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm","back scratcher","fork",131,NA,NA,NA,"cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI",2022040168,0.67,"fork"
