,id,item,response,response_id,object,respondent_id,temperature,eucl_item_resp,eucl_objc_resp,cos_dist_item_resp,cos_dist_objc_resp
385,386,chair,It,2022040386,tin can,cmpl-4zrboUMyMByxhbrNsfLQZLnzSQJGu,0.69,7.30548,4.7582846,0.7303970456123352,0.4876748323440552
386,387,chair,be used as a coin bank,2022040387,tin can,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,0.7,6.6356535,3.7568061,0.6575824022293091,0.37091076374053955
387,388,chair,be used to store pencils and pens,2022040388,tin can,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,0.7,6.577593,3.7493262,0.6515305638313293,0.3770400285720825
388,389,chair,be used as a vase for flowers,2022040389,tin can,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,0.7,6.406607,3.7549694,0.6075301468372345,0.37767982482910156
389,390,chair,be used as a container for homemade candles,2022040390,tin can,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,0.7,6.4835215,3.460208,0.6252257227897644,0.31559884548187256
390,391,chair,be used as a planter for small plants or herbs,2022040391,tin can,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,0.7,6.575807,3.6372335,0.6506849229335785,0.3529338836669922
391,392,chair,be used to,2022040392,tin can,cmpl-4zrbtwe2uJcyLmGuEpGSsyDFGMDBA,0.7,6.8825073,3.774071,0.6982285380363464,0.3576664328575134
392,393,chair,Make a tin can telephone,2022040393,tin can,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,0.7,6.565707,2.6255577,0.6348301470279694,0.17159593105316162
393,394,chair,Use it as a coin bank,2022040394,tin can,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,0.7,6.6648173,3.7538445,0.6655175685882568,0.3708552122116089
394,395,chair,Turn it into a vase or planter,2022040395,tin can,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,0.7,6.237912,3.5868478,0.5665671229362488,0.3431823253631592
395,396,chair,Make a lantern out of it,2022040396,tin can,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,0.7,6.4111137,3.6830778,0.6097450852394104,0.3634851574897766
396,397,chair,Use it as part of a homemade wind chime or mobile,2022040397,tin can,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,0.7,6.479429,3.5806825,0.6367552578449249,0.3490011692047119
397,398,chair,Decorate it and use it as a gift box or jewelry holder,2022040398,tin can,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,0.7,6.2990856,3.3914995,0.5811512470245361,0.30346834659576416
398,399,chair,Fill,2022040399,tin can,cmpl-4zrbwSX9olf2MYhbNdZkBNcAZCQil,0.7,7.6371927,5.105053,0.7353160381317139,0.47956687211990356
399,400,chair,vase for flowers,2022040400,tin can,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,0.7,7.058078,5.001276,0.6883327960968018,0.5542287230491638
400,401,chair,hold pens and pencils,2022040401,tin can,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,0.7,6.6755633,4.554414,0.6390882730484009,0.5074240565299988
401,402,chair,coin bank,2022040402,tin can,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,0.7,7.9714723,5.5579467,0.8021298795938492,0.5704269111156464
402,403,chair,make a wind chime,2022040403,tin can,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,0.7,6.731542,4.027435,0.6683721542358398,0.41479992866516113
403,404,chair,make a candle holder,2022040404,tin can,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,0.7,6.2998595,3.8689804,0.5604629218578339,0.37016206979751587
404,405,chair,tin cancan be,2022040405,tin can,cmpl-4zrc1U1RBUdlbhTUgAPDFfMfYh1z4,0.7,6.994983,2.9738026,0.7788617461919785,0.22698605060577393
405,406,chair,telephone,2022040406,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,8.725508,7.6565614,0.747745156288147,0.7428410947322845
406,407,chair,candle holder,2022040407,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,7.055132,5.4126863,0.6112644374370575,0.5190709829330444
407,408,chair,plant pot,2022040408,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,8.060158,5.5684986,0.7983908504247665,0.5457234382629395
408,409,chair,pencil holder,2022040409,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,6.99382,5.432624,0.6244674623012543,0.5646560788154602
409,410,chair,coin bank,2022040410,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,7.9714723,5.5579467,0.8021298795938492,0.5704269111156464
410,411,chair,picture frame,2022040411,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,6.9569154,5.3415666,0.6266036033630371,0.561060905456543
411,412,chair,vase,2022040412,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,8.292153,7.000648,0.7051166892051697,0.6512212753295898
412,413,chair,Travel mug,2022040413,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,7.150906,5.143932,0.6829342842102051,0.5482946634292603
413,414,chair,dog bowl,2022040414,tin can,cmpl-4zrc4u2VBu91FTQrKNvnOCHBqYgxm,0.71,7.249154,5.3276367,0.6540842652320862,0.5141345858573914
414,415,chair,Make a candle holder by punching holes in the top and bottom of the can,2022040415,tin can,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,0.71,6.1976132,3.5962844,0.5629251897335052,0.3538944125175476
415,416,chair,Turn it into a vase or planter,2022040416,tin can,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,0.71,6.237912,3.5868478,0.5665671229362488,0.3431823253631592
416,417,chair,Use it as a pencil holder on your desk,2022040417,tin can,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,0.71,5.9645267,3.7304647,0.5008441209793091,0.3728707432746887
417,418,chair,Fill it with candy or other small treats and give it as a gift,2022040418,tin can,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,0.71,6.4822497,3.571774,0.6270882487297058,0.339621901512146
418,419,chair,Decorate it and use it as part of a centerpiece or table,2022040419,tin can,cmpl-4zrc9anerQX6gOQWAFSdOcaJv26D0,0.71,6.1717954,3.6368713,0.5543646812438965,0.3600693345069885
419,420,chair,telephone,2022040420,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,8.725508,7.6565614,0.747745156288147,0.7428410947322845
420,421,chair,lantern,2022040421,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,8.128116,6.507315,0.7272772789001465,0.6257434785366058
421,422,chair,stove,2022040422,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,8.53927,7.1461596,0.7186538279056549,0.637536495923996
422,423,chair,wind chime,2022040423,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,7.7528734,5.557062,0.7781482487916946,0.5976429283618927
423,424,chair,piñata,2022040424,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,9.065444,7.610337,0.8769969195127487,0.8361491858959198
424,425,chair,planter,2022040425,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,8.168779,7.0509057,0.6952124834060669,0.679844856262207
425,426,chair,bird feeder,2022040426,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,7.9653525,5.884381,0.7897758483886719,0.62629634141922
426,427,chair,candle holder,2022040427,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,7.055132,5.4126863,0.6112644374370575,0.5190709829330444
427,428,chair,robot,2022040428,tin can,cmpl-4zrcEwWIXCAMPu5UuJbCdaDxuIBFC,0.71,8.599352,7.312662,0.7750851362943649,0.7445985972881317
428,429,chair,Make a wind chime out of tin cans and metal spoons,2022040429,tin can,cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,0.72,6.372888,2.8199968,0.6060456931591034,0.20016008615493774
429,430,chair,Cut the top off a tin can and use it as a planter for small succulents or cacti,2022040430,tin can,cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,0.72,6.348125,3.2819028,0.6060200035572052,0.28639841079711914
430,431,chair,cute piggy bank by painting it pink and adding eyes nostrils and a coin slot in the top,2022040431,tin can,cmpl-4zrcIVXoehFFYCRYyynvdd5IJPIST,0.72,6.221162,3.7190652,0.5717654824256897,0.38650262355804443
431,432,chair,Plant a herb garden in tin cans,2022040432,tin can,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,0.72,6.817281,3.4979334,0.6879334151744843,0.30980706214904785
432,433,chair,Make a wind chime out of tin cans and beads,2022040433,tin can,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,0.72,6.4656014,2.913073,0.6323632895946503,0.21584630012512207
433,434,chair,Use tin cans as candle holders for an outdoor party,2022040434,tin can,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,0.72,6.203275,3.0785844,0.559561014175415,0.2459092140197754
434,435,chair,Create a mini Zen garden in a tin can,2022040435,tin can,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,0.72,6.3970137,3.1841211,0.6084784865379333,0.26533305644989014
435,436,chair,Make a robot out of recycled materials including tin cans,2022040436,tin can,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,0.72,6.418219,3.0428464,0.6160656809806824,0.2396734356880188
436,437,chair,night light,2022040437,tin can,cmpl-4zrcMiOsRGzG85ajlnECUTr1dhMtt,0.72,7.21966,5.610904,0.6779786646366119,0.6211361289024353
437,438,chair,be used as a vase for flowers,2022040438,tin can,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,0.72,6.406607,3.7549694,0.6075301468372345,0.37767982482910156
438,439,chair,be used to hold pens and pencils,2022040439,tin can,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,0.72,6.4351625,3.688234,0.6147404611110687,0.3634927272796631
439,440,chair,be used as a container for plants,2022040440,tin can,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,0.72,6.6887994,3.7563787,0.6713354587554932,0.3712005615234375
440,441,chair,be used to store spices in the kitchen,2022040441,tin can,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,0.72,6.5274186,3.651308,0.6377001702785492,0.35538601875305176
441,442,chair,be used to organize makeup brushes on a vanity table.,2022040442,tin can,cmpl-4zrcS09GhsrrIIplF2CvuIXFdP89x,0.72,6.0053153,3.6860535,0.5130007863044739,0.3753414750099182
442,443,chair,could be used as a vase for flowers,2022040443,tin can,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,0.73,6.3994503,3.6285026,0.6063094139099121,0.35147762298583984
443,444,chair,a pencil holder on a desk,2022040444,tin can,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,0.73,5.79489,4.2336283,0.4601067304611206,0.4653763771057129
444,445,chair,could be used to hold makeup brushes on a dressing table,2022040445,tin can,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,0.73,6.052198,3.595022,0.5234204828739166,0.3489704728126526
445,446,chair,hold pens and markers in an art studio,2022040446,tin can,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,0.73,6.3553243,3.9876082,0.601190835237503,0.440024197101593
446,447,chair,could be used as a cookie jar,2022040447,tin can,cmpl-4zrcVORSuELIlbtqYbPvYTtqlY04J,0.73,6.6251144,3.2910442,0.6561521291732788,0.2809738516807556
447,448,chair,could be used as a planter for small plants or herbs,2022040448,tin can,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,0.73,6.555441,3.553646,0.6459652483463287,0.33603566884994507
448,449,chair,It could also be used as a candle holder; simply place a votive candle inside and enjoy the flickering light,2022040449,tin can,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,0.73,6.2485094,3.458258,0.57486891746521,0.32226085662841797
449,450,chair,For those who love baking a tin can be turned into a mini-loaf pan perfect for individual servings,2022040450,tin can,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,0.73,6.504857,3.1579468,0.6462696492671967,0.26130014657974243
450,451,chair,Have trouble opening jars?,2022040451,tin can,cmpl-4zrcYjzKqIIyHAfl5D4gYpEMjoKxu,0.73,6.801961,3.6653864,0.7195411324501038,0.364376425743103
451,452,chair,be used as a makeshift candle,2022040452,tin can,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,0.73,6.284029,3.6418602,0.5774798691272736,0.35410887002944946
452,453,chair,be used to store small items like paper clips or jewelry,2022040453,tin can,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,0.73,6.510229,3.3760839,0.633165717124939,0.2999650239944458
453,454,chair,be used as a vase for flowers,2022040454,tin can,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,0.73,6.406607,3.7549694,0.6075301468372345,0.37767982482910156
454,455,chair,be used as a pen holder,2022040455,tin can,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,0.73,6.2910504,3.745608,0.574015885591507,0.36876368522644043
455,456,chair,be used as a coin bank,2022040456,tin can,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,0.73,6.6356535,3.7568061,0.6575824022293091,0.37091076374053955
456,457,chair,be turned into a wind chime,2022040457,tin can,cmpl-4zrcbWi4mPn1Lgww0fOj0x3K3J11l,0.73,6.4706,3.9273815,0.6190098524093628,0.40972667932510376
457,458,chair,small planter for herbs or succulents,2022040458,tin can,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,0.74,6.8431993,4.1350036,0.7108706831932068,0.45395898818969727
458,459,chair,Use a tin can to create a DIY candle holder or tea light holder,2022040459,tin can,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,0.74,6.2451954,2.977103,0.5678950250148773,0.22763597965240479
459,460,chair,Make a mini piñata out of a tin can – perfect for parties or decoration!,2022040460,tin can,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,0.74,6.3167505,3.2054932,0.5992588102817535,0.26953768730163574
460,461,chair,Decorate a tin can and use it as cute storage for pens pencils,2022040461,tin can,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,0.74,6.3362846,3.0778828,0.5963084995746613,0.24613863229751587
461,462,chair,Create a fun wind chime by painting and decorating tin cans of different sizes then punching holes in the top and bottom of each can. Suspend them from string or wire at different lengths to create unique tones,2022040462,tin can,cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,0.74,6.3397365,3.313126,0.6055976748466492,0.29282981157302856
462,463,chair,Make a mini piñata by filling a small tin can with candy then covering the opening with paper and securing it with tape or glue,2022040463,tin can,cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,0.74,6.3080444,3.2643561,0.5939282476902008,0.2827710509300232
463,464,chair,Make a wind chime out of a tin can and some string,2022040464,tin can,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,0.74,6.4825225,3.191728,0.634244978427887,0.2675864100456238
464,465,chair,plant holder by painting it and adding drainage holes,2022040465,tin can,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,0.74,6.5027943,3.9334679,0.6409448087215424,0.4280107617378235
465,466,chair,Use a tin can as a pencil holder on your desk,2022040466,tin can,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,0.74,6.0364676,3.1306167,0.5185667276382446,0.2552211880683899
466,467,chair,Make a mini trash can out of a tin can by decorating it and adding a lid,2022040467,tin can,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,0.74,6.3259645,3.096812,0.5960029661655426,0.2495695948600769
467,468,chair,Create art by,2022040468,tin can,cmpl-4zrcoCBzGvxqYvlwl4T1Z9oAXzjjz,0.74,7.041076,4.8832974,0.7148338556289673,0.5718367695808411
468,469,chair,could be used as a vase for flowers,2022040469,tin can,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,0.75,6.3994503,3.6285026,0.6063094139099121,0.35147762298583984
469,470,chair,a container for paintbrushes,2022040470,tin can,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,0.75,6.7148724,4.124054,0.690185159444809,0.46511948108673096
470,471,chair,could be used to hold pencils or pens on a desk,2022040471,tin can,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,0.75,6.1010723,3.5434914,0.5348274409770966,0.3368106484413147
471,472,chair,a planter for small plants or herbs,2022040472,tin can,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,0.75,6.717535,3.9058146,0.6753544509410858,0.3997490406036377
472,473,chair,could be used to store coins,2022040473,tin can,cmpl-4zrctu5fEjcEnja4LuWNvzRUHWU31,0.75,6.8294706,3.4392624,0.7032569646835327,0.30619174242019653
473,474,chair,could be used as a vase,2022040474,tin can,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,0.75,6.361448,3.5396082,0.5933819115161896,0.32991886138916016
474,475,chair,could be used as a container for pens and pencils,2022040475,tin can,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,0.75,6.410487,3.5674596,0.6143397688865662,0.3432447910308838
475,476,chair,could be used as a coin bank,2022040476,tin can,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,0.75,6.6150513,3.6473224,0.652622640132904,0.34869563579559326
476,477,chair,could be used to hold keys,2022040477,tin can,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,0.75,6.5623636,3.5836751,0.6350720226764679,0.3323085904121399
477,478,chair,could be used as a paperweight,2022040478,tin can,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,0.75,6.44413,3.6427705,0.6203250586986542,0.3569929003715515
478,479,chair,tin can,2022040479,tin can,cmpl-4zrcxpMw6Qkz2QWcvYNNxrTQAiJ5G,0.75,7.2677965,0.0,0.7454335391521454,1.1920928955078125e-07
479,480,chair,Make a wind chime out of a tin can and some string,2022040480,tin can,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,0.75,6.4825225,3.191728,0.634244978427887,0.2675864100456238
480,481,chair,Use a tin can as a plant pot,2022040481,tin can,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,0.75,6.6272807,2.9304488,0.656885415315628,0.2188076376914978
481,482,chair,pencil holder,2022040482,tin can,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,0.75,6.99382,5.432624,0.6244674623012543,0.5646560788154602
482,483,chair,Upcycle a tin can into a vase or candle holder,2022040483,tin can,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,0.75,6.2178726,2.9982502,0.5636672973632812,0.2316383719444275
483,484,chair,Make your own mini trash can out of an old tin can,2022040484,tin can,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,0.75,6.502135,2.9432151,0.6334643065929413,0.22197318077087402
484,485,chair,Create illuminated lantern,2022040485,tin can,cmpl-4zrd1faKHBOm8Cxvlj8fYVq0YYNN0,0.75,7.130626,4.727144,0.7235885858535767,0.5204417109489441
485,486,chair,can opener,2022040486,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,7.276628,4.2372403,0.7717532813549042,0.4317074418067932
486,487,chair,colander,2022040487,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,9.603654,8.048132,0.8795117884874344,0.7932150214910507
487,488,chair,candle holder,2022040488,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,7.055132,5.4126863,0.6112644374370575,0.5190709829330444
488,489,chair,vase,2022040489,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,8.292153,7.000648,0.7051166892051697,0.6512212753295898
489,490,chair,pen holder,2022040490,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,7.051837,5.4942255,0.6269902586936951,0.5634395182132721
490,491,chair,An ashtray,2022040491,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,6.6578674,4.7858295,0.6251420378684998,0.5424863994121552
491,492,chair,bird feeder,2022040492,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,7.9653525,5.884381,0.7897758483886719,0.62629634141922
492,493,chair,wind chime,2022040493,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,7.7528734,5.557062,0.7781482487916946,0.5976429283618927
493,494,chair,planter,2022040494,tin can,cmpl-4zrd524B8q1ksMWn7vFZYBuuX8IPn,0.76,8.168779,7.0509057,0.6952124834060669,0.679844856262207
494,495,chair,planter for small plants or herbs,2022040495,tin can,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,0.76,6.8831635,4.0487156,0.7042624950408936,0.4184139370918274
495,496,chair,Cut the top off of a tin can and use it as a pencil holder on your desk,2022040496,tin can,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,0.76,6.0824404,3.3247328,0.5317121744155884,0.29410117864608765
496,497,chair,Use a tin can as a vase for fresh flowers,2022040497,tin can,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,0.76,6.468214,3.0710702,0.6259866952896118,0.24446356296539307
497,498,chair,Make a wind chime out of old tin cans and some string or wire,2022040498,tin can,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,0.76,6.454005,3.0909877,0.6296030282974243,0.24852919578552246
498,499,chair,Turn,2022040499,tin can,cmpl-4zrdAUqGiLghD5AjfihSegqsCWnLT,0.76,7.5108137,4.905959,0.7619536221027374,0.5030799210071564
499,500,chair,vase,2022040500,tin can,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,0.76,8.292153,7.000648,0.7051166892051697,0.6512212753295898
500,501,chair,make a wind chime,2022040501,tin can,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,0.76,6.731542,4.027435,0.6683721542358398,0.41479992866516113
501,502,chair,planter,2022040502,tin can,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,0.76,8.168779,7.0509057,0.6952124834060669,0.679844856262207
502,503,chair,bird feeder,2022040503,tin can,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,0.76,7.9653525,5.884381,0.7897758483886719,0.62629634141922
503,504,chair,hold pencils or pens on a desk,2022040504,tin can,cmpl-4zrdDeq7FkGc7hNoiW5nBllPOvLaB,0.76,5.988075,4.0128827,0.504632294178009,0.42818862199783325
504,505,chair,door stop,2022050001,book,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,0.65,6.8453045,7.1566772,0.617443174123764,0.7348901927471161
505,506,chair,start a fire in an emergency situation,2022050002,book,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,0.65,6.6853485,6.2200613,0.6614158749580383,0.6233151853084564
506,507,chair,paperweight,2022050003,book,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,0.65,8.695191,8.987339,0.8309639245271683,0.939968153834343
507,508,chair,prop up a table or chair leg that is wobbling,2022050004,book,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,0.65,5.296619,6.163352,0.34850651025772095,0.6343130767345428
508,509,chair,coaster for drinks to protect,2022050005,book,cmpl-59yPI70TEqZxYmHwgnCL4krL1wZFH,0.65,6.454457,6.312704,0.6211020946502686,0.666555792093277
509,510,chair,doorstop,2022050006,book,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,0.65,8.658492,8.365611,0.8548300415277481,0.8470857441425323
510,511,chair,prop up a wobbly table,2022050007,book,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,0.65,5.738524,6.3651466,0.44915223121643066,0.6751552224159241
511,512,chair,paperweight,2022050008,book,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,0.65,8.695191,8.987339,0.8309639245271683,0.939968153834343
512,513,chair,make a papier-mâché mask,2022050009,book,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,0.65,6.773568,6.582583,0.7290519773960114,0.7713426798582077
513,514,chair,cut up and made into a collage,2022050010,book,cmpl-59yPMcKhNs3l48AYrHhR5sousvIdr,0.65,6.377548,5.948823,0.5999908447265625,0.571782648563385
514,515,chair,door stop,2022050011,book,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,0.65,6.8453045,7.1566772,0.617443174123764,0.7348901927471161
515,516,chair,hold up a table leg,2022050012,book,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,0.65,5.635387,6.319337,0.4265621304512024,0.6407250761985779
516,517,chair,coaster for your beverage,2022050013,book,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,0.65,6.511275,6.369084,0.6233019530773163,0.6640971302986145
517,518,chair,fan yourself on a hot day,2022050014,book,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,0.65,6.6016016,5.900651,0.6476151347160339,0.5537219941616058
518,519,chair,weight to keep paper from flying away in the wind,2022050015,book,cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5,0.65,6.4193344,5.819416,0.611058920621872,0.5408641993999481
519,520,chair,Bookend,2022050016,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,8.434269,8.124815,0.9073213711380959,0.9008066281676292
520,521,chair,Doorstop,2022050017,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,8.658492,8.365611,0.8548300415277481,0.8470857441425323
521,522,chair,Paperweight,2022050018,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,8.695191,8.987339,0.8309639245271683,0.939968153834343
522,523,chair,Decoration,2022050019,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,8.196847,8.737158,0.7207832932472229,0.8656852096319199
523,524,chair,Cat bed/house,2022050020,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,6.224464,6.6773086,0.5397198796272278,0.7040766477584839
524,525,chair,Dog house/kennel,2022050021,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,6.857608,6.892982,0.6744342744350433,0.7517620325088501
525,526,chair,Bird house,2022050022,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,7.031728,6.8809724,0.6524279713630676,0.6758562326431274
526,527,chair,Planter,2022050023,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,8.168779,9.406594,0.6952124834060669,0.9729575775563717
527,528,chair,Halloween decoration,2022050024,book,cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc,0.66,7.9114017,7.9331965,0.7584606856107712,0.8145587295293808
528,529,chair,doorstop,2022050025,book,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,0.66,8.658492,8.365611,0.8548300415277481,0.8470857441425323
529,530,chair,prop up a wobbly table,2022050026,book,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,0.66,5.738524,6.3651466,0.44915223121643066,0.6751552224159241
530,531,chair,paperweight,2022050027,book,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,0.66,8.695191,8.987339,0.8309639245271683,0.939968153834343
531,532,chair,make a papier-mâché sculpture,2022050028,book,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,0.66,6.671915,6.5153055,0.6946218907833099,0.7445957362651825
532,533,chair,used as fuel for a bonfire,2022050029,book,cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi,0.66,6.6019416,6.1401124,0.6635689735412598,0.6260534822940826
533,534,chair,paperweight,2022050030,book,cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H,0.66,8.695191,8.987339,0.8309639245271683,0.939968153834343
