id,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,3 A book can be used to prop up a wobbly chair,book can used prop wobbly chair,book,book,1.09903,1.09307,1.15588,0.95317,1.26724,1.11368,0.34286
cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,4 A book can be used as a paperweight,book can used paperweight,book,book,1.00223,0.99018,0.91188,1.01761,0.7314700000000001,0.93067,0.344
cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,5 A book can be used to make a paper mâché mask or sculpture,book can used make paper mache mask sculpture,book,book,1.10038,0.98101,1.15736,1.06966,0.74876,1.01143,0.48277
cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,1 A book can be used as a doorstop,book can used doorstop,book,book,0.88092,0.93752,0.91922,0.94685,0.78457,0.89382,-0.03191
cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,2 A book can be used to start a fire,book can used start fire,book,book,0.8374,0.85006,1.02593,1.11801,0.72839,0.91196,-0.18522
cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,3 A book can be used as a coaster for your drink,book can used coaster drink,book,book,0.84543,1.02994,0.85608,0.98903,0.78164,0.90042,-0.15127
cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,4 A book can be used to prop up a table or shelf,book can used prop table shelf,book,book,1.01465,0.99535,1.04319,1.06059,1.1832,1.0594,0.22832
cmpl-4zrZ6iqXWuJnn7X7Ou7Up61L217rn,5 A book can be cut up and made into paper airplanes or origami shapes,book can cut made paper airplanes origami shapes,book,book,1.1091,0.99157,1.10242,0.92907,0.74929,0.97629,0.53888
cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,1 A book can be used as a doorstop,book can used doorstop,book,book,0.88092,0.93752,0.91922,0.94685,0.78457,0.89382,-0.03191
cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,2 A book can be used to level a table or piece of furniture,book can used level table piece furniture,book,book,1.09538,0.91629,1.02362,1.04001,0.6934,0.95374,0.61037
cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,3 A book can be used as a paperweight,book can used paperweight,book,book,1.00223,0.99018,0.91188,1.01761,0.7314700000000001,0.93067,0.344
cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,4 A book can be used to decorate a room or shelf,book can used decorate room shelf,book,book,0.95045,0.91281,0.97764,1.06416,1.2171400000000001,1.02444,0.11484
cmpl-4zrZAUmJ0wliAvLrrK2j6rzVmvpKC,5 A book can be used as part of a centerpieces for a party or event,book can used part centerpieces party event,book,book,0.8469800000000001,0.98473,0.94612,1.00083,1.30894,1.01752,-0.2524
cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46,1 A book can be used as a doorstop,book can used doorstop,book,book,0.88092,0.93752,0.91922,0.94685,0.78457,0.89382,-0.03191
cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46,2 A book can be used to level a table or other surface,book can used level table surface,book,book,1.1133,1.04688,0.97002,0.91554,1.29688,1.06852,0.54967
cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46,3 A book can be used to prop open a window,book can used prop open window,book,book,0.92221,1.08241,1.06596,0.93665,1.1264,1.02673,-0.13723
cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46,4 A book can be used as a coaster for a hot beverage,book can used coaster hot beverage,book,book,0.87936,1.10466,0.92854,1.0535,1.2221,1.03763,-0.19208
cmpl-4zrZF2zTP1YbQKy7UTpONmDqWXo46,5 A book can be used as a weight to hold down papers or other materials,book can used weight hold papers materials,book,book,0.85102,0.9676400000000001,0.8793,1.03152,0.6899500000000001,0.88389,-0.10032
cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO,1 Use it as a back scratcher,use back scratcher,fork,fork,0.95485,0.86958,0.94852,0.97723,1.05058,0.96015,0.19295
cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO,2 Use it to pick up small items like coins or beads,use pick small items like coins beads,fork,fork,0.93036,0.93916,0.91612,0.99281,0.9411,0.94391,0.1116
cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO,3 Use it as a hairpin or hair tie,use hairpin hair tie,fork,fork,0.85704,0.92131,1.02104,0.88866,0.95325,0.92826,-0.19953
cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO,4 Turn it into a miniature shovel for potted plants,turn miniature shovel potted plants,fork,fork,0.98765,0.9815,1.04402,0.97004,0.97301,0.99124,0.17066
cmpl-4zrZJMEPvTCpbwtqgGBNie7DjeQCO,5 Stick it in the ground to mark your spot in a park,stick ground mark spot park,fork,fork,0.9437,1.00652,0.95358,1.01145,0.91146,0.96534,0.09149
cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI,1 A fork can be used as a back scratcher,fork can used back scratcher,fork,fork,0.7732600000000001,0.8409,1.14877,0.88906,1.07207,0.94481,-0.53283
cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI,2 A fork can be used to pick up small items like rice or beans,fork can used pick small items like rice beans,fork,fork,0.90259,1.08671,0.99262,0.91322,0.94113,0.96725,-0.12615
cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI,3 A fork can be used to apply makeup such as lip gloss or mascara,fork can used apply makeup lip gloss mascara,fork,fork,0.99518,0.97381,1.05039,0.9326099999999999,1.02232,0.99486,0.18673
cmpl-4zrZNd7OIfqxjARAb99vs1sxpMxRI,4 A fork can be used to clean dirt and grime out of small crevices and corners,fork can used clean dirt grime small crevices corners,fork,fork,0.96473,0.97958,0.92353,1.06859,0.94107,0.9755,0.19679
cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw,1 A fork can be used to eat food,fork can used eat food,fork,fork,0.67633,0.93803,0.82694,0.99741,0.93099,0.87394,-0.63912
cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw,2 A fork can be used to hold food while cutting it with a knife,fork can used hold food cutting knife,fork,fork,0.79587,1.02902,0.85368,0.92358,0.9410000000000001,0.90863,-0.33196
cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw,3 A fork can be used to spear food,fork can used spear food,fork,fork,0.73627,0.84625,1.05566,0.9853,0.94197,0.91309,-0.5647
cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw,4 A fork can be used to pick up food that has fallen on the floor,fork can used pick food fallen floor,fork,fork,0.92199,0.80621,0.94245,1.1534,0.9408,0.95297,0.15116
cmpl-4zrZSDPDs3Az2uXgUA9QLBOn42eMw,5 A fork can be used as a back scratcher,fork can used back scratcher,fork,fork,0.7732600000000001,0.8409,1.14877,0.88906,1.07207,0.94481,-0.53283
cmpl-4zrZWebxU7t3KID75VgorICiQ98tS,1 A fork can be used as a back scratcher,fork can used back scratcher,fork,fork,0.7732600000000001,0.8409,1.14877,0.88906,1.07207,0.94481,-0.53283
cmpl-4zrZWebxU7t3KID75VgorICiQ98tS,2 A fork can be used to comb your hair,fork can used comb hair,fork,fork,0.71069,0.83128,0.99502,0.99528,0.91671,0.8898,-0.58938
cmpl-4zrZWebxU7t3KID75VgorICiQ98tS,3 A fork can be used as a toothpick,fork can used toothpick,fork,fork,0.92931,0.8531,0.98854,0.96477,0.88741,0.92463,0.11014
cmpl-4zrZWebxU7t3KID75VgorICiQ98tS,4 A fork can be used to scrape dirt off your shoes,fork can used scrape dirt shoes,fork,fork,1.0794,0.89002,1.05618,1.07345,1.07363,1.03454,0.50398
cmpl-4zrZWebxU7t3KID75VgorICiQ98tS,5 A fork can be used to pick up small objects like paperclips or beads,fork can used pick small objects like paperclips beads,fork,fork,0.90559,0.82961,1.03064,0.97368,1.05887,0.95968,-0.00507
cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6,1 A fork can be used as a toothpick,fork can used toothpick,fork,fork,0.92931,0.8531,0.98854,0.96477,0.88741,0.92463,0.11014
cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6,2 A fork can be used to make small holes in fabric so that you can thread ribbon or string through it to create decorations,fork can used make small holes fabric can thread ribbon string create decorations,fork,fork,1.06795,0.91006,1.08737,0.96945,0.94074,0.99511,0.44345
cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6,3 A fork can be used as a makeshift chopsticks when eating rice or noodles,fork can used makeshift chopsticks eating rice noodles,fork,fork,1.12864,0.82713,1.00476,0.89592,1.07593,0.98648,0.72949
cmpl-4zrZY4nYblpqmzHy9W3YWvhChz4N6,4 A fork can be used to play the steel pan drums,fork can used play steel pan drums,fork,fork,0.88701,1.13777,1.05088,0.97209,0.94108,0.99777,-0.24725
cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp,1 A fork can be used as a hairpin,fork can used hairpin,fork,fork,0.72316,0.85266,0.85779,0.97117,0.94923,0.8708,-0.46432
cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp,2 A fork can be used as a toothpick,fork can used toothpick,fork,fork,0.92931,0.8531,0.98854,0.96477,0.88741,0.92463,0.11014
cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp,3 A fork can be used to remove splinters,fork can used remove splinters,fork,fork,0.8192200000000001,1.04386,1.06048,1.08257,1.11143,1.02351,-0.43371
cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp,4 A fork can be used to clean under your fingernails,fork can used clean fingernails,fork,fork,0.69902,0.94686,0.7878000000000001,0.90585,1.10708,0.88932,-0.56834
cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp,5 A fork can double as a chopstick holder,fork can double chopstick holder,fork,fork,1.18807,0.83404,0.85743,0.94851,1.09467,0.98454,1.02761
cmpl-4zrZdUvDG0St0SuFktOwf4gs47zNp,6 Use the tines of a fork,use tines fork,fork,fork,0.75924,0.83678,0.90422,0.79425,0.98482,0.85586,-0.38635
cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI,1 Use a fork to eat soup without making a mess,use fork eat soup without making mess,fork,fork,0.85271,0.85999,0.98452,0.97821,0.93997,0.92308,-0.14399
cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI,2 Use a fork to eat spaghetti without making a mess,use fork eat spaghetti without making mess,fork,fork,0.88326,0.87464,0.9937,0.91993,0.94208,0.92272,-0.06403
cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI,3 Use a fork to eat salad without making a mess,use fork eat salad without making mess,fork,fork,0.93307,0.82519,1.01612,0.98371,0.94024,0.93967,0.1124
cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI,4 Use a fork as a makeshift spoon if you don't have one handy,use fork makeshift spoon one handy,fork,fork,1.16349,0.84268,1.0496,0.94254,1.0592,1.0115,0.80357
cmpl-4zrZhgIyBhnNWABiT0OfdrsodCcvI,5 use two forks stuck together tineside out to make impromptu chopsticks,use two forks stuck together tineside make impromptu chopsticks,fork,fork,1.08515,0.89567,1.0755,1.09194,1.05577,1.04081,0.50788
cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC,1 Eat like a king or queen with your very own fork,eat like king queen fork,fork,fork,0.82787,0.85738,0.83029,1.05192,0.8652,0.88653,-0.09425
cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC,2 Use it as a bookmark,use bookmark,fork,fork,1.11477,1.03722,0.92054,1.01661,0.98173,1.01417,0.6415
cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC,3 Give your pet cat or dog a bath with the help of your trusty fork,give pet cat dog bath help trusty fork,fork,fork,1.1042399999999999,0.96649,0.93786,1.11212,0.9346099999999999,1.01106,0.64683
cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC,4 Get rid of pesky bugs in your home by shooing them away with a fork,get rid pesky bugs home shooing away fork,fork,fork,0.86905,1.08018,0.97123,0.83798,0.94232,0.94015,-0.21831
cmpl-4zrZjikiz5Bp8OUolwkQmV6EoHVfC,5 Cook up a storm in the kitchen with some assistance from,cook storm kitchen assistance,fork,fork,1.01651,0.98959,0.97496,0.93364,1.0346899999999999,0.98988,0.30119
cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K,1 Using a fork to eat spaghetti instead of a spoon,using fork eat spaghetti instead spoon,fork,fork,0.6896,0.89717,1.06101,1.03393,1.01795,0.93993,-0.75646
cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K,2 Using a fork to apply makeup instead of a brush,using fork apply makeup instead brush,fork,fork,1.02591,0.81792,0.94971,0.82246,1.064,0.936,0.44259
cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K,3 Using a fork as a back scratcher,using fork back scratcher,fork,fork,0.8595200000000001,1.08491,0.89795,0.955,0.94724,0.94892,-0.19194
cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K,4 Using a fork to play the violin,using fork play violin,fork,fork,0.99128,1.09423,1.04286,1.02728,1.09252,1.04963,0.10457
cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K,5 Using a fork to open bottles or cans,using fork open bottles cans,fork,fork,0.81766,0.8543499999999999,0.86137,1.11936,0.93703,0.91795,-0.15437
cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K,6 Using forks as chopsticks,using forks chopsticks,fork,fork,0.69887,0.81652,0.8368800000000001,0.95362,0.7780400000000001,0.81679,-0.48515
cmpl-4zrZn3pRQCA9tRNajvLHknkm5sC1K,7 Creating art with,creating art,fork,fork,0.96426,0.93193,0.9927,0.94691,1.03903,0.97497,0.15344
cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm,1 A fork can be used as a back scratcher,fork can used back scratcher,fork,fork,0.7732600000000001,0.8409,1.14877,0.88906,1.07207,0.94481,-0.53283
cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm,2 A fork can be used to play the xylophone,fork can used play xylophone,fork,fork,0.64103,0.82081,0.95012,0.92387,0.99401,0.86597,-0.78751
cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm,3 A fork can be used as a toothpick,fork can used toothpick,fork,fork,0.92931,0.8531,0.98854,0.96477,0.88741,0.92463,0.11014
cmpl-4zrZqhtBWfKrFwRr3cP7sCW8d8PYm,4 If you put a rubber band around the tines of a fork it becomes a minitrampoline for ants or other small insects,if put rubber band around tines fork becomes minitrampoline ants small insects,fork,fork,0.94014,1.07559,0.91973,1.02189,1.05842,1.00315,0.04671
cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa,1 A fork can be used as a back scratcher,fork can used back scratcher,fork,fork,0.7732600000000001,0.8409,1.14877,0.88906,1.07207,0.94481,-0.53283
cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa,2 A fork can be used to pick up food that is out of reach,fork can used pick food reach,fork,fork,0.91949,0.94668,0.99436,1.00319,1.0587,0.98448,-6.7e-4
cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa,3 A fork can be used to comb your hair,fork can used comb hair,fork,fork,0.71069,0.83128,0.99502,0.99528,0.91671,0.8898,-0.58938
cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa,4 A fork can be used to apply makeup,fork can used apply makeup,fork,fork,0.83624,0.9822,1.03281,1.04307,0.92937,0.96474,-0.30086
cmpl-4zrZvmychPlDCIbEldT5F8zqS2hVa,5 A fork can be used as a toothpick,fork can used toothpick,fork,fork,0.92931,0.8531,0.98854,0.96477,0.88741,0.92463,0.11014
cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd,1 Use a fork to eat food off of a plate,use fork eat food plate,fork,fork,0.69462,1.03263,0.94509,0.95625,0.91252,0.90822,-0.72401
cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd,2 Stick a fork in a electrical outlet to see if it is still working,stick fork electrical outlet see still working,fork,fork,0.8894299999999999,0.98647,1.04589,1.01483,0.95347,0.97802,-0.14594
cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd,3 Use a fork as a back scratcher,use fork back scratcher,fork,fork,0.81942,1.04767,0.93856,1.09518,0.92375,0.96492,-0.31998
cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd,4 Hold a fork up to the light to see if it is bent,hold fork light see bent,fork,fork,0.77721,0.90195,0.91898,1.15178,0.87462,0.92491,-0.34667
cmpl-4zra0z5F57t7Ygw0bm05szm3Hl5yd,5 Try to balance a fork on its end,try balance fork end,fork,fork,0.87795,1.00936,1.0385,1.09294,1.00525,1.0048,-0.19363
cmpl-4zra4atJ3XarPjkJspnVq87V10M79,1 Use a fork to play the xylophone,use fork play xylophone,fork,fork,0.79339,1.07791,1.06038,0.90614,1.04277,0.97612,-0.53705
cmpl-4zra4atJ3XarPjkJspnVq87V10M79,2 Use a fork as a back scratcher,use fork back scratcher,fork,fork,0.81942,1.04767,0.93856,1.09518,0.92375,0.96492,-0.31998
cmpl-4zra4atJ3XarPjkJspnVq87V10M79,3 Use a fork to measure ingredients when cooking,use fork measure ingredients cooking,fork,fork,0.75406,0.8460799999999999,0.88291,0.97547,0.92982,0.87767,-0.3769
cmpl-4zra4atJ3XarPjkJspnVq87V10M79,4 Use a fork as a toothpick,use fork toothpick,fork,fork,0.61107,0.81021,0.7699,0.99588,0.7807999999999999,0.79357,-0.71288
cmpl-4zra4atJ3XarPjkJspnVq87V10M79,5 Curl your hair with a fork,curl hair fork,fork,fork,0.6956100000000001,0.66284,0.78908,0.50127,0.63266,0.65629,-0.37307
cmpl-4zra4atJ3XarPjkJspnVq87V10M79,6 Make music with forks and spoons by banging them together or on surfaces like tables and,make music forks spoons banging together surfaces like tables,fork,fork,0.92794,1.02267,0.80501,1.02933,0.9416100000000001,0.94531,0.13938
cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,1 Use a fork to curl your hair,use fork curl hair,fork,fork,1.02407,1.13705,1.0965799999999999,0.975,0.86242,1.01902,0.17118
cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,2 Use a fork to apply makeup,use fork apply makeup,fork,fork,1.10083,0.97726,0.98992,0.919,1.08682,1.01477,0.56208
cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,3 Use a fork to eat ice cream,use fork eat ice cream,fork,fork,0.74373,1.03162,0.95484,0.90256,0.91093,0.90874,-0.57467
cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,4 Use a fork to clean your teeth,use fork clean teeth,fork,fork,0.78071,0.90672,1.07793,1.03207,1.09038,0.97756,-0.48995
cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,5 Use a fork to brush your hair,use fork brush hair,fork,fork,0.95145,1.08812,1.16828,0.882,1.03229,1.02443,-0.1137
cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,6 Use a fork to pick up food that's fallen on the floor,use fork pick food fallen floor,fork,fork,1.09927,0.95634,1.06546,0.90196,1.05952,1.01651,0.51545
cmpl-4zra7PJ3V7WlDovz4p2SWxDhYNZL4,7 Use a fork to open something,use fork open something,fork,fork,1.10332,1.07834,1.02487,0.94527,1.06745,1.04385,0.48804
cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,1 Use a fork to eat a cupcake without getting your hands messy,use fork eat cupcake without getting hands messy,fork,fork,0.88749,0.90547,0.9266,1.05849,0.93901,0.94341,-0.01123
cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,2 Stick a fork in an electrical outlet to see if it's still working,stick fork electrical outlet see still working,fork,fork,0.8894299999999999,0.98647,1.04589,1.01483,0.95347,0.97802,-0.14594
cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,3 Use a fork to comb your hair,use fork comb hair,fork,fork,0.82685,0.9385,1.09568,0.97703,0.87508,0.94263,-0.34884
cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,4 Use a fork as a toothpick,use fork toothpick,fork,fork,0.61107,0.81021,0.7699,0.99588,0.7807999999999999,0.79357,-0.71288
cmpl-4zraCg6Ph8xSbK0yjXAdPnidD11ay,5 Stick a fork in the ground to mark your spot in line,stick fork ground mark spot line,fork,fork,1.17263,1.05991,1.00138,0.98618,0.99362,1.04274,0.75134
cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,1 Fork art Create fun designs and shapes using a fork as your paintbrush,fork art create fun designs shapes using fork paintbrush,fork,fork,0.74658,1.09456,0.84032,0.87193,1.05294,0.92127,-0.53618
cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,2 Use a fork to curl your hair  no curlers necessary,use fork curl hair curlers necessary,fork,fork,0.88679,1.0959,1.10008,0.89552,1.0598,1.00762,-0.27866
cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,3 Make music with your fork tap it against different surfaces to create unique sounds,make music fork tap different surfaces create unique sounds,fork,fork,0.93955,1.03184,0.8758900000000001,1.18491,0.9406,0.99456,0.12609
cmpl-4zraGctlemkCLq7TdhINVy0S5X0JP,4 Keep your drink cold by freezing a few forks and adding them to your glass,keep drink cold freezing forks adding glass,fork,fork,0.92338,1.0012,0.94604,0.92306,0.94257,0.94725,0.02652
cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,1 Use a fork to eat soup instead of a spoon,use fork eat soup instead spoon,fork,fork,0.84297,0.89062,1.09509,1.09817,1.04294,0.99396,-0.28326
cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,2 Use a fork to apply makeup instead of a brush,use fork apply makeup instead brush,fork,fork,1.02927,0.90192,0.97637,0.8128299999999999,1.06662,0.9574,0.38314
cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,3 Use a fork as a toothpick,use fork toothpick,fork,fork,0.61107,0.81021,0.7699,0.99588,0.7807999999999999,0.79357,-0.71288
cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,4 Use a fork to scratch an itch you can't reach,use fork scratch itch reach,fork,fork,0.70975,0.91258,0.8194,1.02548,1.0544,0.90432,-0.52473
cmpl-4zraM64Ja1WKyyzHnRS2C1x6wvtM1,5 Use a fork to play the piano if the keys are big enough,use fork play piano keys big enough,fork,fork,0.91917,1.11061,0.85624,1.05218,0.94315,0.97627,0.0218
cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,1 Eat cereal with a fork instead of a spoon,eat cereal fork instead spoon,fork,fork,0.65934,0.95905,1.0747,1.07816,0.76664,0.90758,-0.86722
cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,2 Use a fork to play fetch with your dog,use fork play fetch dog,fork,fork,0.89543,1.04327,0.96453,0.82951,0.95012,0.93657,-0.10781
cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,3 Use a fork as a bookmark in your favorite book,use fork bookmark favorite book,fork,fork,0.81996,1.06587,0.8705700000000001,1.22061,1.06337,1.00808,-0.28948
cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,4 Keep track of your keys by hanging them on a fork,keep track keys hanging fork,fork,fork,0.81949,1.00888,0.99478,1.0743,0.90413,0.96032,-0.3375
cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,5 Use a fork to open up tightly sealed jars,use fork open tightly sealed jars,fork,fork,1.11649,1.11041,0.9353400000000001,0.90417,1.049,1.02308,0.57892
cmpl-4zraQmDGIEyFg7seTG2WjAuWnieHS,6 Sift flour by using a fork instead,sift flour using fork instead,fork,fork,0.98884,0.88083,1.05792,0.78106,0.80197,0.90212,0.2357
cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,1 Use a fork to eat soup instead of a spoon,use fork eat soup instead spoon,fork,fork,0.84297,0.89062,1.09509,1.09817,1.04294,0.99396,-0.28326
cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,2 Use a fork to play the piano,use fork play piano,fork,fork,0.76058,1.07437,1.07084,1.00208,1.07404,0.99638,-0.64789
cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,3 Use a fork to brush your teeth,use fork brush teeth,fork,fork,0.78269,0.91643,1.0022200000000001,0.93129,1.12865,0.95226,-0.44233
cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,4 Use a fork to comb your hair,use fork comb hair,fork,fork,0.82685,0.9385,1.09568,0.97703,0.87508,0.94263,-0.34884
cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,5 Use a fork as a bookmark in your book,use fork bookmark book,fork,fork,0.9529,1.0732,1.13035,0.88711,0.90981,0.99067,-0.05626
cmpl-4zraUifPUfrYanvkLcAzlKBfY459v,6 Stick forks in the ground to make a garden fence or trellis for climbing,stick forks ground make garden fence trellis climbing,fork,fork,1.15612,1.00086,1.04741,0.95205,0.94217,1.01972,0.70324
cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,1 Use a fork to curl your hair,use fork curl hair,fork,fork,1.02407,1.13705,1.0965799999999999,0.975,0.86242,1.01902,0.17118
cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,2 Use a fork to eat soup without getting your hands dirty,use fork eat soup without getting hands dirty,fork,fork,1.02993,1.16346,0.90575,0.88337,1.05918,1.00834,0.2882
cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,3 Stick a fork in an electrical outlet to see if its still working,stick fork electrical outlet see still working,fork,fork,0.8894299999999999,0.98647,1.04589,1.01483,0.95347,0.97802,-0.14594
cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,4 Hold a fork by the tines and use the handle to hammer in nails,hold fork tines use handle hammer nails,fork,fork,0.80555,0.9605,0.86931,0.82793,1.05864,0.90439,-0.29139
cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,5 Place a fork in between the door and door,place fork door door,fork,fork,0.98443,0.96296,0.98033,0.89472,1.01217,0.96692,0.2103
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,1 A fork can be used to eat food,fork can used eat food,fork,fork,0.67633,0.93803,0.82694,0.99741,0.93099,0.87394,-0.63912
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,2 A fork can be used as a utensil to cook food,fork can used utensil cook food,fork,fork,0.96641,1.05132,0.87649,0.8145100000000001,0.91998,0.92574,0.18537
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,3 A fork can be used to serve food,fork can used serve food,fork,fork,0.78035,1.01318,0.95977,0.92136,0.93544,0.92202,-0.45148
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,4 A fork can be used as a tool to eat difficult foods such as lobster or steak,fork can used tool eat difficult foods lobster steak,fork,fork,0.77955,0.88927,1.05033,1.00359,0.93971,0.93249,-0.44527
cmpl-4zrad3UgMywrIHWm2sISmtf8VYQgP,5 A fork can be used to play musical instruments such as the violin or,fork can used play musical instruments violin,fork,fork,0.89104,0.81962,0.99567,0.97407,0.94189,0.92446,-0.00529
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,1 Eating soup,eating soup,fork,fork,0.997,0.99351,1.05597,1.04871,0.94844,1.00873,0.19171
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,2 Holding up a table,holding table,fork,fork,1.06648,1.06996,1.00812,1.06038,1.0021,1.04141,0.40044
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,3 Using as a hairbrush,using hairbrush,fork,fork,0.9519,1.0235,1.02096,1.01907,1.05203,1.01349,0.04029
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,4 Wearing as a necklace,wearing necklace,fork,fork,1.04336,1.01526,1.03814,0.94253,0.96553,1.00096,0.33449
cmpl-4zrahdwzmeu6wqCXH9mwDInKMIiDX,5 Building a fort,building fort,fork,fork,1.02583,0.95044,0.92552,1.03551,1.04808,0.99708,0.39462
